barcode;name
8906069872492;FINASTERIDA 5 MG X 10 TABLETAS KMPLUS
8906005118271;FINASTERIDE 1 MG X 10 TABLETAS EVERMED
8904324102742;FINASTERIDE 5 MG X 10 COMPRIMIDO ZUZU
7591519317794;FINASTERIDE 5 MG X 10 TABLETAS CALOX
7591519050820;FINASTERIDE 5 MG X 30 TABLETAS CALOX
7591196002198;FISIOLIN SOLUCION NASAL PEDIATRICO 15 ML
7591196001726;FISIOLIN SOLUCION NEBULIZADOR 260 DOSIS
7591821904293;FITEX 20 MG X 1 TABLETA
7591821904309;FITEX 20 MG X 2 TABLETAS
7591821904323;FITEX 5 MG X 10 TABLETAS
7591821904316;FITEX 5 MG X 30 TABLETAS
7800061210201;FITOMENADIONA 10 MG / 1 ML SOLUCION INYECTABLE X1AMP BIOSANO
7598252000808;FITOMENADIONA INYECTABLE 10 ML / ML I.V - I.M X 3 AMP DISTRILAB
736372230218;FITOMENADIONA SOLUCION INYECTABLE 10 MG / 1 ML I.M - I.V X 10 AMP GLOBAL MEDIC
7592904000116;FIXCELL 160 CM SULCAGEL
7598055000579;FLAMEX 200 MG X 30 TABLETAS
7591062014607;FLATORIL 125 MG X 20 CAPSULAS
7591062166191;FLATORIL GOTAS 20 ML
7592782001854;FLATVIN 125 MG X 10 TABLETAS
7592806131031;FLAVOL 300 MG X 20 TABLETAS
7703763671984;FLAVOXATO 200 MG X 10 TABLETAS LA SANTE
8904324101455;FLAVOXATO 200 MG X10TAB ZUZU
7591585270184;FLAVOXATO 200MG X 10 COMPRIMIDOS GENVEN
7598852000802;FLAVOXUNI 200 MG X 20 TABLETAS
8904187829145;FLAZEP 200 MG X 30 TABLETAS
7593668000053;FLEBITOP CREMA 20 GR
7591243817782;FLENOX 15 MG / 5 ML JARABE PEDIATRICO 120 ML
7591243817829;FLENOX 30 MG / 5 ML JARABE 120 ML
7798032934426;FLEXIPLEN B12 X 15 COMPRIMIDOS
7599043000304;FLEXTRIN X 30 CAPSULAS BLANDAS
7591241817968;FLEXURAT 500 MG - 400 MG X 30 TABLETAS
7591196004543;FLINAS 50 MCG SUSPENSION NASAL 140 DOSIS
7591955000502;FLODONT  ENJUAGUE BUCAL 180 ML
7591062901365;FLOMED 0.15% SOLUCION TOPICA BUCAL 180 ML
7591062901129;FLOMED 0.15% SOLUCION TOPICA BUCAL ATOMIZADOR 45 ML
FLORFARMAX;FLOR DE JAMAICA 10 GR FARMAX
7599028000664;FLOR DE JAMAICA X 10 GR (LYA)
7896006213178;FLORASTOR 200MG X 6 SOBRES SABOR NARANJA
7898495608770;FLORENT LIOFILIZADO 200 MG X 6 CAP USO PED / AD
7750778000230;FLORIL 0.03% SOLUCION OFTALMICA 15 ML
8906005112835;FLORINA - L  0.10 MG - 0.02 MG X 21 COMPRIMIDOS
8906005111692;FLORINA 0.15 MG - 0.03 MG X 21 COMPRIMIDOS
7598055000159;FLOXABID 500 MG X 10 TABLETAS ACI
8904210707204;FLUBIONAZOL 150 MG X 2 TABLETAS
7591955002162;FLUCON 150 MG X 2 CAPSULAS
7598650000301;FLUCONAZOL 100 MG X10TABLETAS JL PHARMA
8906005116871;FLUCONAZOL 150 MG X 10 TABLETAS UNICURE
7770108671053;FLUCONAZOL 150 MG X 2 CAPSULAS ARTE MEDICO
8906130231005;FLUCONAZOL 150 MG X 2 CAPSULAS BRIX MEDIC
7591519001594;FLUCONAZOL 150 MG X 2 CAPSULAS CALOX
7703153020354;FLUCONAZOL 150 MG X 2 CAPSULAS COLMED
7591020007214;FLUCONAZOL 150 MG X 2 CAPSULAS GENCER
7591585274106;FLUCONAZOL 150 MG X 2 CAPSULAS GENVEN
6942189211294;FLUCONAZOL 150 MG X 2 CAPSULAS KMPLUS
7594000020609;FLUCONAZOL 150 MG X 2 CAPSULAS LISTER FENIX
7595152002628;FLUCONAZOL 150 MG X 2 CAPSULAS REMENY
7590027000563;FLUCONAZOL 150 MG X 2 CAPSULAS SPEFAR
7592616200026;FLUCONAZOL 150 MG X 2 TABLETAS KIMICEG
8904278689719;FLUCONAZOL 150 MG X 30 CAPSULAS HUMAN
8906005118752;FLUCONAZOL 150MG X 1 TABLETA DROTAFARMA
6925881203538;FLUCONAZOL 200 MG / 100 ML SOLUCION INYECTABLE I.V 100 ML DROTAFARMA
8906005117984;FLUCONAZOL 200 MG X 4 TABLETAS DROTAFARMA
7703712032620;FLUCONAZOL 200 MG X 5 CAPSULAS COASPHARMA
7703038066996;FLUCONAZOL 200MG X 4 CAPSULAS LAPROFF
7592454345057;FLUDIL 10 MG X 20 TABLETAS
7592454002929;FLUDIL 10 MG X 40 TABLETAS
7598429002666;FLUNARIZINA 10 MG X 20 TABLETAS CAMBRIDGE
7703712032705;FLUNARIZINA 10 MG X 20 TABLETAS COASPHARMA
8906159252098;FLUNARIZINA 10 MG X 30 TABLETAS ZUZU
7703038050230;FLUOXETINA 20 MG X 10 TABLETAS LAPROFF
8906005117892;FLUOXETINA 20 MG X 10 TABLETAS UNICURE
7591243818345;FLUOXETINA 20 MG X 14 CAPSULAS BIOTECH
7703712031661;FLUOXETINA 20 MG X 14 TABLETAS COASPHARMA
7501384504892;FLUOXETINA 20 MG X 14 TABLETAS PSICOFARMA
8906005117663;FLUOXETINA 20 MG X 20 TABLETAS FARMAMED
8904324101554;FLUOXETINA 20 MG X 20 TABLETAS ZUZU
7591243818369;FLURALEMA 15 MG X 30 CAPSULAS
7730698013442;FLUTIXAIR 125 MCG - 25 MCG X 120 DOSIS INHALACION ORAL
7730698013459;FLUTIXAIR 250 MCG - 25 MCG X 120 DOSIS INHALACION ORAL
7460840417872;FLUVENIL 200MG X60 CAPSULAS
7591585111166;FLUVIRIN JARABE 120 ML
8904307707001;FLUZIWELL SOLUCION  200 MG / 100 ML I.V X 1 AMP WELLONA PHARMA
078742499116;FOLATE 666 MCG X 250TAB SPRING
074312114038;FOLATE 666 MCG X250TAB PURITANS
7592806133639;FOLIFER B-12 X 30 TABLETAS RONAVA
7591585519849;FOMENE 2.5MG X 28 COMPRIMIDO LETI
788070698630;FOMESIT 50 MG / 850 MG X 30 COMPRIMIDOS
7591485002304;FORELLE ARGAN GOLD COLLECTION PROFESIONAL BRILLO INSTANTANEO 100 ML
7591485002441;FORELLE ARGAN LOCION PROTECTORA PARA EL CABELLO 100 ML
7591485002816;FORELLE SKIN PROTECTOR SOLAR 45 FPS PIEL SECA 60 GR POLINAC
7596466002403;FORMOL AL 37 % GALON PRIMA SALUD
759853400245;FORMOL AL 37 % X 120 ML VITALCLINIC
759853400429;FORMOL AL 37%  GALON VITALCLINIC
759853400221;FORMOL AL 37% 1 LT VITALCLINIC
759853400238;FORMOL AL 37% 500 ML VITALCLINIC
8436567241808;FORTE NASAL HYGIENE SPRAY 100 ML
7592637000353;FOSFATO DE POTASIO 13.6 % 1mEq / ML X 10 ML 1 AMP BEHRENS
7592349723595;FOSFOLIT 21.6 G / 8.1 G SOLUCION ORAL 45 ML
7795368001693;FOTORRETIN COLIRIO SOLUCION OFTALMICA 5ML POEN
7596139000040;FRAILEJON JARABE NATURAL SOMA 120 ML
7592228500019;FRICSOL ROLL-ON GEL MENTOLADO 90 GR
7591353701391;FRIENDS PROTECTORES DIARIOS CON MANZANILLA X 40 UNIDADES
7591353701490;FRIENDS PROTECTORES DIARIOS SIN PERFUME X 40 UNIDADES
7591353701506;FRIENDS PROTECTORES DIARIOS X 60
7591353701858;FRIENDS TOALLAS MALLA REGULAR X 14 UNIDADES
7591353701711;FRIENDS TOALLAS SANITARIAS NOCTURNA X 10 UNIDADES PHARSANA
7591353701872;FRIENDS TOALLAS SANITARIAS TELA REGULAR X 14 UNIDADES
7592904000048;FRIO PACK COMPRESAS SULCAGEL
7592782001830;FRIXONIL SOLUCION SPRAY 60 ML
7593090001413;FRONT 2  400 MG - 100 MG X 7 CAPSULAS BLANDAS VAGINALES
7592782000130;FUGOLIN CREMA 1%  20 GR USO TOPICO
7591585117182;FULBARYL POLVO INHALACION EN CAPSULAS  160 MCG - 4.5 MCG X 60 DOSIS
7591585113139;FULGRAM 600 MG - 42.9 MG / 5 ML POLVO PARA SUSPENSION ORAL PEDIATRICO 60 ML
7591585213198;FULGRAM 875 MG - 125 MG X 16 COMPRIMIDOS
7594001452065;FULL ACTION ROLL ON X 90 G RECETTE
7594001455677;FULL ACTION TARRO X 100 GR RECETTE
7592454003919;FUNGEX 1% CREMA 15G PHARMETIQUE
7592803000521;FUNGOSIN 100 MG X 6 TABLETAS
7591619122014;FURFURIL 0.2% APOSITO SOLUBLE 30 GR
7800061226264;FUROSEMIDA 20 MG / 2 ML SOLUCION INYECTABLE I.V / I.M X 1 AMPOLLA BIOSANO
8906130231012;FUROSEMIDA 40 MG X 10 TABLETAS BRIX MEDIC
6942189211300;FUROSEMIDA 40 MG X 10 TABLETAS KMPLUS
7598008000403;FUROSEMIDA 40 MG X 10 TABLETAS LAND
7594001100126;FUROSEMIDA 40 MG X 12 COMPRIMIDOS PLUSANDEX
7592601301059;FUROSEMIDA 40 MG X 24 TABLETAS MEYER
736372722331;FUROSEMIDA 40 MG X 30 TABLETAS H&M
7598252000822;FUROSEMIDA INYECTABLE 20 MG / 2 ML I.V - I.M X 3 AMP DISTRILAB
7598055000357;G-FRESH SOLUCION OFTALMICA 10 ML
733739000897;GABA 750 MG X 100 CAPSULAS NOW
756029628243;GABAPENTINA 300 MG X 14 TABLETAS LATTAN MEDIC
7590027002109;GABAPENTINA 400 MG X 20 CAPSULAS SPEFAR
7598055000708;GABAROL 75 MG X 30 CAPSULAS
7592806133172;GABOX 200 MG X 20 TABLETAS
7595751001305;GALACTIC  ENJUAGUE BUCAL TUTI FRUTI KIDS NIA 500 ML
7595751001312;GALACTIC  ENJUAGUE BUCAL TUTI FRUTI NIO 500 ML
7595751002838;GALACTIC  ENJUAGUE BUCAL ULTRA MINT 500 ML
17595751000909;GALACTIC CEPILLO DENTAL AXIS MEDIO X 12 UNIDADES
17595751000893;GALACTIC CEPILLO DENTAL AXIS SUAVE X 12 UNIDADES
17595751003368;GALACTIC CEPILLO DENTAL CON TAPA EPIC MEDIO X 12 UNIDADES
17595751003351;GALACTIC CEPILLO DENTAL CON TAPA EPIC SUAVE X 12 UNIDADES
17595751000916;GALACTIC CEPILLO DENTAL DINOSAURIOS NIOS SUAVE X 12 UNIDADES
17595751000886;GALACTIC CEPILLO DENTAL EPIC MEDIO X 12 UNIDADES
17595751000879;GALACTIC CEPILLO DENTAL EPIC SUAVE X 12 UNIDADES
17595751000862;GALACTIC CEPILLO DENTAL INFINITY MEDIO X 12 UNIDADES
17595751000855;GALACTIC CEPILLO DENTAL INFINITY SUAVE X 12 UNIDADES
17595751003535;GALACTIC CEPILLO DENTAL PROFESIONAL MEDIO X 12 UNIDADES
27595751002405;GALACTIC CEPILLO DENTAL REBEL MEDIO X 12 UNIDADES
17595751002545;GALACTIC CEPILLO DENTAL REBEL SUAVE X 12 UND
17595751001951;GALACTIC CEPILLO DENTAL ULTRASOFT X 12 UNIDADES
7595751001350;GALACTIC CREMA DENTAL CLASSIC 100 GR
7595751003330;GALACTIC CREMA DENTAL CLASSIC 180 GR
7595751002494;GALACTIC CREMA DENTAL CLASSIC 63 GR
7595751001510;GALACTIC CREMA DENTAL CLASSIC ICE 100 GR
7595751001381;GALACTIC CREMA DENTAL KIDS NIA TUTI FRUTI 100 GR
7595751002708;GALACTIC CREMA DENTAL REBEL 100 GR
7595751001367;GALACTIC CREMA DENTAL ULTRA MINT 120 GR
7591016154977;GALAK CHOCOLATE BLANCO X 12 UNIDADES 30 GR
17595751001012;GALATIC CEPILLO DENTAL MONSTRUO NIOS SUAVES X 12 UND
7591585110800;GALBY 35MCG-2MG X 21 COMPRIMIDOS
7596654000235;GAMERAL 150 MG - 100 MG X 30 CAPSULAS
7591196006325;GAMPRESS 0.03% SOLUCION OFTALMICA 3 ML
7709990706680;GANCICLOVIR 500 MG SOLUCION INYECTABLE I.V X 1 AMPOLLA VITALIS
7592601303756;GAPENT 10 MG X 30 TABLETAS
7592601303787;GAPENT 20 MG X 30 TABLETAS
8906104081384;GAPTAN 300 MG X 30 CAPSULAS
7591196000255;GARABET 0.3% SOLUCION OFTALMICA 5 ML
733739014351;GARCINIA 1000 MG X 120 TABLETAS NOW
7592710000058;GARCINIA CAMBOGIA 500 MG X 60 CAPSULAS HERBAPLANT
7596526000158;GARCINIA CAMBOGIA 600 MG X 50 CAPSULAS NATUR LIFES
7591519317565;GARDENAL 100 MG X 30 TABLETAS
7592710000584;GARLIC + PEREJIL 200MG X 60 CAPSULA HERBAPLANT
733739100108;GARLIC OIL 1500 MG X 100 TABLETAS NOW
6923700977561;GARNIER MASCARILLA FACIAL TELA HB GRANADA REVITALIZA 28 GR
6923700977523;GARNIER MASCARILLA FACIAL TELA HB TE VERDE MATIFICA 28 GR
8904324103190;GAS-B 125 MG X 100 CAP BLANDAS
7595492000070;GASA CLINICA ECONOMICA NO ESTERIL 1.20 M  X 1 UND EBEN
7595492000056;GASA CLINICA ESTANDAR NO ESTERIL 1.20 CM X 1 UND EBEN
7597895000183;GASA EN ROLLO 100 YDS N / ESTERIL X 1 PAQ SUPER MEDI
7802600305072;GASA ESTERIL 3 X 3  X 25 SOBRES X 2 UND ITN
7597478000289;GASA ESTERIL 3 X 3  X 50 SOBRES GDG
7597830003040;GASA ESTERIL 3 X 3 X 25 SOBRES X 2 UND  GROSSMED
7597895000152;GASA ESTERIL 3 X 3 X 50 SOBRES X 2 UND SUPERMEDI
7597467000450;GASA ESTERIL 3 X 3 X 50 UND PLUSMEDIC
7597830003019;GASA ESTERIL 4 X 4 X 25 SOBRES X 2 UND GROSSMED
7802600305089;GASA ESTERIL 4 X 4 X 25 SOBRES X 2 UND ITN
7598157000026;GASA ESTERIL 4 X 4 X 50 SOBRES X 2 UND SUMEDIB
7597895000176;GASA ESTERIL 4 X 4 X 50 SOBRES X 2 UND SUPERMEDI
736372544353;GASA ESTERIL 4 X 4 X 50 SOBRES X 2 UND VIPSALUD
7597467000436;GASA ESTERIL 4 X 4 X 50 UND PLUSMEDIC
606110872911;GASA ESTERIL 4X4 X 25 SOBRE X 2 UND COMPOMEDICA
7597467002256;GASA ESTERIL PARAFINADA 10 CM X 10 CM X 10 UND PROMEINT
7597895000190;GASA PARA QUEMADO 4.5 X 4.1 YDS X 1 UND SUPER MEDI
3170472453010;GASA PARAFINADA CON CLORHEXIDINA (BACTIGRAS) 10 CM X 10 CM X 10 UND MEDAID
7595747000909;GASA PARAFINADA ESTERIL 10 CM X 10 CM X 1 CAJA PROCARE
7595492000049;GASA PRACTICA NO ESTERIL 60 CM X 1 UND EBEN
7595492000087;GASA SUPER CLINICA ECONOMICA NO ESTERIL 2.40 M X 1 UND EBEN
7595492000063;GASA SUPER CLINICA ESTANDAR NO ESTERIL 2.40 M X 1 UND EBEN
8902297025303;GASOFLAT (SIMETICONA) 125 MG X 30 CAPSULAS DROTAFARMA
7592710001130;GASTRIBOLENO SOLUCION ORAL 240 ML
7703712014541;GASTRO FULL DOBLE ACCION X 24 SACHETS 10 ML
7703712010307;GASTRO FULL MAX SUSPENSION ORAL 150ML
7703712010321;GASTRO FULL MAX X 24 SACHETS 10ML
7467217701565;GASTROSANOL ELIXIR SABOR ANIS 60 ML
7595127000130;GAVENTEX VENDA ESPECIAL 1.5 - 10 CM X 1 UNIDAD
7595127000154;GAVENTEX VENDA ESPECIAL 1.5 - 15 CM X 1 UNIDAD
7595127000161;GAVENTEX VENDA ESPECIAL 1.5 - 20 CM X 1 UNIDAD
7595127000093;GAVENTEX VENDA ESPECIAL 1.5 - 5 CM X 1 UNIDAD
745604882064;GAVENTEX VENDA ESPECIAL 4.0 - 20 CM X 1 UNIDAD
7595127000178;GAVENTEX VENDA ESPECIAL 4.0 - 5 CM X 1 UNIDAD
7595127000079;GAVENTEX VENDA HOSPITALARIA 1.0 - 15 CM X 1 UNIDAD
7595127000086;GAVENTEX VENDA HOSPITALARIA 1.0 - 20 CM X 1 UNIDAD
7599421545311;GEL ANTIBACTERIAL ZEROGEL 500 ML
7599421545342;GEL ANTIBACTERIAL ZEROGEL CLEAN 240 ML
787790469452;GEL ARNICA NATURAL 237 CC ETERNAL
7800044002069;GELCAIN GEL BUCAL 2%  30G VALMA
8906130231951;GEMCITABINA USP 1000 MG SOLUCION INYECTABLE I.V X1 AMPOLLA BRIX MEDIC
7703038050254;GEMFIBROZILO 600MG X 10 TABLETAS LAPROFF
7592782000529;GENCIVOL 0.15 % SOLUCION TOPICA 15 ML
7591585116598;GENESA 3MG / 30 MCG X 21 TABLETAS
7591585111722;GENESA20 3 MG - 20 MCG X 28 COMPRIMIDOS
7453029103734;GENIAL ESCURRIDOR PLEGABLE
7453038484381;GENIAL MOTAS DE ALGODON 100 PIEZAS
7591585110183;GENLET 200 MG X 20 COMPRIMIDOS
7591585210180;GENLET 200MG X 10 COMPRIMIDOS
7598455000100;GENTAGLASS 160 MG / 2 ML SOLUCION INYECTABLE I.V / I.M X10 AMPOLLAS BIOGLASS
7598455000353;GENTAGLASS 80 MG X 2 ML SOL INYECTABLE I.V - I.M X 10 AMP BIOGLASS
8906130230541;GENTAMICINA 0.1% CREMA 20 GR BRIX MEDIC
7598252101390;GENTAMICINA 0.3% / 10 ML SOLUCION OFTALMICA DISTRILAB
6921875011417;GENTAMICINA 160MG/2ML IM / IV x 10 AMP KMPLUS
7591196002136;GENTAMICINA 3 MG SOLUCION OFTALMICA MEDIGEN 5 ML
7707236127428;GENTAMICINA 80 MG / 2 ML SOLUCION INYECTABLE I.M / I.V X 10 AMPOLLAS VITALIS
7800061235303;GENTAMICINA 80 MG / 2 ML SOLUCION INYECTABLE I.M / I.V X1 AMPOLLA BIOSANO
6942189304293;GENTAMICINA UNGUENTO OFTALMICO 0.3% 5 GR KMPLUS
7597072000296;GENTAMICIS  0.1% 20GR
8904030802042;GENTAPLUS SOLUCION GOTAS 0.3% - 10 ML KMPLUS
7591062901198;GENURIN  200 MG X 10 TABLETAS
7501058655042;GERBER COLADO DE FRUTA BANANA 100 GR
7501058640512;GERBER COLADO DE FRUTA BANANA 113 GR
7501058640505;GERBER COLADO DE FRUTA MANZANA 113 GR
7506475119269;GERBER COLADO DE FRUTAS MIXTAS 113 GR
7591838000025;GERDEX DESINFECTANTE 240 CC
7591838000117;GERDEX DESINFECTANTE SPRAY 240 CC
7591838000018;GERDEX GALON 3.75 LT
7597189000066;GERIATECH X 30 CAPSULAS BLANDAS
8901138500689;GERIFORTE X 100 TABLETAS HIMALAYA
7401069004726;GESLUTIN - PNM  100MG X 30 CAPSULAS
7401069004689;GESLUTIN - PNM 200 MG X 30 CAPSULAS
7401078900163;GESTAGENO 200 MG X 30 CAPSULAS
8904250520665;GESTASYN  100 MG X 10 TABLETAS
7594001564140;GESTRELLA 0.075 MG X 28 COMPRIMIDOS
7591243820355;GINACOL 0,1 % SOLUCION DE USO VAGINAL 135 ML
8436587000270;GINIWA M X 14 CAPSULAS ZINEREO PHARMA
8436587000195;GINIWA U X 14 CAPSULAS ZINEREO PHARMA
8436587000188;GINIWA V X 14 CAPSULAS ZINEREO PHARMA
7592946005988;GINKGO BILOBA 300 MG X 60 CAPSULAS ARCOIRIS
7592710000621;GINKGO BILOBA 300 MG X 60 CAPSULAS HERBAPLANT
7597134002152;GINKGO BILOBA 500 MG X 70 CAPSULAS LA ABEJITA
733739103062;GINKGO BILOBA 60 MG X 60 CAPSULAS NOW
7592946006022;GINSENG 300 MG X 60 CAPSULAS ARCOIRIS
7592710000669;GINSENG SIBERIANO 408 MG X 60 CAPSULAS HERBAPLANT
7795368001686;GLAUCOTENSIL D 2% SOLUCION OFTALMICA 5 ML
7598176000335;GLIBANCLAMIDA 5 MG X 30 TABLETA ANGELUS
8906078136158;GLIBENCLAMIDA 5 MG X 10 COMPRIMIDOS ZUZU
8906130231029;GLIBENCLAMIDA 5 MG X 10 TABLETAS BRIX MEDIC
7598008000410;GLIBENCLAMIDA 5 MG X 10 TABLETAS LAND
8904209411075;GLIBENCLAMIDA 5 MG X 10 TABLETAS VINCENTI
8902297009525;GLIBENCLAMIDA 5MG X 10  TABLETA DROTAFARMA
6921875011158;GLIBENCLAMIDA 5MG X 10 TAB KMPLUS
7598650000318;GLIBENCLAMIDA 5MG X 10 TABLETAS JL PHARMA
7598429002840;GLIBENCLAMIDE 5MG X 20 TABLETAS CAMBRIDGE
759745600227;GLICERINA 120 ML USO EXTERNO VITALCLINIC
7592349923957;GLICERINA 2.88 G SUPOSITORIOS X 6 TABLETAS GENERICO DE CALIDAD
7594001450702;GLICERINA 60 ML RECETTE MARK
759745600210;GLICERINA 60 ML USO EXTERNO VITALCLINIC
7592368000479;GLICERINA LIQUIDA 30 ML X 6 UND LAB F.S.I
8906045361545;GLICLAZIDA 60 MG X 30 TABLETAS ZUZU
8906005118219;GLICLAZIDA 80 MG X 10 TABLETAS UNICURE
7707355053936;GLIFORMIN 850 MG X 30 TABLETAS
8906130231036;GLIMEPIRIDA 2 MG X 10 TABLETAS BRIX MEDIC
7598176000113;GLIMEPIRIDA 2 MG X 30 TABLETAS ANGELUS
7598429002680;GLIMEPIRIDA 2MG X 20 TABLETAS CAMBRIDGE
8906130231043;GLIMEPIRIDA 4 MG X 10 TABLETAS BRIX MEDIC
7598008000427;GLIMEPIRIDE 2 MG X 10 TABLETAS LAND
7703763165056;GLIMEPIRIDE 2 MG X 16 TABLETAS LA SANTE
7703763165117;GLIMEPIRIDE 2 MG X 30 TABLETAS LA SANTE
8904324101516;GLIMEPIRIDE 2 MG X 30 TABLETAS ZUZU
7598008000434;GLIMEPIRIDE 4 MG X 10 TABLETAS LAND
7703763165025;GLIMERID 4 MG X 30 TABLETAS
7598055000722;GLIMIRID 1 MG X 30 TABLETAS
8470000488832;GLIZIGEN SPRAY INTIMO X 30 ML
7703186030283;GLUCERNA FORMULA LIQUIDA SABOR VAINILLA 237 ML
7703186031594;GLUCERNA FORMULA SABOR VAINILLA 400 GRS
7591651001469;GLUCOFRED 80 MG X 10 TABLETAS
787790476757;GLUCOLESS TEA X 20 SOBRES 2.26 OZ 64 GR ETERNAL
084960807015;GLUCOMETRO DIGITAL  EASY TOUCH
7597467002362;GLUCOMETRO DIGITAL KIT BLESS
7592710005084;GLUCONAT X 60 CAPSULAS WALIFE
7800061240109;GLUCONATO DE CALCIO 10% SOLUCION INYECTABLE  I.V X 1 AMPOLLA 10 ML BIOSANO
7592637000988;GLUCONATO DE CALCIO 10% SOLUCION INYECTABLE 100 ML X 1 UNIDAD  BEHRENS
7594000850428;GLUCONATO FERROSO 50 MG / 15 ML SOLUCION ORAL PEDIATRICO 120 ML BIOQUMICA
7703763968718;GLUCOSAMINA - CONDROITINA 1500 MG / 1200 MG X 15 SOBRES LA SANTE
7597134001025;GLUCOSAMINA 249.30MG Y CHONDROITIN 150.70MG X 70 CAPSULAS LA ABEJITA
7592946169758;GLUCOSAMINA 500 MG X 60 CAPSULAS ARCOIRIS
733739032782;GLUCOSAMINE & MSM X 60 TABLETAS NOW
787790468653;GLUCOSAMINE 2850 MG X 90 CAPSULAS ETERNAL
714439705503;GLUCOSAMINE 500 MG / CHONDROITIN 400 MG X 30 TABLETAS VAL
787790474753;GLUCOSAMINE CHONDROITIN 2865 MG X 90 CAPSULAS PHARMACORP
7592806136029;GLUCOZIM 500 MG X 30 TABLETAS
7703763200627;GLUSTAR 20 MG X 14 TABLETAS
850038087098;GLUTACTIVE BLUE X 30 TABLETAS
850038087074;GLUTACTIVE IG X 30 TABLETAS
612197755559;GLUTAPAK R SOBRE 15 GR
612197711104;GLUTAPAK-10 POLVO SOLUCION ORAL 15 GR
3760269770560;GLYCO-A ESPUMA LIMPIADOR ILUMINADOR 100 ML
3760269770553;GLYCO-A EXFOLIANTE CORPORAL 200 ML
7591404000466;GLYCOLICO CREMA HIDRATANTE FACIAL FASE 2 60 GR
7591404000473;GLYCOLICO CREMA HIDRATANTE FACIAL FASE 3 60 GR
7591404000107;GLYCOLICO CREMA REAFIRMANTE DEL CUELLO Y ESCOTE 60 GR
7591404000558;GLYCOLICO CREMA SUAVIZANTE PARA LOS PIES 90 GR
7592601101079;GLYMAR 2 MG X 20 TABLETAS
7592601101086;GLYMAR 4 MG X 20 TABLETAS
7592162006332;GOMA DE SUCCION NO CONDUCTIVA 7 MM X 1.8 MTS PRONTOMEDICA
7453038410380;GORRO DE BAO X1 UNIDAD EVOK
7597830004634;GORRO DE ENFERMERA X 100 UNIDADES GROSSMED
7594001450733;GOTAS ANTIESTRES 100% NATURAL 30 ML RECETTE MARK
7598455000087;GOTAS ARTIFICIALES  0.3% (HPMC) SOL.OFTM BIOGLASS
7594001450757;GOTAS DE ARNICA 30 ML RECETTE MARK
7594001450764;GOTAS DE ARNICA 60 ML RECETTE MARK
7594001450771;GOTAS DE AZAHARES 30 ML RECETTE MARK
7597773000250;GOTAS DE MANZANILLA 30 ML ALPHABMT
7594001450795;GOTAS DEL CARMEN  30 ML RECETTE MARK
7592368002121;GOTAS DEL CARMEN 30 ML X 6 UND LAB F.S.I
7596139000156;GOTAS FISIOLOGICAS 15 ML SOMA
7596139000163;GOTAS FISIOLOGICAS 30 ML SOMA
7592806134070;GRATIO 500 MG X 10 TABLETAS
7592806134094;GRATIO 750 MG X 10 TABLETAS
733739112743;GRAVIOLA 500 MG X 100 CAPSULAS NOW
7593090001536;GREIT 10 MG X 30 TABLETAS
7798032936123;GRIPABEN NASAL GOTAS X 30 ML
7898100242900;GRIPALCE X 20 CAPSULAS
8904306503284;GROWPECIA 5 MG X 30 TABLETAS
7594000851548;GUAIFENESINA SOLUSION ORAL 100 MG / 5 ML 120 ML BIOQUIMICA
6971077611175;GUANTES DE LATEX TALLA L X 100 UND VALEMEDIC
6971077611151;GUANTES DE LATEX TALLA S X 100 UND VALEMEDIC
7597830000780;GUANTES DE LATEX X 100 UNIDADES TALLA S GROSSMED
9102021455577;GUANTES DE NITRILO AZUL TALLA XL X 100 UND VALEMEDIC
7597830001060;GUANTES DE NITRILO AZUL X 100 UNIDADES TALLA S GROSSMED
7597830005273;GUANTES DE NITRILO BLANCO X 100 UNIDADES TALLA M GROSSMED
7597830005266;GUANTES DE NITRILO BLANCO X 100 UNIDADES TALLA S GROSSMED
6974580751796;GUANTES QUIRURGICOS ESTERIL LATEX TALLA # 7,0 X 50 PAR YINGMED
6974580751802;GUANTES QUIRURGICOS ESTERIL LATEX TALLA # 7,5 X 50 PAR YINGMED
6971077611069;GUANTES QUIRURGICOS ESTERIL TALLA 6.5 X 1 PAR VALEMEDIC
736372544247;GUANTES QUIRURGICOS ESTERIL TALLA 6.5 X 1 PAR VIPSALUD
5588752159061;GUANTES QUIRURGICOS ESTERIL TALLA 7 X 1 PAR ITN
736372544254;GUANTES QUIRURGICOS ESTERIL TALLA 7 X 1 PAR VIPSALUD
7802600305041;GUANTES QUIRURGICOS ESTERIL TALLA 7.5 X 1 PAR ITN
736372544261;GUANTES QUIRURGICOS ESTERIL TALLA 7.5 X 1 PAR VIPSALUD
7802600305058;GUANTES QUIRURGICOS ESTERIL TALLA 8 X 1 PAR ITN
0736372544414;GUANTES QUIRURGICOS ESTERIL TALLA 8.0 X 1 PAR VIPSALUD
7597830005440;GUANTES QUIRURGICOS ESTERILES DE LATEX TALLA 6.5 X 1 PAR GROSSMED
7597830005488;GUANTES QUIRURGICOS ESTERILES DE LATEX TALLA 7.5 X 1 PAR GROSSMED
7597830005396;GUANTES QUIRURGICOS ESTERILES DE LATEX TALLA 8.5 X 1 PAR GROSSMED
7597467002072;GUATA ORTOPEDICA 4 X 3 10 CM X 12 UND PROMEINT
7597467002096;GUATA ORTOPEDICA 8 X 3 20 CM X 6 UND PROMEINT
