CODBARRAS;DESCRIPCION
7597758000749;ATORVASTATINA AL40 X30TA
675696260139;ATORVASTATINA BUKA20 30TA
7598252000082;ATORVASTATINA DIS40 X30TA
8906005117564;ATORVASTATINA FM20 X30TA
8906005118783;ATORVASTATINA FM40 X30TA
8908007037345;ATORVASTATINA GEA40 X10TA
7591020080453;ATORVASTATINA GENCER 20 X20
7591020008884;ATORVASTATINA GENCER 40 X20
7591585373458;ATORVASTATINA GN40 X30CO
7592454001557;ATORVASTATINA LS20 X14TA
7592454889650;ATORVASTATINA LS20 X30TA
7592454003346;ATORVASTATINA LS40 X30TA
7750215028315;ATORVASTATINA PORT20 X100
7592432901435;ATOVAROL 20MG X14CA
7592432900148;ATOVAROL 20MG. X30CA
7592432901442;ATOVAROL 40MG X14CA
7592432900155;ATOVAROL 40MG. X30CA
7592806123012;ATROBEL 10MG. GOTAS 15ML.
7598677000131;ATROPINA CLEO1% S.OFT.5ML
7592349001129;ATROVERAN 10MG. X10TA
7592349722161;ATROVERAN 10MG.GOTAS 15ML
7861028101345;AUGMENTIN 400-57,5 PPS70
7861028101352;AUGMENTIN 500-125 X10TA
7861028101291;AUGMENTIN 600-42,5 PPS100
7758713058827;AUGMENTIN 875/125 X14TA
7592349001600;AUPREL 90MG. X20CO
7591285000906;AUTIRICE POLVO 300GR.
7702123408949;AVELOX 400MG. X5CO
7702123409861;AVELOX 400MG.INF.IV 250ML
7591635000105;AVISPA CHAMPU 120ML.
7591635000112;AVISPA CHAMPU 220ML.
7591635000136;AVISPA CHAMPU 60ML.
7591635000181;AVISPA REPELENT LOC.110ML
7702010381881;AXION LP CR.ALOE-VIT E450
7702010381256;AXION LP CR.LIMON235
7591585114280;AXOKINE 400MG. X5CO
7591196002464;AZACARD 81MG. X30TA
745687143267;AZDET 500MG. X3TA
7591196006509;AZELASTINA LO0,05% OFT5ML
7591619520643;AZIMAKROL COMPR. 1GR. X2
7594001101352;AZITRODEX 500MG. X3TA
7594001101369;AZITRODEX 500MG. X5TA
6930169708346;AZITROMICI BM200 PPSO15ML
7598578000629;AZITROMICI DAC200 PPSO15
7591519002027;AZITROMICINA +MK500 X3TA
7591519000979;AZITROMICINA +MK500 X5TA
7597758000152;AZITROMICINA AL200 22,5ML
7597758000145;AZITROMICINA AL500 X5TA
6972718560043;AZITROMICINA BM500MG.X6CA
675696259973;AZITROMICINA BUKA500 X5TA
8906082150782;AZITROMICINA FM200 15ML.
7591020007597;AZITROMICINA GENCER500 X5
7598828000874;AZITROMICINA GLA500 X3TA
7591585279460;AZITROMICINA GN500 X5CO
7598008000205;AZITROMICINA LAND200 15ML
7594000020074;AZITROMICINA LF500 X3CA
7703763700219;AZITROMICINA LS500 X5TA
7750215014363;AZITROMICINA POR200 PPS30
7750215017562;AZITROMICINA PORT200 15ML
7590027002451;AZITROMICINA SP500 X5CO
7592368003371;AZUFRE FSI POL 20GX12TAR
7592368000424;AZUL METILENO FSI 30ML.X6
7594001455332;AZUL METILENO SPRAYX70ML
7591243803167;AZUTAN TOPICO BUCAL 180ML
7591585217660;BABILINKID 100/0,42 20ML.
7591285000739;BABYGAMMA SOYA 400GR.
7592025101426;BABYSKIN CR. 60GR.
8906075150874;BACICLASI SUSP. 5ML.X10
732064572864;BACIPORIN CR.DER. 28.3GR
732064572857;BACIPORIN UNG.DER.14,17GR
7598578000469;BACITRACINA DAC UNG. 20GR
7598252001010;BACITRACINA DIS UNG.20GR.
7592616021010;BACITRACINA DP UNG. 15GR.
7591619505015;BACITRACINA KL UNG. 15GR.
7592806141016;BACITRACINA PO UNG. 15GR.
7596347793567;BACITRACINA SGG UNG.15GR.
7591020007825;BACTEVAL CAPS. X 24
7707355055930;BACTRIM 200/40 SUSP.100ML
7707355055916;BACTRIM 400MG/80MG. X20TA
7707355055923;BACTRIM F 800/160 X10TA
7592637005501;BACTRIZOL SO.INY. IV100ML
7592806133530;BACTRON FORTE TAB. X10
7592806122015;BACTRON SUSP. 100ML.
7592806133073;BACTRON TAB. X20
7592822002445;BAJO CERO CORP.EXTRE90GR.
7592822002421;BAJO CERO CORP.TERMO90GR.
646824201102;BALANCED B X100TA
7592616030012;BALSADER POMADA 30GR.
7597297000316;BANDAS ADH.MIX PIEL ZU 20
7591955000045;BARGONIL UNG. 10GR.
7591955000052;BARGONIL UNG. 30GR.
7593090002397;BARROCU T. GEL.LI.FAC.120
7593090002199;BARROCUTINA GEL FAC.20GR.
7593090000577;BARROCUTINA TEEN T.FAC120
7592194003767;BASTON 3 PATAS KX
7592194003750;BASTON 4PATAS BASE PEQ.KX
7592194003736;BASTON PLEGAB ASA MADERA
7592194003712;BASTON RTO. ALU.AJUST KX
7591005004238;BAYGON D.ACCION AER.235
7591005004221;BAYGON D.ACCION AER.360
7591005006010;BAYGON ESPIRALES X12
7591005677784;BAYGON INSEC.VOLAD.AER235
7591005677777;BAYGON INSEC.VOLAD.AER360
7591005004399;BAYGON VERDE AER.235
7592637002517;BEHKACIN 500 2ML. X25AMP.
7592601100188;BELOC 100MG. X10TA
7592601100195;BELOC 100MG. X20TA
7592601100164;BELOC 50MG. X10TA
7592601100171;BELOC 50MG. X30TA
7599112000266;BEMPEGRAS 180MG. X30TA
7591818139004;BENCIDAMINA CO T.BUCAL120
7592601100218;BENDAMEN 100MG. X6TA
7592601100201;BENDAMEN 100MG.SUSP.30ML.
7592348203005;BENFLUX 15MG.JBE. 120ML.
7592348203104;BENFLUX 30MG. X20TA
7596055000025;BENZADEX CLIN SPRAY 120CC
7596055000063;BENZADEX CLINICO 3,789 LT
7596055000094;BENZADEX LIMP MUL.AZUL1L
7596055000131;BENZADEX LIMP MUL.ROSA1LT
7596055000117;BENZADEX LIMP MUL.VERDE1L
7596055000018;BENZADEX SOL.SPRAY 240CC.
7592510001163;BENZAWASH DET LIQ CITR500
7592510001170;BENZAWASH DET LIQ CITR800
7592510001118;BENZAWASH DET LIQ FRUT500
7592510001125;BENZAWASH DET LIQ FRUT800
7592510001231;BENZAWASH DET LIQ LAV. 1L
7592601301516;BENZODIAZOL LIM.MIEL 16TM
7592601301509;BENZODIAZOL NARANJA X16TM
7592601301561;BENZODIAZOL TM LIMON X16
7592601100874;BENZODIAZOL TM T.FRUTTI X16
7591243803600;BEPRODERM 0,05-0,1 CR.15G
7591243803730;BEPROSPEN 7MG. X1A+JER
7597134000165;BERRO ABE JBE. 120ML.
7592946168560;BERRO AI JBE. 240ML.
7594001452348;BERRO XS JBE.120CC.
7593533005381;BERROPHARMA JBE. 180ML.
733739029362;BERRYDOPHILUS 2B X60TM
7592616584188;BETA-GENTA-CLIOQ DP15GR.
7591243804140;BETADERM CR. 0,05% 15GR.
7591243804164;BETADERM PLUS CREMA 15GR.
021281083285;BETADEX PLUS CR.20GR
7591821210820;BETADINE JAB.LIQ. 180ML.
7592432017877;BETADUO AMP. JP 1ML.
7591243804287;BETAGEN 4MG. 1ML. X1AMP.
7591243804409;BETAGEN SOLSPEN 1ML.1AMP.
7703333007700;BETAGRANULOS 60 GR.
8908007037352;BETAHISTINA GEA16MG.X10TA
7592454002400;BETAHISTINA LS16MG. X20TA
7501098609319;BETALOC ZOK 47,5MG. X30CO
7501098609326;BETALOC ZOK 95MG. X30CO
7598677000025;BETAMETA 0,05 CLEO.CR.20G
7750215023396;BETAMETASO PORT0,05%CR20G
7591020003209;BETAMETASONA GNCR4.1ML.1A
7591020009331;BETAMETASONA GNCR4.3ML.1A
7709193551063;BETAMETASONA VITA4MG.X10A
7591619517858;BETARRETIN CR. 0,05 30GR.
7591619517865;BETARRETIN H 0,05/5 CR.30
7703333007205;BETARRETIN H 0,05/5 LOC60
7599112000143;BETHINA 16MG. X30TA
7899095203266;BETRICORT CREMA 30GR.
7592710001260;BEUSAN CEB.MORADA JBE.240
7592710001277;BEUSAN EXPECTO JBE.240ML
7592782000055;BEVINDAZOL400 SUSP.10ML
7594001100065;BEXILON 4MG. JBE. 120ML.
7798006872549;BICALUTAMIDA GP50 X30CO
7592368001360;BICARBONATO S. FSI X25SO.
7592368003210;BICARBONATO S. FSI X6 20G
7592601303626;BICOL 160MG/12,5MG. X14CO
7592601303602;BICOL 80MG/12,5MG. X14CO
7597758000978;BILOL 2,5MG. X10TA
7597758000985;BILOL 5MG. X10TA
7592430000758;BIO VITAL X30CA
7595651000354;BIOCLORHEX JAB. 2% 200ML
7591519317695;BIOCOR 20MG X10TA
7591519000146;BIOCOR 20MG. X30TA
7591519317701;BIOCOR 40MG X10TA
7591519000122;BIOCOR 40MG. X30TA
7591519317671;BIOCOR AMLO 20-5 X10TA
7591519317688;BIOCOR AMLO 40-5 X10TA
7591519316247;BIOCOR AMLO20MG-5MG 30TA
7591519316230;BIOCOR AMLO40MG-5MG 30TA
7591519317664;BIOCOR HCT 20-12,5 X10TA
7591519316254;BIOCOR HCT 20-12,5 X30TA
7591519317657;BIOCOR HCT 40-12,5 X10TA
7591519316261;BIOCOR HCT 40-12,5 X30TA
7591585214942;BIOLETISAN FORTE X20CA
7595481000081;BIOS CH. ANTICAIDA 200ML.
7592512000959;BIOS CR.LIMP.HID. 60GR.
7595481000036;BIOS MAX P.SOL GEL 120CC.
7595481000043;BIOS SCRUB GEL FAC.HUM120
7595481000029;BIOS SYNDET LOC.LIMP400ML
7595481000050;BIOS TONI.CAP.CAIDA 120ML
7595651000040;BIOSCRUB CEP QUIR CLORH 4
7595651000026;BIOSCRUB CEP QUIR DESINFE
7595651000033;BIOSCRUB CEP QUIR IOD 7.5
7595651000019;BIOSCRUB CEP QUIR SECO X1
7591285000753;BIOSURE CHOCOLATE 400GR.
7591285005000;BIOSURE FRESA 400GR.
7591285000517;BIOSURE MANTECADO 400GR.
7591585117137;BIOTALOL 1,25MG. X30CO
7591585217141;BIOTALOL 10MG. X30CO
7591585317179;BIOTALOL 2,5MG. X10CO
7591585217172;BIOTALOL 2,5MG. X30CO
7591585217165;BIOTALOL 5MG. X30CO
617748376306;BIOTIN 5000MCG X30CA VAL
676194971800;BIOTIN ALFA10,000 X60TA
646824256102;BIOTIN NS5000MCG. X60TA
7597189000165;BIOTINA PT10.000 X30CABL.
7593089000090;BIOTINA VERA15.000 X30CA
7502213140328;BIOYETIN 50000UI/10ML.X1A
7592432002576;BIPRIN 300MG. X10CA.BLA
7592349001846;BIPROLIL 1,25MG. X30CO
7592349723618;BIPROLIL 2,5MG X15CO
7592349001563;BIPROLIL 2,5MG. X30CO
7592349723557;BIPROLIL 5MG. X15CO
7592349001570;BIPROLIL 5MG. X30CO
7595481000074;BIPROX CH. A.CASPA 400ML.
7730969307676;BIRGIT 100MG. X10CO
7730969307713;BIRGIT PLUS 50/1000 X10CO
7730969307690;BIRGIT PLUS 50/500 X10CO
7750215021927;BISMUALIV SUSP.ORAL 150ML
7406076103561;BISOBLOC 2,5MG. X30TA
7590027000891;BISOPROL H.SP10/6,25 X20
7591519009132;BISOPROLOL +MK1,25 X30TA
7591519009149;BISOPROLOL +MK2,5 X30TA
7597758000114;BISOPROLOL AL2,5MG. X30TA
7597758000121;BISOPROLOL AL5MG. X30TA
8906082150997;BISOPROLOL FM10MG. X30TA
7591585377173;BISOPROLOL GN2,5MG.X20CO
7591585377166;BISOPROLOL GN5MG. X20CO
720524031143;BISOPROLOL LAT2,5 X30TA
720524031150;BISOPROLOL LAT5 X30TA
7597758000091;BISOPROLOLH AL2,5-6,25X15
7597758000107;BISOPROLOLH AL5-6,25X15
7590027000730;BISOPROLOLH SP5/6,25 X20
7599112000334;BITRILVA 50MG. X30TA
8470006845608;BLISSEL 50MCG.GEL VAG.10G
7591243805420;BLOCAX PLUS 16/12,5 X30TA
7592025101037;BLOCKSOL PS T.CLARO 60GR.
7592025101068;BLOCKSOL PS T.MEDIO 60GR.
7592025101044;BLOCKSOL PS T.OSCURO 60GR
7591585260055;BLOKIUM 100MG. X30CO
7591519000405;BLOKXA 10MG. X14TA
616513702685;BLOQUE PULIDOR UÑA4L CALA
813333013520;BOLSA COMBINACION KX
7592827000767;BOLSA P.HIELO KERFUL GDE.
7597467000535;BOLSA REC. ORINA PM 2L.
813333013926;BOLSA RECOL.ORINA S/C 2L KX
7703332003079;BONAC GEL 4% 30GR.
7591821903326;BONAMES 150MG. X1TA
7597773000915;BORIFEM 2% CR.TOP. 25GR.
7597773000489;BORIFEM 600MG. X30CA.VAG.
7591808525114;BOROCANFOR ANTI-ROCE 14G.
813333012707;BOTA ORTO.INMOB. GDE.KX
813333012691;BOTA ORTO.INMOB. MED.KX
813333012684;BOTA ORTO.INMOB. PEQ.KX
7591096000119;BOTELL MASK M.U NIÑOS/AD.
7591243807127;BRAL 500MG. X100TA
7591243807202;BRAL 500MG. X20TA
7591821210882;BRASARTAN CTD160/12.5 X30
7591821210615;BRASARTAN CTD80/12.5 X10
7591821210592;BRASARTAN CTDN80/12.5 X30
7591821902701;BREINOX 800MG. X30TA
7591818213407;BREXIN 180 JBE.PED.120ML.
7591818716755;BREXIN FORTE 650MG. X10TA
7750778001022;BRINZOLAN-T 1%-0,05% 5ML.
7509546680637;BRISOL LV LIQ.M.ACCION825
723592772673;BRIUT ADH.TEL 2,5X4,5 X12
723592772703;BRIUT ADH.TEL 5X9,1 X6
723592772994;BRIUT ESP.LAPARO45X45 X5
723592773106;BRIUT GASA QUEMA.ROLLO6PL
796029455241;BRIUTCARE AD C/BLA X12UND
796029455210;BRIUTCARE AD C/PIEL X12UN
796029455289;BRIUTCARE AD TRANS X12UND
742033994689;BRIUTCARE APOS. CLAS X20
742033994726;BRIUTCARE APOS. FLEX X20
742033994719;BRIUTCARE APOS. KIDS X20
742033994702;BRIUTCARE APOS. MIXTOS20
742033994696;BRIUTCARE APOS.CIRCU X100
742033994733;BRIUTCARE APOS.TRANSP.X20
7795368001754;BRIXIA 0,05% SOL.OFT.6ML.
7591651896805;BRODILIN JBE. PED. 120ML.
7591243807370;BROFLEMA 8MG. JBE. 120ML.
7592601301585;BROLAT 5-30 SO.ORAL 60ML.
7592601301578;BROLAT 5MG/30MG. X10TA
7594000490204;BROMAZEPAM KL6MG. X30CO
7594000850077;BROMECOR 4MG/5ML JBE120ML
7594000850985;BROMEXINA BQ4MG. 120ML.
7594000851562;BROMEXINA BQ8MG. 120ML.
7591818132029;BROMEXINA CO 4MG.JBE100ML
7592348204002;BROMEXINA LN 8MG.JBE120ML
7598484000034;BROMEXINA QF4MG.JBE.120ML
7598484000041;BROMEXINA QF8MG.JBE.120ML
7592454891448;BROMHEXINA LS4MG.120ML.
7592215000171;BROMHEXINA PIF4MG. 120ML.
7592215000386;BROMHEXINA PIF8MG. 120ML.
7598650000189;BROMU+FENO JL0,25/0,5 10
7598252101536;BROMURO IPRAT DIS20 200D
7709990706628;BROMURO ROC. VITA10 X10A
8908010870274;BROMURO TIOTRO KMP9 200D.
7598084000892;BRONCEADOR CRE SPF4 200GR
781100195734;BROPAX 6MG. X30CO
7592454889513;BROXOL ALERG S.ORAL 100ML
7592454000437;BROXOL FLEM AD. 120CC.
7592454000444;BROXOL FLEM PED. 120CC.
7592454889629;BROXOL GRIP GOTAS PED.30
7592454000734;BROXOL GRIP PED.JBE120ML.
7592454536370;BROXOL JBE. PED. 120 CC.
7592454536271;BROXOL JBE.AD. 120ML.
7592090000518;BRUCEN 1%CR.NUT. AH80GR.
7592090001607;BRUCEN CR.CORP.EMO250
7592090000020;BRUCEN CR.DERMO 100GR.
7592090000075;BRUCEN CR.DERMO RESTA30
7592090000341;BRUCEN CR.MANO COLAG.50GR
7592090000358;BRUCEN CR.MANO VIT E 50GR
7592090000037;BRUCEN CREMA Q10 80GR.
7592090000372;BRUCEN GEL CR.ACNE 20G.
7592090000389;BRUCEN GEL HID. PG 120G.
7592090000402;BRUCEN GEL HYD MATT 120ML
7592090000334;BRUCEN LO.CR.CORP.250ML.
7592090000167;BRUCEN LO.CR.CORP.400ML.
7592090000419;BRUCEN LOC.HYDRO B5 250ML
7592090000433;BRUCEN LOC.HYDRO B5 400ML
7592090000143;BRUCEN PA.SO.CR.FAC.CUE50
7592090000150;BRUCEN PA.SOL CR.CORP.100
7592090000426;BRUCEN PRO.SOL AH30+ 50G
7592090001577;BRUCEN SYN GEL LI.CAP400
7592090000396;BRUCEN SYN LO.LIM.FAC.120
7592090000464;BRUCETIN CR.NUT.PANTE80
7592090001362;BRUCETIN KIDS CR DERM.50G
7592090001348;BRUCETIN KIDS PAN.SOL.80G
7592090000495;BRUCETIN KIDS UNG.REPA80
7591062901105;BRUDOL 200MG/65MG. X20CO
7591062901082;BRUDOL 400MG/65MG. X20CO
7591062902379;BRUGESIC 200MG. X10CO
7591062902546;BRUGESIC 400MG. X10CO
7591062902539;BRUGESIC 600MG. X10CO
7591062000150;BRUGESIC FORTE800MG.X10CO
7591062013082;BRUGESICFORTE 200SUSP.60
7591062010616;BRUGESINA 300-10 X10CO
7592454891363;BUCOXOLGAR FRU.RO X10TM
7592454891370;BUCOXOLGAR MENTA X10TM
7592454891332;BUCOXOLGAR STO FRU.RO120
7592454891349;BUCOXOLGAR STO MTA120
7591196002112;BUDECORT 200MCG.INH.100D.
7591196000668;BUDECORT SOL.P INHAL15ML.
7591196000644;BUDENAS NASAL 200 DOSIS
7591196006134;BUDENAS SUSP.NASAL 15ML.
7460840419159;BUDEPLUS 200/6 PPI X60CA
795853122237;BUDESONIDA BIU200 SPI200D
7598252101529;BUDESONIDA DIS200 200D
730170649210;BUDESONIDA KMP200MCG.200D
7591096000898;BUDESONIDA MF 50MCG.200D
7591096000126;BUDESONIDA NASAL 200 D.
7591955001004;BUMELEX 0,5MG/2ML. X3A
7591955000991;BUMELEX 1MG. X16CO
7591619001050;BUMELEX 1MG. X30CO
7703763861002;BUMETIN RETARD300MG.X20TA
7800061065306;BUPIVACAINA CL.BIO50 100A
7800061001601;BUPIVACAINA HI.BIO15 100A
756029628304;BUSCALATT 10MG. X10TA
756029628311;BUSCALATT FEM 200-10 10TA
8908010763101;BUSCOSYN 10MG. X20TA
7750215025475;BUSDOL 10MG/500MG. X100TA
7592601000372;BUTAL 16MG. X10TA
7592601000389;BUTAL 16MG. X20TA
8904306502157;BUTIDE 10MG. 10B.X10TA
7594001101451;BUTILAMINA COMP. X20TA
7598252101406;BUTILBRO H. DIS10 X100TA
7598127001053;BUTILBRO HIOS BM10MG.X10
7591096000027;BUTOSOL 100-50 AER. 200D.
7598055000258;CAB-5 5MG. X30TA
7730979090568;CABERTRIX 0,5MG. X4CO
813333011519;CABESTRI AJU. S KX
813333011502;CABESTRI AJU.MALLA L KX
813333011489;CABESTRI AJU.MALLA S KX
7796285278663;CALADRYL LOCION 100ML
7591808000086;CALAMINOL FRESH GEL 90GR.
7591808525077;CALAMINOL PICALIV GEL16GR
7593089001103;CALCIO VERA 600MG X50CA
7591196003065;CALCITREX D 950/200 X30TA
669238000185;CALCIUM +D VAL600MG.X30TA
733739100047;CALCIUM CITRATE NOW 100TA
7593533000393;CALENDULA CR.40GR.VIHOM
7597134002190;CALMAG ABE X70CA
669238000178;CALMAGZINC +D VAL X30TA
646824202031;CALMAGZINC PLUS D NS 30TA
7592253000959;CALMAGZINC+D LONGE X60CA
7593089001097;CALMAZC VERA 500X30CA
7592601100751;CALMOX 15MG. X10TA
7592601100799;CALMOX 15MG. X20TA
7592601100744;CALMOX 7,5MG. X10TA
7591519001105;CALOXPIRINA 81MG. X100TA
7591519008487;CALOXPIRINA 81MG. X30TA
7591243807554;CALPAL D 1500/300 X30TA
7591243807585;CALPAL D NATAL X30TA
7591616002159;CALZINC D SUSP.PED 240ML.
7592601100232;CAMPAL 1% CR.TOPICA 20GR.
7592601303558;CAMPAL 1% CR.TOPICA 50GR.
7592601100249;CAMPAL 50MG. X20TA
8906112611429;CANDEPRA ADN16MG. X28CO
8906112611412;CANDEPRA ADN8MG. X28CO
7591020080620;CANDER HCT 16/12,5 X30TA
7591020080637;CANDER HCT 8/12,5 X30TAB
7591519000962;CANDESARTAN +MK16MG.X30TA
7591519001006;CANDESARTAN +MK8MG.X30TA
5368105;CANDESARTAN BP16MG.X56CO
7592454003360;CANDESARTAN LS8MG. X10TA
7590027002864;CANDESARTAN SP16MG. X30CO
7590027002857;CANDESARTAN SP8MG. X30CO
7593090002823;CANDETIP 8MG. X30CO
7406076100034;CANDISTAT 1% CREMA 20GR.
7591585111661;CANFIR 750MG.L.P X30CO.
7591585112620;CANFIR LP 500MG. X30CO
7591651001339;CANISON-BN CR.TOP. 15GR.
7597467000511;CANULA NASAL AD. PM
7596466000010;CANULA NASAL AD.PRIMASAL
7596466000027;CANULA NASAL PED.PRIMASAL
724373531090;CAPLAM 0,5MG. X30CO
781100195765;CAPLAM 1MG. X30CO
724373531083;CAPLAM 2MG. X30CO
7401156603634;CAPLENAL 25MG. X10CA
7591519051285;CAPTOPRIL +MK25MG. X30TA
7591519000290;CAPTOPRIL +MK50MG. X10TA
7591519051292;CAPTOPRIL +MK50MG. X30TA
7598127001510;CAPTOPRIL BM25MG. X30TA
7592616576145;CAPTOPRIL DP 25MG. X20TA
7598008001448;CAPTOPRIL LAND25 X100TA
7703763100194;CAPTOPRIL LS25 X20TA
7750215000632;CAPTOPRIL PORTU25 X100TA
8903489000153;CAPTOZ 50MG. X30TA
7468999187295;CARBALINE 12,5MG. X30CO
7468999187301;CARBALINE 25MG. X30CO
7597758000503;CARBAMAZEPINA AL200 X30TA
7598578000063;CARBAMAZEPINA DAC200 X20
8906005117649;CARBAMAZEPINA FM200 X20TA
7591020003179;CARBAMAZEPINA GENCER 200X20
7591585278265;CARBAMAZEPINA GN 200X30CO
756029628274;CARBAMAZEPINA LAT200 14TA
7591243807813;CARBATIL 12,5MG. X30TA
7591243807820;CARBATIL 6,25MG. X30TA
7591285000470;CARBO MODULO CALORICO 450GR
8903726243626;CARBONATO LIT.BIU300 X100
7598869002240;CARBONATO LIT.NIO300 30TA
7591243807868;CARBONATO LITIO PA300 X20
7591285000463;CARBOPROTEIN CHOCO 350GR.
7591285000135;CARBOPROTEIN FRESA 350GR
7592946000341;CARDIMAR X90CA
7591285000869;CARDIOLIFE PVO.VAIN.300GR
7591651930967;CARDIPIRINA 80MG. X30CA
7592710004285;CARDO L-CAD PERRO WA60CA
7592710003769;CARDO LECHOZO HP370 X30CA
7592710000416;CARDO LECHOZO HP370 X60CA
7702031501442;CAREFREE P.DIAROS C.PX100
7702031500605;CAREFREE P.DIAROS C.PX15
7702031500315;CAREFREE P.DIAROS C.PX25.
7702031504474;CAREFREE P.DIAROS C.PX60
7790010616751;CAREFREE P.T.DIAS S.PX100
7702031501398;CAREFREE P.T.DIAS S.PX15
7702031504009;CAREFREE P.T.DIAS S.PX25.
7702031969341;CAREFREE P.T.DIAS S.PX60
7591585111050;CARIBAN 10MG-10MG X30CO
7591585110114;CARICEL 2MG-30MCG. X21CO
7730564139023;CARMIN 28 0,075MG X28CO
7591585112323;CARNISIN 1G.S.ORAL S/A180
7592710000959;CARTILAGO TIB+U.GATO HP60
7592637007741;CARVEDIL 12,5MG. X30TA
7591519007053;CARVEDILOL +MK 12,5 X14TA
7591519007640;CARVEDILOL +MK 25 X14TA
7591519007633;CARVEDILOL +MK 6,25 X14TA
7591519001198;CARVEDILOL +MK12,5 X28TA
7591519001204;CARVEDILOL +MK25 X28TA
7591519001174;CARVEDILOL +MK6,25 X28TA
7597758000466;CARVEDILOL AL6,25MG.X30TA
7598176000267;CARVEDILOL ANG12,5 X30TA
7598127001626;CARVEDILOL BM6,25 X30TA
7598252101666;CARVEDILOL DIS12,5 X30TA
7592616576657;CARVEDILOL DP 25MG. X20TA
7592616576619;CARVEDILOL DP 6,25 X20TA
7592616576626;CARVEDILOL DP12,5 X20TA
8908020242252;CARVEDILOL FM12,5MG.X10TA
7591585475640;CARVEDILOL GN12,5MG.X15CO
7591585375636;CARVEDILOL GN6,25 X30CO
7591585475633;CARVEDILOL GN6,25MG.X15CO
8470008037186;CARVEDILOL KP6,25MG. X28
7598008000267;CARVEDILOL LAND12.5X100TA
7598008000250;CARVEDILOL LAND6.25X100TA
7703763712724;CARVEDILOL LS6,25 X30TA
8906046792294;CARVEDILOL OB25MG. X14TA
7590027002376;CARVEDILOL SP 12,5 X10CO
7590027002208;CARVEDILOL SP 6,25 X20CO
7593090002519;CARVETOP 12,5MG. X30CO
7593090002502;CARVETOP 6,25MG X30CO
7592432009728;CARVIX CAPS.BLANDAS X30
7592946006008;CASCARA S. AI300MG. X60CA
7592710003790;CASCARA S. HP430MG. X30CA
7592710000447;CASCARA S. HP430MG. X60CA
733739100245;CASCARA S. NOW CAPS. X 100
646824229069;CASCARA S. NS450MG. X60CA
7592430000178;CASCARA SAGRADA NP X60CA
7592946007104;CASTAÑO DE INDIAS AI 60CA
7592710000454;CASTAÑO DE INDIAS HP 60CA
7597134002121;CASTAÑO INDIAS ABE X70CA
7597467000290;CATETER I.V 18GA PM X50
7597467000306;CATETER I.V 20GA PM X50
7597467000320;CATETER I.V 24GA PM X50
10813333011202;CATETER KX 20G. X50
732064572987;CATETER NEL. BRI.FR10 X50
732064573014;CATETER NEL. BRI.FR18 X50
732064573045;CATETER NEL. BRI.FR20 X50
7702418004399;CEBION 1GR. NRJA. X10TE
7702418004986;CEBION FRESA GOTAS 30ML.
7593090002137;CEDROX 500MG. X10CA
7591519003208;CEFADROXILO +MK250 PPSO60
7591519001273;CEFADROXILO +MK500 X12CA
7597758000244;CEFADROXILO AL250 PPSO60
7598176000380;CEFADROXILO ANG500 X10CA
675696259997;CEFADROXILO BUKA500 X10CA
7598578000711;CEFADROXILO DAC250 PPSO60
7598578000070;CEFADROXILO DAC500 X10TA
7598252000488;CEFADROXILO DIS250 PPS100
8906082150645;CEFADROXILO FM500 X10TA
7591585270207;CEFADROXILO GN250 PPS75ML
7591585470225;CEFADROXILO GN500 X10CA
7703763784738;CEFADROXILO LS250 PPS60ML
7703763226054;CEFADROXILO LS500 X12CA
7707236120900;CEFALOTINA VITA1G. X10A
7707236121044;CEFAZOLINA VITA1G. X10A
7707236123307;CEFEPIMA VITA1GR. X10A
6921875010793;CEFEPIME KMP1GR. X1VIAL
7598295000087;CEFEPIME RONA1GR. X1VIAL
7592803004086;CEFIPLUS 15%/4%C.VAG.40G.
7591519000894;CEFIXIMA +MK400MG. X5TA
7598252101017;CEFIXIMA 100MG SUSP.60ML
6930169708087;CEFIXIMA BM100MG.PPSO60ML
7598578000704;CEFIXIMA DAC100 PPSO60
7598578000445;CEFIXIMA DAC400MG. X10TA
8906082151031;CEFIXIMA FM400MG. X10TA
7591585172228;CEFIXIMA GN400MG. X5CA
7591062112242;CEFONAX 500MG. X16CA
7703281021353;CEFOTAS 250MG. PPSO 100ML
7703281021346;CEFOTAS 500MG. X20CA
7598127001954;CEFOTAXIMA BM1G.PPSI X50
7598252101086;CEFOTAXIMA DIS1GR. X10A
7707236121341;CEFOTAXIMA VITA1G. X10A
7598295000094;CEFTAZIDIMA RONA1GR.1VIAL
7707236121969;CEFTAZIDIMA VITA1G. X10A
7599112000167;CEFTITAN 400MG. X10CA
17598252101564;CEFTRIAXONA DIS1G. X10A
7598295000032;CEFTRIAXONA RONA1GR. X1A
7598295000148;CEFUROXIMA RONA1,5G. X1A
8904324102810;CEFUROXIMA ZZ250 PPSO60ML
7591818111123;CELAY 10MG. GOTAS 15ML.
7591818116104;CELAY 10MG. X10TA
7591818215050;CELAY SOL.ORAL. 100ML.
7593090001567;CELISTIA 100MG. PPSO 60ML
7593090001321;CELISTIA 400MG. X5TA
7592710003820;CENTELLA A. HP450 X30CA
7592710000461;CENTELLA A. HP450 X60CA
646824203069;CENTELLA A. NS500 X60CA
7592430000031;CENTELLA+ALCACHOFA NP X60
7592946168324;CENTELLA-ALCACHOFA AI X90
7597134000691;CENTELLALAB ABE X70CA
