barcode;product_info
7591165810083;CIPROXINA 400 MG / 200 ML SOLUCION PARA INFUSION 200 ML
6971077611465;CIRCUITO CORRUGADO DE ANESTESIA ADULTO CON FILTRO Y BOLSA X 1 UND VALEMEDIC
3170477990001;CIRCUITO DE RESPIRACION ANESTESIA 2 MTS CON BOLSA Y FILTRO X 1 UND MEDAID
7592430000086;CIRNAPREM  X 60 CAP NATURAL PREMIUM
7598055000289;CITALAM 5 MG X 30 TABLETAS
8906036368584;CITICOLINA 500 MG X 10 CAPSULAS ZUZU
7591519000559;CITICOLINA 500 MG X 10 TABLETAS CALOX
7591519316162;CITICOLINA 500 MG X 30 TABLETAS CALOX
7598252101819;CITICOLINA 500 MG X 30 TABLETAS DISTRILAB
7597189000097;CITRATO DE CALCIO CON VITAMINA D3 X 30 TABLETAS PHARMATECH
733739012944;CITRATO DE MAGNESIO X 120 CAPSULAS NOW
7592368003272;CITRATO DE POTASIO 10.8 % (FRAMBRUESA) 950 ML X 1 UND  LAB F.S.I
25526479;CITRATO DE POTASIO 10.8% 1 LT FARMAGENIK
112345202237;CITRATO DE POTASIO 10.8% 500 ML FARMAGENIK
7599028000114;CITRATO DE POTASIO 500 ML LYA
7591616002937;CITRATO DE POTASIO AL 10% 500 ML BIOFARCO
7594001450894;CITRATO DE POTASIO JARABE 10% SABOR FRAMBUESA 120 ML RECETTE MARK
7594001450900;CITRATO DE POTASIO SABOR FRAMBUESA 1 LT RECETTE MARK
787790463351;CLA 1000 MG X 60 CAPSULAS ETERNAL
4819796141363;CLAMP UMBILICAL X 100 UND  JHC MEDICA
7596466002472;CLAMP UMBILICAL X 100 UND PRIMA SALUD
17593567000663;CLAMP UMBILICAL X 100 UNIDADES DEXX
7598176001066;CLANCIN 250MG/5ML JARABE  SABOR NARANJA 120ML ANGELUS
8906044710948;CLARITROMICINA 250MG/5ML POLVO PARA SUSPENSION DROTAFARMA
7707236122881;CLARITROMICINA 500 MG SOLUCION INYECTABLE I.V X1 AMPOLLA VITALIS
7598429000310;CLARITROMICINA 500 MG X 10 TABLETAS CAMBRIDGE
7703153019976;CLARITROMICINA 500 MG X 10 TABLETAS COLMED
7703763660131;CLARITROMICINA 500 MG X 10 TABLETAS LA SANTE
8904278589057;CLARITROMICINA 500 MG X 10 TABLETAS WEST-COAST
7703712032439;CLARITROMICINA SUSPENSION  250 MG / 5 ML 50 ML COASPHARMA
8906159250131;CLARITROMICINA SUSPENSION ORAL 250 MG / 5 ML X 60 ML ZUZU
7591196000101;CLARIX 0.025% SOLUCION NASAL PEDIATRICO 15 ML
7591196003171;CLARIX 0.05% SOLUCION NASAL ADULTO 15 ML
7591196000095;CLARIX 0.05% SOLUCION NASAL SPRAY 15 ML
8906150830004;CLASI BAC 5 ML X 10 AMPOLLAS SUSPENSION ORAL
8938540717015;CLAUSY 2 MILLARDOS / 5 ML X 10 VIAL LIVESPO
8906045946216;CLAVULAM  X 10 TABLETAS AMOXICILINA 875 mg  + ACIDO CLAVULANICO 125 mg VINCENTI
7750215020647;CLAVUTRIM CL12H 875MG/125MG X 14 TABLETAS REC PORTUGAL
7591955000120;CLENBUNAL 0.010 MG / 5 ML JARABE ADULTO 120 ML
7591955000090;CLENBUNAL 0.020 MG X 10 COMPRIMIDOS
7591955000106;CLENBUNAL 0.020 MG X 20 COMPRIMIDOS
7594000851357;CLENBUTEROL 0.005 MG / 5 ML SOLUCION ORAL 120 ML BIOQUIMICA
7594000851371;CLENBUTEROL 0.01 MG / 5 ML SOLUCION ORAL 120 ML BIOQUIMICA
7591955000175;CLENBUXOL 0.005 MG - 7.5 MG SOLUCION GOTAS PEDIATRICO 20 ML
7591955000151;CLENBUXOL JARABE ADULTO 120 ML
7401078900019;CLIMABEL 2.5 MG X 30 COMPRIMIDOS
7591821802735;CLIMASOY 100 MG X 30 TABLETAS
7703281001928;CLINAC GEL TOPICO 30 GR
8904187881303;CLINDAMICINA - KETOCONAZOL 100 MG - 400 MG X 5 OVULOS VAG (TIARES)
8902297024092;CLINDAMICINA 100 MG X 7 OVULOS VAGINALES DROTAFARMA
730170649241;CLINDAMICINA 300 MG X 10 CAPSULAS KMPLUS
6925881203590;CLINDAMICINA 300 MG X 10 TABLETAS DROTAFARMA
7591585273017;CLINDAMICINA 300 MG X 16 CAPSULAS GENVEN
7502216793132;CLINDAMICINA 300 MG X 16 CAPSULAS ULTRA
7590027002734;CLINDAMICINA 300 MG X 16 TABLETAS SPEFAR
7591585171030;CLINDAMICINA 600 MG / 4 ML SOLUCION INYECTABLE I.M - I.V X 1 UNIDAD GENVEN
6937861391395;CLINDAMICINA 600 MG / 4 ML SOLUCION INYECTABLE I.M / I.V X 5 AMPOLLA KMPLUS
7592637006706;CLINDOX-D SOLUCION I.V 600 MG / 50 ML X 1 AMP BEHRENS
8906081306876;CLINFAST 100 MG - 200 MG X 3 OVULOS
7401069004351;CLINFOL DUO 100 MG / 400 MG X 7 CAPSULAS ASOFARMA
7593718000033;CLINICAS CENTRO DE CAMA X 10 UNIDADES
7593718000088;CLINICAS PAAL ADULTO TALLA G X 6 UNIDADES
7593718000095;CLINICAS PAAL ADULTO TALLA M X 6 UNIDADES
7596937000228;CLINICAS PROTECTORES PARA SILLA DE RUEDAS X 10 UNIDADES
7591928000058;CLINICAS TOALLAS POSTPARTO X 15 UNIDADES
7467922680940;CLIOFAR K X 5 OVULOS VAG
7597830005426;CLIPS DE TITANIO P / LIGADURAS LARGO LT 400 X 1 UNIDAD ARIZI
7597830004825;CLIPS DE TITANIO P / LIGADURAS MEDIANO - GRANDE  TCLT 300 X 1 UNIDAD ARIZI
745687143311;CLOBEDET CREMA TOPICA 15G A.MEDICAL
791466994490;CLOBETASOL 0,05 % UNGUENTO 20 GR X 1 UNIDAD SGG
8904178930348;CLOBETASOL 0.05% CREMA 25 GR ARTE MEDICO
7591519007220;CLOBETASOL PROPIONATO 0.05% CREMA 20 GR CALOX
7708867432844;CLOBETASOL PROPIONATO 0.05% CREMA 30G FELIRNI
7703038668015;CLOBETASOL PROPIONATO 0.05% CREMA 40 GR LAPROFF
7708867432233;CLOBETASOL PROPIONATO 0.05% LOCION CAPILAR 25ML FELIRNI
18904030979406;CLOBIT 0,05% CREMA 15 GR
7592616584102;CLOCIM 1% CREMA 20 GR
7594001100560;CLODOXIN 10 MG / ML SOLUCION GOTAS PEDIATRICO 30 ML PLUSANDEX
7594001101970;CLODOXIN 10 MG X 10 TABLETAS PLUSANDEX
7598431000070;CLOE 2 MG - 0.03 MG X 21 TABLETAS
7592803003997;CLOFEN 1.8 MG / ML SUSPENSION ORAL PEDIATRICO 120 ML
7592803000200;CLOFEN 15 MG / ML SOLUCION GOTAS 15 ML DOLLDER
7592803004055;CLOFEN 50 MG X 30 TAB DOLLDER
8906046791518;CLOMBOLIC 50 MG X 10 TABLETAS COOPER
8906005118226;CLOMIFENO 50 MG X 30 TABLETAS EVERMED
7598578000612;CLONEDAC BABY CREMA 90 GR DAC55
7591020003148;CLONIDINA 0.150 MG / ML SOLUCION INYECTABLE I.M - I.V X 2 AMPOLLAS 1 ML GENCER
7591619000299;CLONIPRES 0.150 MG / ML SOLUCION INYECTABLE I.M / I.V X 3 AMPOLLAS 1 ML
7800061095105;CLONIXINATO DE LISINA 100 MG / 2 ML SOLUCION INYECTABLE I.M / I.V X 1 AMPOLLA BIOSANO
7591020080750;CLONZEP 0.5 MG X 30 TABLETAS
7591020080767;CLONZEP 2 MG X 30 TABLETAS
7598484000829;CLOP 5 MG / ML JARABE 120 ML
8906130230176;CLOPIDOGREL 75 MG X 10 TABLETAS BRIX MEDIC
8906130230176;CLOPIDOGREL 75 MG X 10 TABLETAS BRIX MEDIC
7592616576886;CLOPIDOGREL 75 MG X 10 TABLETAS KIMICEG
8906069872454;CLOPIDOGREL 75 MG X 10 TABLETAS KMPLUS
8906109692288;CLOPIDOGREL 75 MG X 14 COMPRIMIDOS ADN MEDICAL
7590027002024;CLOPIDOGREL 75 MG X 14 COMPRIMIDOS SPEFAR
7703153026332;CLOPIDOGREL 75 MG X 14 TABLETAS COLMED
8906045361088;CLOPIDOGREL 75 MG X 30 TABLETAS ZUZU
7591020008037;CLOPIVAL 75 MG X 30 TABLETAS
7591818116043;CLORACE 500 MG - 4 MG X 10 TABLETAS
7591818215265;CLORACE 500 MG / 4 MG X 20 TABLETAS
7591818716724;CLORACE 80 MG - 0.5 MG / ML SOLUCION GOTAS PEDIATRICO 30 ML
7591818716700;CLORACE SIN AZUCAR 125 MG / 0.5 ML JARABE PEDIATRICO 120ML
7598055000968;CLOREL 75 MG X 30 TABLETAS ACI
8902297023965;CLORFENIRAMINA 4 MG X 10 TABLETAS DROTAFARMA
7597533000377;CLORFENIRAMINA 4MG X 10 TABLETAS ZAKI
7598252000785;CLORFENIRAMINA MALEATO INYECTABLE 10 MG / ML I.V - I.M X 3 AMP DISTRILAB
7800061105101;CLORFENIRAMINA SOLUCION INYECTABLE I.V / I.M 10 MG/ 1 ML X 1 AMPOLLA BIOSANO
7591243834222;CLORHIDRATO DE MORFINA 10MG/ML X1AMP BIOTECH
7592785007501;CLORHIDRATO DE PROCAINA 1% SOLUCION INYECTABLE I.M X 10 AMP BIOTECNOQUIMICA
7592785007518;CLORHIDRATO DE PROCAINA 2% SOLUCION INYECTABLE I.M X 5 AMP BIOTECNOQUIMICA
7595152002932;CLORHIDRATO DE VERAPAMILO 80 MG X 10 TABLETAS REMENY
7898060131146;CLORIDRATO DE BROMEXINA 4MG/5ML 120ML JBE PED (GLOBO)
8906159251879;CLORPROMAZINA 25 MG X 30 TABLETAS ZUZU
08904255500181;CLORTALIDONA 12.50 MG X 30 TABLETAS ZUZU
7592946168553;CLORURO DE MAGNESIO 240 ML  ARCOIRIS
7599381000066;CLORURO DE MAGNESIO 33 GR FARMAX
7592710002854;CLORURO DE MAGNESIO HEXAHIDRATADO SOLUCION ORAL 240 ML HERBAPLANT
7592637000339;CLORURO DE POTASIO 7.5 % SOLUCION INYECTABLE 100 ML X 1 UNIDAD BEHRENS
7592637000308;CLORURO DE SODIO 20 % SOLUCION INYECTABLE 100 ML X 1 UNIDAD BEHRENS
7468999188063;CLORURO DE SODIO AL 0.9% CON DEXTROSA 5% SOLUCION MIXTA 500 ML ALFA
7592637001312;CLORURO DE SODIO PART - FILL 0.9 % SOLUCION I.V 100 ML BEHRENS
112255006185;CLOTRIGEN CREMA 30 GR FARMAGENIK
7592454003704;CLOTRIMAZOL - NEOMICINA - DEXAMETASONA - 20 GR CREMA LA SANTE
736372692160;CLOTRIMAZOL - NEOMICINA - DEXAMETASONA 1.0% - 0.5% - 0.044% CREMA 20 GR H&M
7592616584140;CLOTRIMAZOL - NEOMICINA - DEXAMETASONA 1.0% - 0.50% - 0.04% CREMA KIMICEG 20 GR
736372692153;CLOTRIMAZOL 1 % CREMA TOPICA 20 GR H&M
7591519000887;CLOTRIMAZOL 1 % CREMA TOPICA 20 GR X 1 UNIDAD CALOX
7591585277459;CLOTRIMAZOL 1 % CREMA TOPICA 20 GR X 1 UNIDAD GENVEN
7591573000702;CLOTRIMAZOL 1 % X 40G CREMA VAGINAL CALOX
7598677000018;CLOTRIMAZOL 1% + DEXAMETASONA 0.04% 10GR CLEO
7770108122203;CLOTRIMAZOL 1% - 30 GR CREMA VAGINAL ARTE MEDICO
8904250520757;CLOTRIMAZOL 1% - 50 GR CREMA VAGINAL TIARES
8906001552031;CLOTRIMAZOL 1% CREMA 20 G DROTAFARMA
7592616110011;CLOTRIMAZOL 1% CREMA 20 GR KIMICEG
7750215136249;CLOTRIMAZOL 1% CREMA 20G PORTUGAL
7592616110028;CLOTRIMAZOL 1% CREMA 50 GR KIMICEG
8906036365798;CLOTRIMAZOL 1% CREMA TOPICA 30 GR ZUZU
8906036368843;CLOTRIMAZOL 1% SOLUCION GOTAS 5 ML ZUZU
7592616584157;CLOTRIMAZOL 10% - 7 GR  1 DIA TRATAMIENTO  (KIMICEG)
8908020229017;CLOTRIMAZOL 10% CREMA VAGINAL 5 GR NAU PHARMA
8902297024108;CLOTRIMAZOL 100 MG X 7 OVULOS VAGINALES DROTAFARMA
8904250520764;CLOTRIMAZOL 2 % CREMA VAGINAL 30 GR TIARES
8906159251572;CLOTRIMAZOL 2% CREMA TOPICA 15 GR ZUZU
8906001557104;CLOTRIMAZOL 2% CREMA VAGINAL 20GR DROTAFARMA
7592432000459;CLOTRIMAZOL 200 MG X 3 CAPSULAS BLANDAS COLMED
7597758000664;CLOTRIMAZOL 500 MG X 1 OVULO VAGINA ALESS
8904187830677;CLOTRIMAZOL 500 MG X 1 TABLETA VAGINAL + APLICADOR TIARES
8904187806030;CLOTRIMAZOL CREMA 1% 15 GR (BIOMEDIC)
7597758000657;CLOTRIMAZOL OVULOS VAG 200 MG X 3 UNIDADES ALESS
7599452000025;CLOTRIMAZOL+ GENTAMICINA+ BETAMETASONA 10MG+1.0MG+0.5MG CREMA 30G ATM
7598677000483;CLOUSAN 100 MG / ML SOLUCION ORAL 300 ML
8904097387148;CO-AMOXICLAV 875 MG / 125 MG ACIDO CLAVULANICO - AMOXICILINA X 14 TABLETAS ADN MEDICAL
7591020001076;CO-SULTRIN 80 MG - 400 MG X 20 TABLETAS
3582910027775;COAPROVEL 150 MG / 12.5 MG  X 14 TABLETAS
7592637000520;COBALEX 1.000 MCG / ML X 3 AMPOLLAS 1 ML
7592637000513;COBALEX 1.000 MCG / ML X1 AMPOLLA 1 ML
7591016171080;COCOSETTE MAXI GALLETA X 18 UNIDADES 50 GR
7592782001755;CODEBROMIL PLUS JARABE 90 ML VINCENTI
7591818716786;COFADOR -T SOLUCION OFTALMICA 5 ML
7591818716779;COFADOR 2% SOL OFT 5 ML
7591818000120;COFADORYN 50 MG X 10 TABLETAS
7591818716878;COFASTANE (POLIETILENGLICOL 0.4% - PROPILENGLICOL 0.3%) SOL OFT 15ML
7591818000090;COFASURE 80 MG X 30 TABLETAS
8906104081179;COGNITAN 500 MG X 30 TABLETAS
7592512003820;COHER CC CREAM CREMA FACIAL MATE TONO BASE 50ML
7592512003837;COHER CC CREAM CREMA FACIAL MATE TONO CLARO 50ML
7592512003844;COHER CC CREAM CREMA FACIAL MATE TONO MEDIO 50ML
7592512003868;COHER CREMA FLUIDA HUMECTANTE CORPORAL  CON PROTECCION SOLAR 240ML
7592512003882;COHER LOCION CREMOSA PIEL SENSIBLE EXTRA HUMECTANTE Y NUTRITIVA 240ML
7592512003875;COHER LOCION CREMOSA REPARACION INTENSIVA HUMECTANTE 240ML
7592512003899;COHER MEN 3 EN 1 LOCION CREMOSA HIDRATANTE PARA HOMBRES 240ML
7592946005889;COLA DE CABALLO 300 MG X 90 CAPSULAS ARCO IRIS
7592710000492;COLA DE CABALLO 500 MG X 60 CAPSULAS HERBAPLANT
685239846836;COLAGENO - MAGNESIO X 60 CAPSULAS NATURISTIK
714439705541;COLAGENO - VIT C X 30 CAPSULAS VAL
7592946169697;COLAGENO CON VITAMINA C 400 MG X 60 CAPSULAS ARCO IRIS
7599028000794;COLAGENO HIDROLIZADO 400 MG X 30 CAPSULAS LYA
7592430000543;COLAGENO HIDROLIZADO 500 MG X 60 CAPSULAS NATURAL PREMIUM
7592430000772;COLAGENO HIDROLIZADO CON VITAMINA C X 60 CAPSULAS NATURAL PREMIUM
8436567240757;COLAGENO HIDROLIZADO INSTANT X 30 SOBRES ZAFIRE NUTRYTION
8436567240887;COLAGENO HIDROLIZADO OPTIMUN MAGNESIO CON CURCUMA SILICIO + HA ENVACE 330 G ZAFIRE LABS
7597189000042;COLAGENO HIDROLIZADO X 30 TABLETAS PHARMATECH
7592710005299;COLAGENOL LIFE X 60 CAPSULAS WALIFE
8699525093523;COLASTIN-L 20MG X 30 TABLETAS
8906005118233;COLCHICINA 500 MCG X 30 TABLETAS FARMAMED
7597830004986;COLCHON ANTIESCARAS CON COMPRESOR PRESSFLOW DOVANT
7592946000037;COLESAN 300 MG X 90 CAPSULAS ARCO IRIS
7591062010753;COLFENE 400 MG - 4 MG X 10 TABLETAS
7591062900900;COLFENE 600 MG - 4 MG X 15 TABLETAS
7891024078167;COLGATE CEPILLO DENTAL BAMBOO X 1 UNIDAD
7891024030806;COLGATE ENJUAGUE BUCAL PLAX KIDS MINIONS 250 ML
7591243810028;COLGESIC 400 MG - 4 MG X 15 COMPRIMIDOS BIOTECH
787790468554;COLLAGEN + VITAMINA C X 60 CAP ETERNAL
733739030863;COLLAGEN PEPTIDES POWDER SUPLEMENTO 8 OZ NOW
7596526000035;COLOCLEANSE X 60 CAPSULAS
7591061508176;COLONIA AMY PARA BEBES 220 ML
7592710000508;COLONPLANT 400 MG X 60 CAPSULAS HERBAPLANT
7896523210858;COLUJET 1 MG / G PASTA USO BUCAL 10 GR
7591020001052;COLVAL 4MG X 12 COMP
7591821210264;COLYPAN 200 MG X 10 TABLETAS
7598055000487;COMBAIR HFA INHALADOR 200 DOSIS
7591929323019;COMFORT-C SOLUCION LUBRICANTE 15 CM
8904091110162;COMPLEBREZ 100MCG-6MCG/ 150DOSIS SUSPEN INHALACION ORAL GLENMARK
7467217703514;COMPLEJO B JARABE 120 ML S&G
7591818000335;COMPLEJO B SOLUCION INYECTABLE I.M 3 ML COFASA
7703153013059;COMPLEJO B SOLUCION INYECTABLE I.M X 3 AMPOLLA 2 ML COLMED
8902297022326;COMPLEJO VITAMINICO B X 10 TABLETAS DROTAFARMA
7592107521;COMPLEMENTO ALIMENTICIO ENTEROLAC 15 ML
8470000811111;COMPLEMENTO ALIMENTICIO SPERMOTREND X 90 CAPS
7894164006472;COMPLEXO B IMUNO ADULTO X 50 COMPRIMIDOS AIRELA
606110873017;COMPRESA DE LAPARATOMIA ESTERIL  18 X 18 X 1 PAQ COMPOMEDICA
7592285000644;COMPRESA DE LAPARATOMIA ESTERIL 18 X 18 DOBLE EMPAQUE X 1 PAQ GAESCA
7595747000251;COMPRESA DE LAPARATOMIA ESTERIL 18 X18 DOBLE EMPAQUE X 1 PAQ PROCARE
7592827001962;COMPRESA GEL TERAPIA EN CALIENTE ROJA X 1 UND KERFUL
7597830003064;COMPRESA PARA LAPARATOMIA ESTERIL 18 X 18 PAQUETE X 5 UNIDADES GROSSMED
652931975140;CONECTOR DE OXIGENO TIPO ARBOLITO X 1 UNIDAD  IM-SUMEDICAL
7861152102607;CONEXINE 50 MG X 30 COMPRIMIDOS TECNOFARMA
8901138500603;CONFIDO X 60 TABLETAS HIMALAYA
7898108640609;CONFIRA TEST DE EMBARAZO X 1 UNIDAD
7595452002434;CONJUNTO MONO PARA CIRUJANO TALLA L X 1 UND ULTRA CARE
7591248189303;CONTROLE CENTRO DE CAMA DESECHABLE X 10 UNIDADES
8900009384458;CONVIHALER INHALADOR CAPSULAS BLANDAS
7707772810686;COOL FRESH POLEN CAJA X 12 SOBRES X 4 PASTILLAS MASTICABLES
7598800000090;COR-INA 81MG X 30 TAB
COLB-0501;CORAMODELL BABY COLONIA PARA BEBE 175 ML
7591404003771;CORAMODIO 2 EN 1 CHAMPU Y BAO LIQUIDO PARA BEBE 175 ML
7591404000961;CORAMODIO BABY CREMA ANTIPAALITIS 84 GR
7591404002064;CORAMODIO LOCION CORPORAL ACEITE DE ROSA MOSQUETA 200 GR
7591404002224;CORAMODIO LOCION RETARDADORA CON MANZANILLA 120 GR
7591404000756;CORAMODIO PROTECTOR SOLAR SPF 30 CON VITAMINA E 80 GR
7467922682364;CORANPROL 10 MG X 10 TABLETAS
7467922682739;CORANPROL 5 MG X 10 TABLETAS
7591818000298;CORATAB 81 X 30 TABLETAS COFASA
7591821210073;CORAZEM 120 MG X 10 CAPSULAS
7591821900257;CORAZEM 60 MG X 20 TABLETAS
7592601301691;CORBIS 10 MG X 30 COMPRIMIDOS
7592601301707;CORBIS 2,5 MG X 30 TABLETAS
5949056500544;COREFLUX 250 ULS X 50 CAPSULAS
5949056500100;COREFLUX 600 ULS / 2 ML SOLUCION INYECTABLE X 1 AMPOLLA
7591619000923;CORENTEL 1.25 MG X 10 TABLETAS
7591619520261;CORENTEL 1.25 MG X 30 COMPRIMIDOS
7591619520308;CORENTEL 10 MG X 30 COMPRIMIDOS
7591619000930;CORENTEL 2.5 MG X 10 TABLETAS
7591619520285;CORENTEL 5 MG X 10 COMPRIMIDOS
7591619000954;CORENTEL H 10 MG / 6.25 MG X 10 COMPRIMIDOS
7591619520322;CORENTEL H 10 MG / 6.25 MG X 30 COMPRIMIDOS
7591619000947;CORENTEL H 5 MG - 6.25 MG X 10 COMPRIMIDOS
7591619520346;COROPRES 16 MG X 30 COMPRIMIDOS
7591619000657;COROPRES 32 MG X 10 COMPRIMIDOS
7591619517896;COROPRES 8 MG X 10 COMPRIMIDOS
7591619520339;COROPRES 8 MG X 30 COMPRIMIDOS
7591619000886;COROPRES HCT 16 MG - 12.5 MG X 10 COMPRIMIDOS
7591619000534;COROPRES HCT 32 MG - 12.5 MG X 30 COMPRIMIDOS
7591619000879;COROPRES HCT 8 MG - 12.5 MG X 10 COMPRIMIDOS
7453038497589;CORTA UAS P/ BEBES 0M+ CON LIMA COLORES SURTIDOS GENIAL
7453038435307;CORTA UAS PARA BEBES 0M+ COLORES SURTIDOS PIE GENIAL
7453038438674;CORTAUAS PARA NIOS KID SAFE 0M+ GENIAL
8906130231838;CORTIBRIX 3 MG / 5 ML SOLUCION ORAL PEDIATRICO 60 ML BRIX MEDIC
8906112611580;CORTIPRA 500 MG SOLUCION INYECTABLE I.M /.V X 1 VIAL ADN MEDICAL
7592432000442;CORTIX 200 MG X 3 CAPSULAS VAGINALES
7591196004604;CORTYNASE 0.05% SUSPENSION NASAL 140 DOSIS
7598176001097;CORZELAN CREMA 20G ANGELUS
7750778000360;COSOMIDOL SUSPENSION OFTALMICA 5 ML
30059;COTONOIDE QUIRURGICOS 1 X 1 REF 30-059 DEROYAL
30056;COTONOIDE QUIRURGICOS 1/2 X 1 1/2 REF 30-056 DEROYAL
30055;COTONOIDE QUIRURGICOS 1/2 X 1 REF 30-055 DEROYAL
30054;COTONOIDE QUIRURGICOS 1/2 X 1/2 REF 30-054 DEROYAL
30058;COTONOIDE QUIRURGICOS 3/4 X 3/4 REF 30-058 DEROYAL
7591585265647;COVENTROL 12.5 MG X 10 COMPRIMIDOS
7591585365644;COVENTROL 12.5 MG X 30 COMPRIMIDOS
7591585265654;COVENTROL 25 MG X 30 COMPRIMIDOS
7591585365637;COVENTROL 6.25 MG X 10 COMPRIMIDOS
7460536572366;COXIBEN 200 MG X 10 CAPSULAS
787790457855;CQ10 400 MG X 60 CAPSULAS ETERNAL
733739032300;CRANBERRY 700 MG X 100 CAPSULAS NOW
787790466055;CREAM HAND MASSAGE CON ALMENDRAS (MASAJE DE MANOS CON ALMENDRAS) 118 ML (ETERNAL)
733739108067;CREATINE MONOHIDRATADA 750 MG X 120 CAPSULAS NOW
112255006208;CREMA CLOBE - 1 30 GR FARMAGENIK
7591885003482;CREMA CONTORNO  DE OJOS 30 GR  BIO +
8904278590688;CREMA DE DIPROPIONATO DE BECLOMETASONA GENTAMICINA Y CLOTRIMAZOL 30 GR FAHD
617748376252;CREMA DE MAGNESIUM 118 ML VAL
7597297000446;CREMA DENTAL ADVANCE CRYSTALS ICEBERG 120 GR
7591885000580;CREMA DERMOPROTECTORA 60 GR BIO +
764460929515;CREMA DERMORESTAURADORA CORPORAL VITAMINA 200 ML MI MEDICO
4005900807441;CREMA FACIAL NIVEA AGUA DE ROSAS 50 ML
7596139000200;CREMA FRIA CON VITAMINA E 50 GR SOMA
7591616001831;CREMA FRIA DESMAQUILLANTE HIDRATANTE 50 GR (BIOFARCO)
7702661432017;CREMA HUMECTANTE LIGERA ADULTOS 200 ML CERO
7591885003321;CREMA LIMPIADORA FACIAL 120 GR BIO +
037000956648;CREST SCOPE ENJUAGUE BUCAL 500 ML
7591821210332;CRISOMET 50 MG / 500 MG  X 10 TABLETAS
7591821210349;CRISOMET 50 MG / 850 MG  X 10 TABLETAS
7591821210523;CRISOMET 50 MG / 850 MG  X 30 TABLETAS
7591196000149;CROMOFTAL 4% SOLUCION OFTALMICA 10 ML
7703763704118;CROMOLOX 4 % SOLUCION OFTALMICA 5 ML
7597830004641;CUBRE BOTAS CON ANTIDESLIZANTE X 100 UNIDADES GROSSMED
736372544360;CUBRE BOTAS X 100 UNIDADES VIPSALUD
7453010091057;CUCHARA DISPENSADORA 3 OZ 90 ML GENIAL
7453038483650;CUCHARA Y TENEDOR DE SUCCION COLORES SURTIDOS GENIAL
7593090001789;CUMIFEM 500 MG X 3 CAPSULAS VAGINALES
6223003734091;CURE AID CLEAR  X 20 UNIDADES PHARMAPLAST
6223003734008;CURE AID KIDS (CURITAS INFANTIL) X 20 UNIDADES PHARMAPLAST
6224000549305;CURE AID PARCHE OCULAR ADULTO 58 MM X 82 MM X 20 UNIDADES PHARMAPLAST
6224000549817;CURE AID PARCHE OCULAR PEDIATRICO 50 MM X 62 MM X 20 UNIDADES PHARMAPLAST
6224000132286;CURE-AID CLASSIC (CURITA REDONDA) X 100 UND PHARMAPLAST
7597478002245;CURITA ADHESIVA ELASTICA 72 MM X 19 MM X 20 UND GDG
7597478001897;CURITA ADHESIVA PIEL 72 MM X 19 MM X 20 UNIDADES GDG
7453010047917;CURITAS ADHESIVAS SURTIDAS X 50 PIEZAS GENIAL
7591619000671;CURPINOL 12.5 MG X 10 COMPRIMIDOS
7591619000688;CURPINOL 25 MG X 10 TABLETAS
7591619000893;CURPINOL 6.25 MG X 10 COMPRIMIDOS
7592432005515;CUTICLIN  20 MG X 30 CAPSULAS BLANDAS VIVAX
7592432005508;CUTICLIN 10 MG X 30 CAPSULAS BLANDAS VIVAX
947265301;CUTIMED PROTECT SPRAY 28 ML REF 72653-01 X 1 UND  BSN
7501124181345;CYCLOFEM 25 MG / 5 MG JERINGA PRELLENADA CON BLISTER 0.5 ML
7592803001603;CYNT 20 MG X 20 TABLETAS
7592803001610;CYNT 40 MG X 10 TABLETAS
7592601200888;CYPRAL 500 MG X 14 TABLETAS
8901138503994;CYSTONE X 60 TABLETAS HIMALAYA
75971342;CYTRIAX AMP 1 G  I.V - I.M X 1 UND ALESS
7598176000595;DABIGATRAN 110 MG X 10 CAPSULAS ANGELUS
8904187843714;DABIGATRAN 110 MG X 10 TABLETAS VINCENTI
7598176000601;DABIGATRAN 75 MG X 10 CAPSULAS ANGELUS
8904187843707;DABIGATRAN 75 MG X 10 TABLETAS VINCENTI
7791848265043;DACTEN 16 MG X 30 COMPRIMIDOS
7791848265029;DACTEN 8 MG X 30 COMPRIMIDOS
846567241792;DAILY NASAL HYGIENE SPRAY 100 ML
7592454138857;DAKSOL 500 MG X 4 TABLETAS
7592803004109;DALCITRIN 2 % UNGUENTO 15 GR
7591243810868;DALPAS 10 MG X 30 TABLETAS
7591243810905;DALPAS 5 MG X 30 TABLETAS
7593090002311;DARLIDE  1000 UI X 30 CAPSULAS
7591585111302;DAVISTAR 275MG X 10 COMP REC
7592432900292;DAYFLU DIA 500 MG - 10 MG - 2 MG  X 10 CAPSULAS
7592432901398;DAYFLU DIA X  5 CAPSULASVIVAX
7592432900308;DAYFLU NOCHE 500 MG X 10 TABLETAS
7592432901404;DAYFLU NOCHE X 5 CAPSULAS VIVAX
7591585117670;DAYZOL 400 MG - 4 MG X 30 COMPRIMIDOS
7591309002381;DEBCORUB ICE ARNICA ROLL ON 80 GR
7591243811483;DECA LENTERMINA COMPLEX 3 JERINGAS X 3 AMPOLLA 2 ML
7592806133110;DECOBEL 0.5 MG X 30 TABLETAS RONAVA
7592806136036;DECOBEL 4 MG X 10 TABLETAS RONAVA
7592806114195;DECOBEL 8 MG / 2 ML AMPOLLA I.M-I.V X 1
