id;product_info;row_1;medicine_type;barcode;price;stock;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;laboratory;price_usd
000735;MONTRAX 4 MG CAJA X 30 TAB BIOTECH;0013;BIOTECH;7591243834086;91.57;45;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;2.53;
000738;MOTIDEL ENZIMATIC 200/80 MG CAJA X 10 TAB DISKAM;0003;COMERCIAL CAJA;793869810537;181.25;14;0;0;0;0.00;NO;     ; ;0;0;0098;FARDEL;5.00;
000739;MOXIFLOXACINA 400 MG CAJA X 10 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8906142160171;164.94;13;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;4.55;
000742;MUCOMAX 30MG/5ML SOLUC ORAL X 120ML KIMICEG;0002;KIMICEG;7592616136585;84.31;33;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;2.32;
000743;MUCOMAX SUSP 15MG/5ML 120 ML KIMICEG;0002;KIMICEG;7592616583075;89.21;23;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;2.46;
000753;NAPROXENO 500 MG CAJA X 300 TAB X 30 BLIST LAPROFF;0006;BLISTER;7703038050452;1371.34;9;0;0;0;0.00;NO;     ; ;0;0;0007;LAPROFF;37.83;
000754;NAPROXENO SODICO 550 MG CAJA X 10 COMP ZUZU;0003;COMERCIAL CAJA;8904324102711;93.16;13;0;0;0;0.00;NO;     ; ;0;0;0008;ZUZU;2.57;
000755;NARIX NAFAZOLINA GOTAS NASAL 0,5MG/30ML;0003;COMERCIAL CAJA;7896523202600;56.19;1527;0;0;0;0.00;NO;     ; ;0;0;0113;CIMED;1.55;
000756;N-BULTI ESCOPOLAMINA+METAMIZO 20MG/2,5G 5ML I,V/I,M BIOSANO;0007;AMPOLLA;7591096002328;42.41;36;0;0;0;0.00;NO;     ; ;0;0;0022;BIOSANO;1.17;
000757;NEBIVOLOL BLOCTEN 5MG CAJA X 30 TAB DPT;0003;COMERCIAL CAJA;791466994940;337.13;5;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;9.30;
000759;NEOSORO NAFAZOLINA GOTAS  NASAL NEOQUIMICA;0003;COMERCIAL CAJA;7896714231143;64.89;876;0;0;0;0.00;NO;     ; ;0;0;0114;SIRONA;1.79;
000760;NEOSTIGMINA BIOSTIGMIN 0,5MG/ML I,V/I,M X 10 AMP BIOGLAS;0007;AMPOLLA;7598455000261;348.73;17;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;9.62;
000761;NEOSTIGMINA METILSULFATO 0,5MG/ML CAJA X 10 AMP VITALIS;0007;AMPOLLA;7707236121594;388.60;15;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;10.72;
000763;NEROXUM ESOMEPRAZOL 20MG CAJA X 28 TABLETAS UNIPHARMA;0003;COMERCIAL CAJA;7598852001496;96.06;5;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;2.65;
000769;NIFEDIPINA 30 MG  CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130231159;208.44;60;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;5.75;
000770;NIFEDIPINA 30 MG CAJ X 100 TAB X 10 BLIS CRUZ VERDE;0009;BLISTER;8904269002336;517.29;24;0;0;0;0.00;NO;     ; ;0;0;0020;CRUZ VERDE;14.27;
000771;NIFEDIPINA 30MG X 10  TAB JL;0003;COMERCIAL CAJA;7598650000523;89.54;45;0;0;0;0.00;NO;     ; ;0;0;0010;JL;2.47;
000774;NIFEDIPINA L.P 30 MG  X 30 TAB ARTE MEDICO;0003;COMERCIAL CAJA;731946648680;96.06;711;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;2.65;
000775;NIMESULI 100MG+PARACET 500MG CAJ X 10TAB ARTE MEDICO;0003;COMERCIAL CAJA;731946648505;23.56;56;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;0.65;
000776;NIPE SOL/ORAL 100MG/0.25MG X 30ML;0015;GOTAS;7592349722451;91.65;7;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;2.64;
000777;NIPE JARABE X 120 ML;0005;JARABE;7592349551860;119.03;6;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;3.43;
000782;NITROFURANTOINA 100MG CAJA X 300 TAB X 30 BLIST LAPROFF;0006;BLISTER;7703038066729;1499.30;20;0;0;0;0.00;NO;     ; ;0;0;0007;LAPROFF;41.36;
000784;NIZOX NITAZOXANIDZ 500MG CAJA X 6TAB;0014;ZUOZ;8902382730013;272.97;22;0;0;0;0.00;NO;     ; ;0;0;0059;ZUOZ PHARMA;7.70;
000785;NOVALI (LERCANIDIPINO) 10MG X 30 TAB;0003;COMERCIAL CAJA;7501384506865;264.99;2;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;7.31;
000786;OCEIRA (LEVON+ETINILES)  X 21 TAB BLIST;0006;BLISTER;7703689087821;25.74;2131;0;0;0;0.00;NO;     ; ;0;0;0005;SURTIDA;0.71;
000788;OLMESARTAN 20 MG (OLMEPLUS) X10 TAB DPT;0003;COMERCIAL CAJA;791466993516;48.58;17;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;1.34;
000789;OLMESARTAN MEDOXOMIL 20MG X 30 TABL BLUE MEDICAL;0003;COMERCIAL CAJA;7598127001640;160.95;24;0;0;0;0.00;NO;     ; ;0;0;0066;BLUE MEDICAL;4.44;
000790;OMEGA 3 1000MG FRASCO X 60 CAPS;0017;MEDICINA NATURAL;7894164009671;225.11;2000;0;0;0;0.00;NO;     ; ;0;0;0115;SALUDX;6.21;
000793;OMEPRAZOL 20MG CAJA X 28 CAPS SPEFAR;0004;SPEFAR;7590027000174;156.46;311;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;4.31;
000803;ONDASETRON 8MG CAJA X 10 TAB ADN MEDICAL;0003;COMERCIAL CAJA;8904159415178;77.94;45;0;0;0;0.00;NO;     ; ;0;0;0019;ADN MEDICAL;2.15;
000804;ONDASETRON 8MG CAJA X 10 TAB CLEOPHARMA;0003;COMERCIAL CAJA;7598677000070;103.31;6;0;0;0;0.00;NO;     ; ;0;0;0073;CLEOPHARMA;2.85;
000806;ONDASETRON 8MG/4ML I,V X 1 AMP BIOSANO;0007;AMPOLLA;7800061001953;36.98;172;0;0;0;0.00;NO;     ; ;0;0;0022;BIOSANO;1.02;
000807;ORALZINC SALES DE REHI CAJA X 1 SOBRE;0014;ZUOZ;7591651722302;158.11;33;0;0;0;0.00;NO;     ; ;0;0;0059;ZUOZ PHARMA;4.46;
000813;OXITOCINA 10UI/ML I,M - I,V CAJA X 5 AMP UNIPHARMA;0007;AMPOLLA;7598852001649;241.79;8;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;6.67;
000814;OXITOCINA 5IU/ML I,M-I,V CAJA X 10 AMP UNIPHARMA;0007;AMPOLLA;7598852001403;204.45;16;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;5.64;
000815;PACLITAXEL 100MG/16,7 ML INFUS IV X 1AMP;0007;AMPOLLA;8906130231913;2196.39;1;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;60.59;
000816;PACLITAXEL 300MG/50ML INFUS IV X 1 AMP;0007;AMPOLLA;8906130231906;2764.06;1;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;76.25;
000817;PAMOATO D PIRANTEL 250MG CAJA X 60 TAB X 6 BLIST COASPHARMA;0006;BLISTER;7703712033641;684.76;2;0;0;0;0.00;NO;     ; ;0;0;0011;COASPHARMA;18.89;
000820;MOXIFLOXACINA 400 MG X 5 TAB KMPLUS;0003;COMERCIAL CAJA;8906069872591;108.03;13;0;0;0;0.00;NO;     ; ;0;0;0012;KMPLUS;2.98;
000821;PANTOPRAZOL 40MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130231173;230.91;3;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;6.37;
000824;PEDIALYTE CEREZA ACTIVE 500ML ABBOTT;0005;JARABE;7501033959967;142.46;98;0;0;0;0.00;NO;     ; ;0;0;0119;ABBOTT;3.93;
000828;PEMETREXED USP 500MG POLVO I,V X 1 AMP;0024;ONCOLOGICO;8906130231890;3984.24;1;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;109.91;
000829;PENICILIN G BENZATINICA 2,400U,I I,M AMP VITALIS;0007;AMPOLLA;7707236123710;47.92;100;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;1.32;
000830;PENICILINA 6,3,3 I,M X 1 AMP EL MORRO;0007;AMPOLLA;652931974297;17.04;119;0;0;0;0.00;NO;     ; ;0;0;0036;EL MORRO;0.47;
000833;PENICILINA G 1000 IM/IV  X 1 AMPOLLA DPT;0007;AMPOLLA;7596347805420;6.89;14;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;0.19;
000837;PENTOXIFILINA 400MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130231296;973.31;19;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;26.85;
000839;PEPSADEL CAJA X 12 TABLETAS MASTICABLES DISKAM;0003;COMERCIAL CAJA;7410000705080;188.14;70;0;0;0;0.00;NO;     ; ;0;0;0120;DISKAM;5.19;
000840;PERLAVIS HOMME BAÑO INTIMO 200ML FC PHARMA;0011;FC FARMA;7593090000348;224.93;6;0;0;0;0.00;NO;     ; ;0;0;0037;FC PHARMA;6.40;
000843;PIPERACILINA-TAZOBACTAM 4,0G-0,5G VITALIS;0007;AMPOLLA;7707236121549;212.69;58;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;5.87;
000844;PIROXICAN 0,5%  GEL 30G COASPHARMA;0008;CREMAS;7703712033511;54.38;52;0;0;0;0.00;NO;     ; ;0;0;0011;COASPHARMA;1.50;
000845;PLAN B (LEVONORGESTREL) 0,75MG X 2TAB UNIPHARMA;0003;COMERCIAL CAJA;7598852000642;42.05;991;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;1.16;
000846;PLATSIDERM CREMA SULFADIAZINA DE PLATA 1% + LIDOCAINA 0,6% X 50G PORTUGAL;0003;COMERCIAL CAJA;7750215021415;234.18;7;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;6.46;
000847;POLIVITAMINAS Y MINERALES FUNDA X 100 CAPS X 10 BLIST COLMED;0006;BLISTER;7703153003586;586.89;9;0;0;0;0.00;NO;     ; ;0;0;0062;COLMED;16.19;
000850;POTI TOBI VITAMINS KIDS X 60 GOMITAS;0003;COMERCIAL CAJA;7596526000479;233.45;21;0;0;0;0.00;NO;     ; ;0;0;0045;NATURLIFES;6.44;
000852;PRACIPRO (CIPROFLOXACINA) 500MG ADN;0003;COMERCIAL CAJA;8906112610392;15.59;79;0;0;0;0.00;NO;     ; ;0;0;0019;ADN MEDICAL;0.43;
000856;PREDNISONA 5 MG CAJA X 10 TAB JL;0003;COMERCIAL CAJA;7598650000554;31.54;54;0;0;0;0.00;NO;     ; ;0;0;0010;JL;0.87;
000858;PREDNISONA 5MG CAJA X 100 TAB X 10 BLIST PORTUGAL;0006;BLISTER;7750215003770;164.58;24;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;4.54;
000859;PREGABALINA 150MG CAJA X 10 TAB KMPLUS;0003;COMERCIAL CAJA;S/C000858;87.73;23;0;0;0;0.00;NO;     ; ;0;0;0012;KMPLUS;2.42;
000861;PREGABALINA 75 MG CAJA  X  30 TAB MABINE;0003;COMERCIAL CAJA;S/C000860;155.51;31;0;0;0;0.00;NO;     ; ;0;0;0050;MABI & NE;4.29;
000866;PROGESTEL (PROGESTERONA) 200MG X 30 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8904179736055;278.04;4;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;7.67;
000867;PROGESTERONA 100MG CAJA X 30 TAB EVERMED;0003;COMERCIAL CAJA;8906005118325;221.85;13;0;0;0;0.00;NO;     ; ;0;0;0003;EVERMED;6.12;
000868;PROMEDINA JBE 120 ML;0012;VARGAS;7592349723489;152.78;9;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;4.22;
000869;PROPANOLOL 40 MG CAJA X 20 TAB BIOTECH;0013;BIOTECH;7591243843101;134.66;7;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.88;
000872;PROPOFOL 200MG/20ML AMP X 1 UNID VITALIS;0007;AMPOLLA;7502245840425;267.16;78;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;7.37;
000873;PROPRANOLOL 40 MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130231210;232.36;9;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;6.41;
000874;PROVUNI (MEDROXIPROGESTERO) 10MG X 28 TAB UNIPHARMA;0003;COMERCIAL CAJA;7598852001076;268.61;2;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;7.41;
000875;PROVUNI (MEDROXIPROGESTERONA) 5MG X 30 TAB  UNIPHARMA;0003;COMERCIAL CAJA;7598852001069;179.80;3;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;4.96;
000879;RANITIDINA 50MG/2ML AMPOLLA CAJA X 10 AMP VITALIS;0007;AMPOLLA;7707236127305;92.13;83;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;2.54;
000883;REMICITAL (CITALOPRAM) 20 MG X 15 TAB ARTE MEDICO;0003;COMERCIAL CAJA;7501384549954;83.01;10;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;2.29;
000885;RESFRYGRIP PLUS CAJA X 100 CAPS BLISTER;0006;BLISTER;7707019420753;725.00;5;0;0;0;0.00;NO;     ; ;0;0;0123;LQF;20.00;
000887;RINOT CAJA X 12 CAPS BIOTECH;0013;BIOTECH;7591243845105;124.84;9;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.46;
000888;RISPERIDONA 1MG X 20 TABLETAS FARMAMED;0003;COMERCIAL CAJA;8908020242535;54.38;5;0;0;0;0.00;NO;     ; ;0;0;0015;FARMAMED;1.50;
000891;ROSUVASTATIN 40MG X 30 TAB BIO-MERCY;0003;COMERCIAL CAJA;8904210707372;170.01;3;0;0;0;0.00;NO;     ; ;0;0;0023;BIO-MERCY;4.69;
000892;ROSUVASTATINA 10 MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130231449;294.71;10;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;8.13;
000895;SABILA JARABE SOMA 120 ML (CHEMYCALS);0005;JARABE;7596139000033;133.76;14;0;0;0;0.00;NO;     ; ;0;0;0027;LABORA CHEMYCALS SOM;3.69;
000896;SALBUMED SALBUTAMOL 100MCG INH X 200 DOS;0003;COMERCIAL CAJA;8901117247888;107.66;1220;0;0;0;0.00;NO;     ; ;0;0;0124;CIPLA;2.97;
000897;SALBUTAMOL ALDO-UNION SUSP PARA 200 DOSIS;0003;COMERCIAL CAJA;8470007971832;165.30;2;0;0;0;0.00;NO;     ; ;0;0;0061;VISUAL PHARMA;4.56;
000898;SALES DE REHIDRATACION SOBRE X 20,5 G BRIXMEDIC;0001;RECETURA;8906130231807;11.60;874;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;0.32;
000904;SECNIDAZOL 500MG CAJA X 4 TAB KIMICEG;0002;KIMICEG;7592616471013;83.96;38;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;2.32;
000912;SILDENAFIL 50 MG CAJA X 4 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8904179732873;23.56;100;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;0.65;
000913;SILDENAFILO 50MG CAJA X 2 TAB COASPHARMA;0003;COMERCIAL CAJA;7703712030787;15.59;182;0;0;0;0.00;NO;     ; ;0;0;0011;COASPHARMA;0.43;
000916;SINUTIL DIA CAJA X 10 CAPS FC PHARMA;0011;FC FARMA;7593090000010;186.80;15;0;0;0;0.00;NO;     ; ;0;0;0037;FC PHARMA;5.22;
000917;SINUTIL DIA Y NOCHE CAJA X 9 CAP 6D 3N FC PHARMA;0011;FC FARMA;7593090000713;164.28;13;0;0;0;0.00;NO;     ; ;0;0;0037;FC PHARMA;4.59;
000919;GLYCEMPLUS SITAG/METF 50/500MG X 30 TAB DPT;0003;COMERCIAL CAJA;791466994957;333.50;10;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;9.20;
000920;SITINA 50MG  SITAGLIPTINA X 30 COMP SNC PHARMA;0016;SNC PHARMA;788070698715;562.12;12;0;0;0;0.00;NO;     ; ;0;0;0065;SNC PHARMA;15.55;
000921;SOLUCION  GLUCOFISIOLOGICA 500ML JL;0007;AMPOLLA;7598650000776;44.23;28;0;0;0;0.00;NO;     ; ;0;0;0010;JL;1.22;
000928;SUCRADEL SUCRALFATO SOBRE  6GR CAJA X 10 SOBRE DISKAM;0003;COMERCIAL CAJA;793869810544;180.89;4;0;0;0;0.00;NO;     ; ;0;0;0098;FARDEL;4.99;
000929;SUCRALUNI 1 G CAJA X 10 TAB UNIPHARMA;0003;COMERCIAL CAJA;7598852000710;90.26;1;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;2.49;
000930;SUEROLITO COCO 400 ML;0005;JARABE;7597767000013;90.65;203;0;0;0;0.00;NO;     ; ;0;0;0127;SUEROLITO;2.50;
000931;SUEROLITO FRESA 400 ML;0005;JARABE;7597767000020;90.65;252;0;0;0;0.00;NO;     ; ;0;0;0127;SUEROLITO;2.50;
000932;SUEROLITO MANZANA 400 ML;0005;JARABE;7597767000341;90.65;180;0;0;0;0.00;NO;     ; ;0;0;0127;SUEROLITO;2.50;
000933;SUEROLITO UVA 400ML;0005;JARABE;7597767000037;90.65;120;0;0;0;0.00;NO;     ; ;0;0;0005;SURTIDA;2.50;
000934;SULFADIAZINA DE PLATA 1% CREMA 30G KIMICEG;0002;KIMICEG;7592616480015;125.26;63;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;3.45;
000935;SULFATO DE MAGNESIO 25% 5ML I,V/I,M X 1AMP BIOSANO;0007;AMPOLLA;7800061425407;71.78;160;0;0;0;0.00;NO;     ; ;0;0;0036;EL MORRO;1.98;
000936;SULFATO FERROSO 200MG CAJA X 250 TAB X 25 BLIST ECAR;0009;BLISTER;7702184010617;341.11;11;0;0;0;0.00;NO;     ; ;0;0;0048;ECAR;9.41;
000937;SULFATO FERROSO 300MG CAJA X 300 TAB X 25 BLIST ECAR;0006;BLISTER;7702184011775;387.51;23;0;0;0;0.00;NO;     ; ;0;0;0048;ECAR;10.69;
000939;SULTAMICILINA 750MG CAJA X 6 COMP SPEFAR;0004;SPEFAR;7590027001454;276.63;360;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;7.62;
000940;SULTAMICILINA SUSP 250MG/5ML X 100 ML DISTRILAB;0005;JARABE;7598252000563;281.66;124;0;0;0;0.00;NO;     ; ;0;0;0088;DISTRILAB;7.77;
000941;TADABRIX TADALAFILO 20 MG CAJA  X 4 TABS BRIXMEDIC;0003;COMERCIAL CAJA;8906130231241;22.48;185;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;0.62;
000947;TAMSULOSINA 0,4MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130231258;315.38;9;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;8.70;
000952;TAMSULOSINA 0,4MG CAJA X 30 TAB spefar;0004;SPEFAR;7590027002918;135.99;206;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;3.76;
000953;TAMSULOSINA CLORHIDR 0,4MG CAJA X 20 TAB KIMICEG;0002;KIMICEG;7592616576909;82.58;60;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;2.28;
000954;TAMSULOSINA L.P 0.4 MG CAJA X 10 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8904178903960;28.64;107;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;0.79;
000957;TEMOZOLOMIDA 100MG  X 5 CAPSU BRIXMEDIC;0024;ONCOLOGICO;8906130232088;4485.94;1;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;123.75;
000958;TENSACLO OLMESARTAN 20MG  X 20TAB FONTI;0003;COMERCIAL CAJA;8904187868632;81.20;13;0;0;0;0.00;NO;     ; ;0;0;0042;FONTI;2.24;
000959;TERBINAFINA CREM 1% X 15 G KIMICEG;0008;CREMAS;7592616584126;137.99;60;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;3.82;
000961;TIGOFAR (LEVOTIROXINA) 200MG CAJA  X 100 TAB X 10 BLIST;0006;BLISTER;7467922681657;335.31;11;0;0;0;0.00;NO;     ; ;0;0;0064;FARQUI;9.25;
000963;TIGOFAR (LEVOTIROXINA) 50MG CAJA  X 100 TAB X 10 BLIST;0006;BLISTER;7467922681466;170.01;13;0;0;0;0.00;NO;     ; ;0;0;0005;SURTIDA;4.69;
000967;TIOCOLCHI+IBUPROFE 4/400 MG CAJA X 10TAB ARTE MEDICO;0003;COMERCIAL CAJA;731946648611;88.81;234;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;2.45;
000970;TIOCOLCHICOSIDO 4 MG  X 10 TAB FARMAMED;0003;COMERCIAL CAJA;8906082151468;29.00;87;0;0;0;0.00;NO;     ; ;0;0;0015;FARMAMED;0.80;
000972;TOBRAMICINA+DEXAMETASONA X 5 ML GOT OFTAL ARTE MEDICO 5 ML;0015;GOTAS;8906122851488;58.36;131;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;1.61;
000973;TONOPAN MIGRAÑA CAJA X 100 TAB X 10 BLIST PORTUGAL;0006;BLISTER;7759050000043;740.59;6;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;20.43;
000974;TOPICTUNI TOPIRAMATO 50MG CAJA X 30TAB UNIPHARMA;0003;COMERCIAL CAJA;7598852001335;241.06;7;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;6.65;
000975;TORSILAX CAJA X 200 TAB X 20 BLIST NEO QUIMICA;0006;BLISTER;7896714257600;983.83;303;0;0;0;0.00;NO;     ; ;0;0;0075;NEO QUIMICA;27.14;
000976;TORVASTEX (ATORVASTATINA) 40MG CAJA X 30 EDS PHARMA;0003;COMERCIAL CAJA;8904324101998;80.11;2;0;0;0;0.00;NO;     ; ;0;0;0056;EDS PHARMA;2.21;
000981;TRIMEBUTINA MALEATO 200MG CAJA X 330 TAB X 33 BLIST COASPHARMA;0006;BLISTER;7703712035928;1691.79;2;0;0;0;0.00;NO;     ; ;0;0;0011;COASPHARMA;46.67;
000982;TRIMETO+SULFAMETO 160/800 MG CJ X 100TAB X 10 BLIST BRIXMEDIC;0009;BLISTER;8906130230329;429.93;8;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;11.86;
000985;TYPIREC ANTIGRIPAL DIA Y NOCHE  X 10 TAB ARTE MEDICO;0003;COMERCIAL CAJA;7770108671077;156.24;20;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;4.31;
000986;ULCEALIV ESOMEPRAZOL CAJA X 28  CAPS PORTUGAL;0003;COMERCIAL CAJA;7750215015209;194.66;38;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;5.37;
000987;ULTRA ANTIFLA 800+400MG  FRESA X 20COMP;0003;COMERCIAL CAJA;7770108671121;245.41;24;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;6.77;
000988;ULTRA ANTIFLAT 800+400MG MENTA X 20 COMP;0003;COMERCIAL CAJA;7770108670575;245.41;31;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;6.77;
000990;UNIPENEM (MEROPENEM) 1G AMP I,V UNID UNIPHARMA;0007;AMPOLLA;7598852000086;174.00;20;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;4.80;
000991;UNIXIME (CEFIXIME) 400MG X 10TAB UNIPHARMA;0003;COMERCIAL CAJA;7598852000307;316.83;16;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;8.74;
001007;VESTAX TAB 650 MG X 10;0003;COMERCIAL CAJA;7592349949872;36.75;30;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;1.01;
001008;VIDAMIL INFANTIL VIT A-C-D PED SUSP 15ML;0005;JARABE;7502226296722;97.51;1;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;2.69;
001010;VITAFER-L DE 10 ML CAJA X 15 SACHET;0005;JARABE;7707816989682;336.76;123;0;0;0;0.00;NO;     ; ;0;0;0132;NATURAL MEDY;9.29;
001011;VITAFER-L FRASCO X 20ML;0005;JARABE;7707816985783;40.79;6863;0;0;0;0.00;NO;     ; ;0;0;0132;NATURAL MEDY;1.13;
001012;VITAFER-L FRASCO X 500 ML;0005;JARABE;7707816989873;310.66;1323;0;0;0;0.00;NO;     ; ;0;0;0132;NATURAL MEDY;8.57;
001013;VITAMINA C 500 MG CAJA X 30 CAPS FC PHARMA;0011;FC FARMA;7593090000669;234.06;23;0;0;0;0.00;NO;     ; ;0;0;0037;FC PHARMA;6.49;
001014;VITAMINA C 500MG I.M/I.V CAJA X 10 AMP + 10 JERINGA FAHD;0007;AMPOLLA;6921875006017;232.36;25;0;0;0;0.00;NO;     ; ;0;0;0014;FAHD;6.41;
001015;VITAMINA C 500MG MASTIC CAJA X 100 TAB X 10 BLIST FAHD;0006;BLISTER;8904278576835;258.83;70;0;0;0;0.00;NO;     ; ;0;0;0014;FAHD;7.14;
001018;VITAMINA E 400U,I CAJ  X 100  CAPS X 10 BLIST COLMED;0006;BLISTER;7703153024796;414.34;46;0;0;0;0.00;NO;     ; ;0;0;0062;COLMED;11.43;
001019;YODUNI (SOLUCION YODADA AL 10%) X120 ML UNIPHARMA;0010;EQUIPOS MEDICOS;7598852001250;58.00;66;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;1.60;
001020;YONAL 15MG/5ML X 120 ML BIOTECH;0013;BIOTECH;7591243856705;119.04;1118;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.28;
001021;YONALAT 15MG/3MG  5 ML X 120 ML BIOTECH;0013;BIOTECH;7591243856729;123.61;576;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.41;
001024;NIOSILIN UNGUENTO X 20 G VARGAS;0008;CREMAS;7594003280048;178.36;4;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;4.94;
001025;GLIIPTIN-M 50MG-500MG x 10  COMP.  ZUOZ;0003;COMERCIAL CAJA;7591651001476;119.83;7;0;0;0;0.00;NO;     ; ;0;0;0059;ZUOZ PHARMA;3.45;
001027;ACIDO FOLICO 10MG COMP X20 GENERICO DE CALIDAD;0003;COMERCIAL CAJA;7592349926194;45.15;50;0;0;0;0.00;NO;     ; ;0;0;0102;GENERICO DE CALIDAD;1.25;
001028;ATROVERAN 10mg TAB RECUBIERTAS X10;0003;COMERCIAL CAJA;7592349001129;154.56;15;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;4.27;
001029;AMIODARONA 200MG X 10 TAB KMPLUS;0003;COMERCIAL CAJA;730170649142;62.76;3;0;0;0;0.00;NO;     ; ;0;0;0012;KMPLUS;1.74;
