codigo;codbarras;descrip;exisMerida;exisCaracas;exisOriente;marca;Precio;Oferta;Grupo;Vence;Principio;Escala;DescXEscala;Bonifica;CantBonifica
804332;7591243804331;BETAGEN 12MG/3ML SOLUC INY X 1AMP  BIOTECH;20;85;22;BIOTECH;187.05;187.05;INYECTABLES;2025-09-25;BETAMETASONA ;0.00;0.00;0.000;0.000
04359;7591243804287;BETAGEN 4MG X 1ML SOLUC INY  BIOTECH;786;225;114;BIOTECH;118.68;118.68;INYECTABLES;2025-10-25;BETAMETASONA ;0.00;0.00;0.000;0.000
68571;7703333007700;BETAGRANULOS CREMA TUBO X 60 G MEDIHEALTH;135;6;0;MEDIHEALTH;657.89;657.89;MEDICAMENTOS;2026-03-25;CREMA LIMPIADORA;0.00;0.00;0.000;0.000
60245;8904306500870;BETAHISTINA - VERTIHIST 8MG X100 TAB PRISM;16;7;0;PRISM;710.54;710.54;MEDICAMENTOS;2026-07-25;BETAHISTINA (8 mg);0.00;0.00;0.000;0.000
61661-1;8908007037352;BETAHISTINA 16 MG X 10 TAB GEAGAR;322;160;156;GEAGAR;83.85;58.70;MEDICAMENTOS;2026-02-25;BETAHISTINA (16 mg);1.00;30.00;0.000;0.000
141829;7592454002400;BETAHISTINA 16MG TAB X 20  LA SANTE;445;166;6460;LA SANTE;254.27;254.27;MEDICAMENTOS;2025-10-25;BETAHISTINA (16 mg);0.00;0.00;0.000;0.000
750220;7750215023396;BETAMETASONA 0.05% CREMA 20GRS PORTUGAL;245;60;42;PORTUGAL;87.40;87.40;MEDICAMENTOS;2027-09-25;BETAMETASONA ;0.00;0.00;0.000;0.000
100351;7591020009331;BETAMETASONA 4 MG/ML AMP X 3 ML (12MG/3ML);197;214;132;GENCER;280.78;280.78;INYECTABLES;2026-12-25;BETAMETASONA ;0.00;0.00;0.000;0.000
000001;7591020003209;BETAMETASONA 4MG/1ML GENECR;95;170;187;GENCER;118.40;118.40;INYECTABLES;2027-11-25;BETAMETASONA ;0.00;0.00;0.000;0.000
1062824;18906047595655;BETAMETHASONE VALERATE CREMA 0,05% 20 GR JMW;189;174;114;UNILINK PHARMA;99.68;99.68;MEDICAMENTOS;2025-02-25;BETAMETASONA ;0.00;0.00;0.000;0.000
68574;7591619517858;BETARRETIN 0.05% CREMA TUBO 30 GR MEDIHEALTH;80;32;25;MEDIHEALTH;393.45;393.45;MEDICAMENTOS;2026-03-25;ACIDO RETINOICO ;0.00;0.00;0.000;0.000
68575;7703333007007;BETARRETIN 0.05% LOCION X 60 G MEDIHEALTH;0;0;63;MEDIHEALTH;516.00;516.00;MEDICAMENTOS;NULL;ACIDO RETINOICO ;0.00;0.00;0.000;0.000
68577;7703333007205;BETARRETIN H  0,05/5% LOCION X 60 ML MEDIHEAL;1;0;10;MEDIHEALTH;561.15;561.15;MEDICAMENTOS;2026-08-25;ACIDO RETINOICO -HIDROQUINONA;0.00;0.00;0.000;0.000
68576;7591619517865;BETARRETIN H  0,05/5%  CREMA X 30 GR MEDIHEAL;445;177;119;MEDIHEALTH;432.15;432.15;MEDICAMENTOS;2026-01-25;ACIDO RETINOICO -HIDROQUINONA;0.00;0.00;0.000;0.000
103033;7599028000282;BETAYODIN 100 ML SOLUCION JABONOSA LYA;74;10;41;LYA;180.57;171.54;MEDICAMENTOS;2026-11-25;YODOPOLIVINILPIRROLIDONA;2.00;5.00;0.000;0.000
95384;7599028000275;BETAYODIN SOL 10% 100 ML (YODOPOVIDONA);120;0;62;LYA;168.67;160.24;MEDICAMENTOS;2027-03-25;YODOPOLIVINILPIRROLIDONA;2.00;5.00;0.000;0.000
10244;7592782000055;BEVINDAZOL 400MG 10ML VINCENTI;0;0;29;VINCENTI;75.84;75.84;MEDICAMENTOS;NULL;ALBENDAZOL ;0.00;0.00;0.000;0.000
95367;7599028000619;BICARBONATO DE SODIO 20 G LYA;759;606;235;LYA;49.54;49.54;PATENTADOS NATURALES;2027-01-25;BICARBONATO DE SODIO ;0.00;0.00;0.000;0.000
759266;7592601303626;BICOL HCT 160/12.5 MG X 14 TAB  MEYER;3;0;0;MEYER;343.23;343.23;MEDICAMENTOS;2026-03-25;VALSARTAN-HIDROCLOROTIAZIDA;0.00;0.00;0.000;0.000
120123;7597758000978;BILOL 2.5MG X 10 TAB RECUB ALESS;60;128;17;ALESS;34.35;34.35;ESPECIALES;2025-06-25;BISOPROLOL;0.00;0.00;0.000;0.000
800985;7597758000985;BILOL 5MG X 10 TAB RECUB ALESS;48;178;46;ALESS;42.38;42.38;ESPECIALES;2025-06-25;BISOPROLOL;0.00;0.00;0.000;0.000
908112;7598455000476;BIOCLAR 0,12 MG/ML 15 ML BIOGLASS;12;0;5;BIOGLASS;46.54;46.54;MEDICAMENTOS;2026-03-25;NAFAZOLINA (0,12 mg / ml);0.00;0.00;0.000;0.000
47004;7591519317695;BIOCOR 20MG X 10 TAB CALOX;129;90;87;CALOX INTERNACIONAL;116.02;116.02;MEDICAMENTOS;2026-09-25;OLMESARTAN ;0.00;0.00;0.000;0.000
32577;7591519000146;BIOCOR 20MG X 30 TAB CALOX;75;275;166;CALOX;295.38;295.38;MEDICAMENTOS;2026-09-25;OLMESARTAN ;0.00;0.00;0.000;0.000
20201;7591519317664;BIOCOR 20MG/12.5MG HCT X 10 TAB CALOX;165;140;46;CALOX INTERNACIONAL;153.57;153.57;MEDICAMENTOS;2025-11-25;HIDROCLOROTIAZIDA -OLMESARTAN;0.00;0.00;0.000;0.000
000031;7591519316254;BIOCOR 20MG/12.5MG HCT X 30 TAB CALOX;101;4;104;CALOX;384.38;384.38;MEDICAMENTOS;2025-11-25;HIDROCLOROTIAZIDA -OLMESARTAN;0.00;0.00;0.000;0.000
2048;7591519317701;BIOCOR 40MG X 10 TAB CALOX;262;148;178;CALOX INTERNACIONAL;207.64;207.64;MEDICAMENTOS;2025-07-25;OLMESARTAN ;0.00;0.00;0.000;0.000
32578;7591519000122;BIOCOR 40MG X 30 TAB CALOX;366;294;117;CALOX;525.21;525.21;MEDICAMENTOS;2024-12-25;OLMESARTAN ;0.00;0.00;0.000;0.000
36747;7591519317657;BIOCOR 40MG/12.5MG HCT X 10 TAB CALOX;0;0;52;CALOX INTERNACIONAL;224.21;224.21;MEDICAMENTOS;NULL;HIDROCLOROTIAZIDA -OLMESARTAN;0.00;0.00;0.000;0.000
000032;7591519316261;BIOCOR 40MG/12.5MG HCT X 30 TAB CALOX;16;147;105;CALOX;573.00;573.00;MEDICAMENTOS;2025-11-25;HIDROCLOROTIAZIDA -OLMESARTAN;0.00;0.00;0.000;0.000
38677;7591519317671;BIOCOR AMLO 20 MG - 5 MG X 10 TAB CALOX;57;64;46;CALOX INTERNACIONAL;135.58;135.58;MEDICAMENTOS;2025-11-25;AMLODIPINA-OLMESARTAN ;0.00;0.00;0.000;0.000
38575;7591519316247;BIOCOR AMLO 20 MG - 5 MG X 30 TAB CALOX;59;80;81;CALOX;337.24;337.24;MEDICAMENTOS;2025-11-25;AMLODIPINA-OLMESARTAN ;0.00;0.00;0.000;0.000
38676;7591519317688;BIOCOR AMLO 40 MG - 5 MG X 10 TAB CALOX;69;66;72;CALOX INTERNACIONAL;195.74;195.74;MEDICAMENTOS;2025-10-25;AMLODIPINA-OLMESARTAN ;0.00;0.00;0.000;0.000
38574;7591519316230;BIOCOR AMLO 40 MG - 5 MG X 30 TAB CALOX;50;177;43;CALOX;490.79;490.79;MEDICAMENTOS;2025-09-25;AMLODIPINA-OLMESARTAN ;0.00;0.00;0.000;0.000
908812;7598455000490;BIODEX 0,30% TOBRA.+ 0,1%  DEXAMETA. BIOGLASS;0;1;0;BIOGLASS;80.92;80.92;MEDICAMENTOS;NULL;TOBRAMICINA-DEXAMETASONA (0,3%  - 0,1%);0.00;0.00;0.000;0.000
54022;8904210707167;BIODIPINA 30MG X 30 TAB BIOMERCY;0;0;547;BIOMERCY;173.76;173.76;MEDICAMENTOS;NULL;NIFEDIPINA ;0.00;0.00;0.000;0.000
908712;7598455000506;BIOFTAL 0,30% 5 ML BIOGLASS;2;9;19;BIOGLASS;144.92;144.92;MEDICAMENTOS;2026-03-25;CIPROFLOXACINA HCL;0.00;0.00;0.000;0.000
54009;8904210806204;BIOGAVALINA 75MG X 30 CAP BIOMERCY;21;94;111;BIOMERCY;159.82;159.82;MEDICAMENTOS;2025-03-25;PREGABALINA (75 mg);0.00;0.00;0.000;0.000
54021;8904210806235;BIOGREL 75MG X 30 TAB BIOMERCY;48;107;142;BIOMERCY;133.08;133.08;MEDICAMENTOS;2025-07-25;CLOPIDOGREL (75 mg);0.00;0.00;0.000;0.000
21494;7591585214942;BIOLETISAN FORTE 50/500 MG X 20 CAP LETI;0;0;10;LETI;256.94;256.94;MEDICAMENTOS;NULL;EXTRACTO SECO DE  PINO MARINO/VIT C;0.00;0.00;0.000;0.000
759560;7598455000056;BIOLFEN SOL OFT. 0.1% X 10 ML BIOGLASS;42;0;19;BIOGLASS;168.91;168.91;MEDICAMENTOS;2026-03-25;DICLOFENAC SODICO (1%);0.00;0.00;0.000;0.000
759452;7598455000452;BIOMETHIL 1% 10 ML BIOGLASS;2;0;20;BIOGLASS;100.49;100.49;MEDICAMENTOS;2026-04-25;CARBOXIMETILCELULOSA ;0.00;0.00;0.000;0.000
54008;8904210707068;BIONAPRIL 5MG X 30 TAB BIOMERCY;0;0;10;BIOMERCY;102.86;102.86;MEDICAMENTOS;NULL;DEFLAZACORT (30 mg);0.00;0.00;0.000;0.000
908912;7598455000483;BIOPAT 0,20% 5 ML BIOGLASS;34;7;18;BIOGLASS;157.08;157.08;MEDICAMENTOS;2026-03-25;OLOPATADINA;0.00;0.00;0.000;0.000
514709;7598455000063;BIOPRED SUSP. OFT. 1% X 5 ML BIOGLASS;4;0;11;BIOGLASS;134.34;134.34;MEDICAMENTOS;2026-03-25;PREDNISONA;0.00;0.00;0.000;0.000
11713;7591585117137;BIOTALOL 1,25MG X 30 CR LETI;0;83;47;LETI;185.29;185.29;MEDICAMENTOS;NULL;BISOPROL ;0.00;0.00;0.000;0.000
71482;7591585217141;BIOTALOL 10MG X 30 CR LETI;0;36;34;LETI;314.91;314.91;MEDICAMENTOS;NULL;BISOPROLOL;0.00;0.00;0.000;0.000
31717;7591585317179;BIOTALOL 2,5MG X 10 CR LETI;170;151;281;LETI;70.95;70.95;MEDICAMENTOS;2025-11-25;BISOPROLOL;0.00;0.00;0.000;0.000
25698;7591585217172;BIOTALOL 2,5MG X 30 CR LETI;0;682;361;LETI;203.71;203.71;MEDICAMENTOS;NULL;BISOPROLOL;0.00;0.00;0.000;0.000
51716;7591585517166;BIOTALOL 5MG X 10 CR LETI;0;95;143;LETI;77.70;77.70;MEDICAMENTOS;NULL;BISOPROLOL;0.00;0.00;0.000;0.000
52698;7591585217165;BIOTALOL 5MG X 30 CR LETI;104;494;297;LETI;223.21;223.21;MEDICAMENTOS;2025-10-25;BISOPROLOL;0.00;0.00;0.000;0.000
54004;8904210707013;BIOTAMSUL 0.4MG X 30 TAB BIOMERCY;0;0;1;BIOMERCY;101.70;101.70;MEDICAMENTOS;NULL;TAMSULOSINA (0,4 mg);0.00;0.00;0.000;0.000
54032;8904210707105;BIOTELMIC 40MG X 30 TAB BIOMERCY;0;0;53;BIOMERCY;65.09;65.09;MEDICAMENTOS;NULL;TELMISARTAN;0.00;0.00;0.000;0.000
908512;7598455000520;BIOTILOL 0,50% 10 ML BIOGLASS;70;70;24;BIOGLASS;71.93;71.93;MEDICAMENTOS;2026-03-25;TIMOLOL (0,5 %);0.00;0.00;0.000;0.000
904710;733739004710;BIOTIN 5000 MG 60 VCAP NOW;64;0;0;NOW;362.23;362.23;MEDICAMENTOS;2026-07-25;BIOTINA+CALCIO+ZINC;0.00;0.00;0.000;0.000
685881;685239846881;BIOTINA COMPLEX 2100 MCG X 30 CAPS NATURISTI;19;45;24;NATURISTIK;229.10;229.10;MEDICAMENTOS;2025-12-25;BIOTINA+CALCIO+ZINC;0.00;0.00;0.000;0.000
685898;685239846898;BIOTINA COMPLEX 2100 MCG X 60 CAPS NATURISTI;20;18;18;NATURISTIK;335.67;335.67;MEDICAMENTOS;2025-04-25;BIOTINA+CALCIO+ZINC;0.00;0.00;0.000;0.000
908612;7598455000513;BIOXIDEX MOXIFLO 0,50 DEXAM 0,1  5ML BIOGLASS;6;4;17;BIOGLASS;196.75;196.75;INYECTABLES;2026-03-25;MOXIFLOXACINA/DEXAMETASONA;0.00;0.00;0.000;0.000
7591846;7592349001846;BIPROLIL 1,25MG COMP RECUBIERTOS VARGAS;48;42;24;VARGAS;162.54;162.54;MEDICAMENTOS;2025-11-25;BISOPROLOL (1,25 mg);0.00;0.00;0.000;0.000
72361;7592349723618;BIPROLIL 2,5 MG CR X 15 VARGAS;0;132;71;VARGAS;98.61;98.61;MEDICAMENTOS;2024-09-25;BISOPROL ;0.00;0.00;0.000;0.000
156307;7592349001563;BIPROLIL 2,5 MG CR X 30 VARGAS;206;133;45;VARGAS;147.37;147.37;MEDICAMENTOS;2025-11-25;BISOPROL ;0.00;0.00;0.000;0.000
72355;7592349723557;BIPROLIL 5 MG CR X 15 VARGAS;385;114;24;VARGAS;108.36;108.36;MEDICAMENTOS;2025-10-25;BISOPROL ;0.00;0.00;0.000;0.000
157073;7592349001570;BIPROLIL 5 MG CR X 30 VARGAS;102;380;96;VARGAS;147.37;147.37;MEDICAMENTOS;2026-02-25;BISOPROL ;0.00;0.00;0.000;0.000
78543;7730969307713;BIRGIT PLUS 50mg - 1000mg x 10 COMP MEGALABS;0;0;9;CARDIO;296.70;296.70;MEDICAMENTOS;NULL;SITAGLIPTINA-METFORMINA ;0.00;0.00;0.000;0.000
78544;7730969307706;BIRGIT PLUS 50mg - 1000mg x 30 COMP MEGALABS;0;0;5;CARDIO;811.40;811.40;MEDICAMENTOS;NULL;SITAGLIPTINA-METFORMINA ;0.00;0.00;0.000;0.000
729100;7730969307690;BIRGIT PLUS 50MG - 500MG X 10 COMP MEGALABS;86;17;8;CARDIO;258.00;258.00;MEDICAMENTOS;2024-10-25;SITAGLIPTINA-METFORMINA ;0.00;0.00;0.000;0.000
30142364;7467922682364;BISIPROLOL (CORANPROL) 5 MG X 30 TAB JMW;0;224;38;UNILINK PHARMA;235.10;235.10;MEDICAMENTOS;NULL;BISOPROLOL;0.00;0.00;0.000;0.000
2021;7750215021927;BISMUALIV 87,33MG/ 5ML X 150ML PORTUGAL;173;171;1;PORTUGAL;183.20;183.20;MEDICAMENTOS;2026-12-25;SUBSALICIlALATO DE BISMUTO;0.00;0.00;0.000;0.000
20239;7467922682609;BISOPROLOL (CORANPROL) 2.5 MG X 30 TAB JMW;48;22;17;JMW;183.38;183.38;MEDICAMENTOS;2024-10-25;BISOPROLOL;0.00;0.00;0.000;0.000
60230;8904306500894;BISOPROLOL - CARDERAL 5MG X100 TAB PRISM;1;7;12;PRISM;604.10;604.10;MEDICAMENTOS;2024-10-25;BISOPROLOL;0.00;0.00;0.000;0.000
19101001;7591519009132;BISOPROLOL 1,25MG X 30 TAB CALOX;120;150;94;CALOX;133.38;133.38;MEDICAMENTOS;2026-09-25;BISOPROLOL (1,25 mg);0.00;0.00;0.000;0.000
759205;7598176000205;BISOPROLOL 10MG X 30TAB ANGELUS;0;72;0;ANGELUS;83.57;83.57;MEDICAMENTOS;NULL;BISOPROLOL;0.00;0.00;0.000;0.000
19101002;7591519009149;BISOPROLOL 2,5MG X 30 TAB CALOX;138;114;205;CALOX;155.44;155.44;MEDICAMENTOS;2027-02-25;BISOPROLOL;0.00;0.00;0.000;0.000
92012;7597758000091;BISOPROLOL 2.5MG + HCT 6.25 MG X 15 ALESS;204;26;95;ALESS;51.60;51.60;ESPECIALES;2024-06-25;BISOPROLOL -HIDROCLOROTIAZIDA ;0.00;0.00;0.000;0.000
37717;7591585377173;BISOPROLOL 2.5MG X 20 TAB GENVEN;181;151;154;GENVEN;114.95;114.95;MEDICAMENTOS;2025-11-25;BISOPROLOL;0.00;0.00;0.000;0.000
92010;7597758000114;BISOPROLOL 2.5MG X 30 TAB ALESS;488;153;78;ALESS;107.99;107.99;ESPECIALES;2024-06-25;BISOPROLOL;0.00;0.00;0.000;0.000
37716;7591585377166;BISOPROLOL 5 MG X 20 TAB GENVEN;0;252;150;GENVEN;122.94;122.94;MEDICAMENTOS;NULL;BISOPROLOL;0.00;0.00;0.000;0.000
30142487;7598981002487;BISOPROLOL 5 MG X 30 TAB JMW;130;193;271;UNILINK PHARMA;183.38;183.38;MEDICAMENTOS;2026-05-25;BISOPROLOL;0.00;0.00;0.000;0.000
15562;7597758000107;BISOPROLOL 5MG + HCT 6.25 MG X 15 ALESS;143;37;91;ALESS;64.50;64.50;ESPECIALES;2024-06-25;BISOPROLOL -HIDROCLOROTIAZIDA ;0.00;0.00;0.000;0.000
92011;7597758000121;BISOPROLOL 5MG X 30 TAB ALESS;22;245;0;ALESS;129.67;129.67;ESPECIALES;2025-04-25;BISOPROLOL;0.00;0.00;0.000;0.000
720143;720524031143;BISOPROLOL FUMARATO 2.5MG X 30 LATTAN;47;67;0;LATTAN;86.69;86.69;MEDICAMENTOS;2024-12-25;BISOPROLOL;0.00;0.00;0.000;0.000
072150;720524031150;BISOPROLOL FUMARATO 5MG X 30 TAB USP LATTAN;0;0;167;LATTAN;108.36;108.36;MEDICAMENTOS;NULL;BISOPROLOL;0.00;0.00;0.000;0.000
805421;7591243805420;BLOCAX PLUS 16MG/125MG X 30TAB BIOTECH;97;156;97;BIOTECH;432.15;432.15;MEDICAMENTOS;2025-11-25;CANDESARTAN ;0.00;0.00;0.000;0.000
23833;791466994940;BLOCTEN (NEBIVOLOL)  5 MG X 30 TABS. DPT;0;0;6;DPT;450.77;450.77;MEDICAMENTOS;NULL;NEBIVOLOL;0.00;0.00;0.000;0.000
04312;7591585260055;BLOKIUM  COMP 100 MG X 30 LETI;21;32;10;LETI;311.33;311.33;MEDICAMENTOS;2028-08-25;ATENOLOL;0.00;0.00;0.000;0.000
14100;7591519000405;BLOKXA 10MG X 14 TAB MCK;163;131;12;MCK;157.88;157.88;MEDICAMENTOS;2025-11-25;RIVAROXABAN;0.00;0.00;0.000;0.000
723611;723592772611;BOLSA DE ORINA 2000ML CON VALVULA T;0;0;3;BRIUTCARE;33.32;33.32;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
2020010202;7597467000535;BOLSA RECOLE/D ORINA 2000ML X1 UND  PLUSMEDIC;360;569;73;PLUSMEDIC;29.52;29.52;DESCARTABLES;2026-04-25;;0.00;0.00;0.000;0.000
190052;7703332003079;BONAC 4% GEL X 30G KLINOS;26;0;12;KLINOS;492.78;492.78;MEDICAMENTOS;2025-10-25;ERITROMICINA+PEROXIDO DE BENZOILO;0.00;0.00;0.000;0.000
90332;7591821903326;BONAMES 150 mg TAB REC X 1 FARMA;8;3;233;FARMA;200.05;200.05;MEDICAMENTOS;2027-05-25;ACIDO IBANDRONICO ;0.00;0.00;0.000;0.000
68578;7703333007618;BONAVEN LOCIÓN LIMPIAD FCO. X 120 ML MEDIHEAL;12;110;71;MEDIHEALTH;670.79;670.79;MISCELANEOS;2025-05-25;AVENA COLOIDAL;0.00;0.00;0.000;0.000
21310;7591818213124;BONITROP 100 mg GRAGEAS X 20 COFASA;1019;2001;408;COFASA;146.63;146.63;MEDICAMENTOS;2026-04-25;PIRITINOL;0.00;0.00;0.000;0.000
68945;7599028000626;BÓRAX 20 G LYA;0;0;1;LYA;71.25;71.25;PATENTADOS NATURALES;NULL;BORAX;0.00;0.00;0.000;0.000
525114;7591808525114;BOROCANFOR RELAX ANTI-ROCE 14G VITA;7;9;3;VITA C.A.;122.59;122.59;MISCELANEOS;2028-06-25;;0.00;0.00;0.000;0.000
807166;7591243807127;BRAL 500MG TAB EST DISP. X 100 TAB BIOTECH;15;0;9;BIOTECH;1144.87;1144.87;MEDICAMENTOS;2026-01-25;DIPIRONA;0.00;0.00;0.000;0.000
96851;7591243807202;BRAL 500MG TAB X 20 BIOTECH;149;216;115;BIOTECH;206.40;206.40;MEDICAMENTOS;2026-01-25;DIPIRONA;0.00;0.00;0.000;0.000
21088;7591821210882;BRASARTAN CTDN 160 MG/ 12,5 MG X 30 TAB FARMA;0;0;55;FARMA;779.80;779.80;MEDICAMENTOS;NULL;VALSARTAN + CLORTALIDONA;0.00;0.00;0.000;0.000
21061;7591821210615;BRASARTAN CTDN 80MG/12.5MG TAB X 10 FARMA;60;353;159;FARMA;157.38;157.38;MEDICAMENTOS;2026-11-25;VALSARTAN + CLORTALIDONA;0.00;0.00;0.000;0.000
21059;7591821210592;BRASARTAN CTDN 80MG/12.5MG TAB X 30 FARMA;0;0;39;FARMA;464.40;464.40;MEDICAMENTOS;NULL;VALSARTAN + CLORTALIDONA;0.00;0.00;0.000;0.000
72555;733739100153;BREWERS YEAST 10 GRAIN, 650MG X 200 TAB NOW;18;5;0;NOW;434.67;434.67;MEDICAMENTOS;2024-10-25;LEVADURA DE CERVEZA;0.00;0.00;0.000;0.000
213407;7591818213407;BREXIN 180MG/5ML JBE X 120ML COFASA;128;113;76;COFASA;112.32;112.32;MEDICAMENTOS;2026-06-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
21327;7591818716755;BREXIN FORTE 650 mg x 10 TAB COFASA;41;176;51;COFASA;112.33;112.33;MEDICAMENTOS;2026-09-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
213277;7591818000168;BREXIN PLUS x 10 TAB COFASA;72;36;48;COFASA;218.32;218.32;MEDICAMENTOS;2026-05-25;ACETAMINOFEN+DIHIDROERGOTAMINA+CAFEINA;0.00;0.00;0.000;0.000
3014715;7841134017815;BRIMOTIN (BRIMODINA 0.2% TIMOLOL 0.5%) VITALP;67;121;86;ETICOS;211.60;211.60;MEDICAMENTOS;2025-09-25;BRIMONIDINA - TIMOLOL (0,2% - 0,5%);0.00;0.00;0.000;0.000
101109;7795368001754;BRIXIA 0,05% SOL OFTÁLMICA X 6 ML MEGALABS;267;0;0;MEGALABS;341.85;341.85;MEDICAMENTOS;2026-09-25;AZELASTINA;0.00;0.00;0.000;0.000
21452;7591651896805;BRODILIN JBE PED X 120ML ZUOZ;277;147;13;ZUOZ;166.87;166.87;MEDICAMENTOS;2025-10-25;CLENBUTEROL ;0.00;0.00;0.000;0.000
13012;7592601301585;BROLAT 5 MG-30MG /5ML SOL. ORAL X 60 ML MEYER;568;402;109;MEYER;185.60;185.60;MEDICAMENTOS;2025-05-25;AMBROXOL -LORATADINA ;0.00;0.00;0.000;0.000
31031;7592601301578;BROLAT 5 MG-30MG TABLETAS X 10  MEYER;295;145;43;MEYER;137.37;137.37;MEDICAMENTOS;2026-10-25;AMBROXOL -LORATADINA ;0.00;0.00;0.000;0.000
10155;7594000490204;BROMAZEPAM 6 MG X 30 COMP  ROWE;0;6;0;ROWE;283.80;283.80;PSICOTROPICOS;NULL;BROMAZEPAM;0.00;0.00;0.000;0.000
85698;7594000850077;BROMECOR 4MG/5ML JBE X 120 ML BIOQUIMICA;0;247;56;BIOQUIMICA;68.54;68.54;MEDICAMENTOS;NULL;BROMHEXINA ;0.00;0.00;0.000;0.000
65236;7594000850985;BROMEXINA JBE 4MG/5ML  X 120 ML BIOQUIMICA;0;66;302;BIOQUIMICA;84.66;84.66;MEDICAMENTOS;NULL;BROMHEXINA ;0.00;0.00;0.000;0.000
51330;7591818132029;BROMEXINA, 4MG/5ML JBE X 100 ML. COFASA;31;0;16;COFASA;139.19;139.19;MEDICAMENTOS;2025-09-25;BROMHEXINA ;0.00;0.00;0.000;0.000
200257;7598578000537;BROMHEXINA 4MG / 5ML JARABE DAC55;17;523;562;DAC 55;92.97;92.97;MEDICAMENTOS;2025-02-25;BROMHEXINA ;0.00;0.00;0.000;0.000
96959;7594000851562;BROMHEXINA 8 MG/5 ML JBE X 120ML BIOQUIMICA;0;0;732;BIOQUIMICA;85.46;85.46;MEDICAMENTOS;NULL;BROMHEXINA ;0.00;0.00;0.000;0.000
3014612;7598981000612;BROMHEXINA JARABE PED 4MG/5ML X 60ML JMW;120;138;86;ZENITH HEALTH;43.25;43.25;MEDICAMENTOS;2025-12-25;BROMHEXINA ;0.00;0.00;0.000;0.000
061747;6921875011400;BROMURO D/IPRATROPIO INH 20 MCG X 200 KMPLUS;37;53;0;KMPLUS;465.39;465.39;MEDICAMENTOS;2024-12-25;BROMURO DE IPRATROPIO ;0.00;0.00;0.000;0.000
01533;7598252101536;BROMURO DE IPATROPIO 20MCG/200 DOSIS P/INH;11;17;28;DISTRILAB;484.08;484.08;MEDICAMENTOS;2025-03-25;BROMURO DE IPRATROPIO ;0.00;0.00;0.000;0.000
076040;8908010870274;BROMURO DE TIOTROPIO 9MCG INH. 200 DOSIS KMPL;35;0;0;KMPLUS;771.58;771.58;MEDICAMENTOS;2024-12-25;BROMURO DE TIOTROPIO ;0.00;0.00;0.000;0.000
1063787;8904180213088;BROMURO/IPRATROPIO INHAL (AEROPRAT)20MCG JMW;0;258;132;SWISS QUALITY;467.38;467.38;MEDICAMENTOS;NULL;BROMURO DE IPRATROPIO ;0.00;0.00;1.000;1.000
143691;7592454889629;BROXOLGRIP 80mg-0,5mg SOL GOT PED X 30mL OTC;0;83;102;PHARMETIQUE CS;61.71;61.71;MEDICAMENTOS;NULL;ACETAMINOFEN -CLORFENIRAMINA ;0.00;0.00;0.000;0.000
40850;7592090000150;BRUCEN PANTALLA SOLAR CORPORAL  100GR BRUPHAR;0;1;0;BRUCEN;459.02;459.02;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
81113;7591062901105;BRUDOL 200MG-65MG CO RE X 20 ELMOR;0;0;10;ELMOR;88.36;88.36;MEDICAMENTOS;NULL;IBUPROFENO -CAFEINA;0.00;0.00;0.000;0.000
811114;7591062901082;BRUDOL 400MG-65MG CORE X 20 ELMOR;0;0;31;ELMOR;116.60;116.60;MEDICAMENTOS;NULL;IBUPROFENO -CAFEINA;0.00;0.00;0.000;0.000
81118;7591062013082;BRUGESIC FORTE 200MG/5ML ELMOR;0;0;1;ELMOR;104.50;104.50;MEDICAMENTOS;NULL;IBUPROFENO ;0.00;0.00;0.000;0.000
503967;7596211000098;BRUMA FACIAL MISTI ZOAH;44;111;37;ZOAH;190.65;190.65;MISCELANEOS;2025-11-25;MIEL, EXTRACTO DE LEVADURA, NIACINAMIDE;0.00;0.00;0.000;0.000
144857;7592454891349;BUCOXOLGAR 0,15-0,25% MENTA SOLTOPX120mL;36;0;0;PHARMETIQUE CS;119.90;119.90;MEDICAMENTOS;2025-03-25;LIDOCAINA CLORH+DECUALINO CLORH;0.00;0.00;0.000;0.000
144858;7592454891356;BUCOXOLGAR 0,15-0,25% MIEL SOL TOPX120mL OTC;45;67;44;PHARMETIQUE CS;119.90;119.90;MEDICAMENTOS;2025-02-25;LIDOCAINA CLORH+DECUALINO CLORH;0.00;0.00;0.000;0.000
144853;7592454891363;BUCOXOLGAR 3-1mg FRUTOS RO TAB MAST X 10 OTC;109;333;0;PHARMETIQUE CS;95.54;95.54;MEDICAMENTOS;2025-10-25;LIDOCAINA CLORH+DECUALINO CLORH;0.00;0.00;0.000;0.000
144854;7592454891370;BUCOXOLGAR 3mg-1mg MENTA TAB MAST X 10 OTC;179;44;106;PHARMETIQUE CS;95.54;95.54;MEDICAMENTOS;2025-08-25;LIDOCAINA CLORH+DECUALINO CLORH;0.00;0.00;0.000;0.000
144855;7592454891387;BUCOXOLGAR 3mg-1mg MIEL LI TAB MAST X 10 OTC;318;0;1;PHARMETIQUE CS;95.54;95.54;MEDICAMENTOS;2025-06-25;LIDOCAINA CLORH+DECUALINO CLORH;0.00;0.00;0.000;0.000
