codigo;codbarras;descrip;exisMerida;exisCaracas;exisOriente;marca;Precio;Oferta;Grupo;Vence;Principio;Escala;DescXEscala;Bonifica;CantBonifica
32596;7598578000070;CEFADROXILO 500MG TAB X 10 DAC55;0;0;505;DAC 55;125.15;125.15;MEDICAMENTOS;2024-12-25;CEFADROXILO;0.00;0.00;0.000;0.000
12141;7597758000237;CEFADROXILO 500MG X 12 CAPSULAS ALESS;450;171;56;ALESS;133.31;133.31;ESPECIALES;2025-07-25;CEFADROXILO;0.00;0.00;0.000;0.000
47022;7591585470225;CEFADROXILO CAP 500MG X 10 GENVEN;346;315;292;GENVEN;201.97;201.97;MEDICAMENTOS;2026-05-25;CEFADROXILO;0.00;0.00;0.000;0.000
140312;7703763784738;CEFADROXILO SUSP 250MG/5ML 60ML  LA SANTE;138;343;347;LA SANTE;190.80;190.80;MEDICAMENTOS;2025-05-25;CEFADROXILO;0.00;0.00;0.000;0.000
10031;7591519003208;CEFADROXILO SUSP 250MG/5ML 60ML CALOX;210;115;42;CALOX;184.24;184.24;MEDICAMENTOS;2025-12-25;CEFADROXILO;0.00;0.00;0.000;0.000
10109;7591585270207;CEFADROXILO SUSP 250MG/5ML 75ML GENVEN;0;42;10;GENVEN;175.46;175.46;MEDICAMENTOS;NULL;CEFADROXILO;0.00;0.00;0.000;0.000
057175;6921875012650;CEFADROXILO SUSP PED 250MG/5ML X 60 ML KMPLUS;11;0;42;KMPLUS;160.86;160.86;MEDICAMENTOS;2025-05-25;CEFADROXILO;0.00;0.00;0.000;0.000
49000;7598813000490;CEFADROXILO TAB 500 MG X 10 MM;45;88;44;KWALITY PHARMACEUTICAL INDIA;148.09;148.09;MEDICAMENTOS;2025-12-25;CEFADROXILO;0.00;0.00;0.000;0.000
1061143;6937874106931;CEFALEXINA 250 MG/5 ML POLVO /SUSP 60ML JMW;8;0;0;UNILINK PHARMA;103.30;103.30;MEDICAMENTOS;2025-06-25;CEFALEXINA (250 mg / 5 ml);0.00;0.00;0.000;0.000
074517;6942189530210;CEFALEXINA SUSP 125MG/5ML 60ML KMPLUS;124;123;45;KMPLUS;115.38;115.38;MEDICAMENTOS;2025-05-25;CEFALEXINA (250 mg / 5 ml);0.00;0.00;0.000;0.000
1064263;8904180251714;CEFAZOLINA SOD (CEBAC) 1GR POLVO PARA SOL JMW;1658;1292;485;JMW;54.01;54.01;INYECTABLES;2024-06-25;CEFAZOLINA ;0.00;0.00;1.000;1.000
301412;7598981001121;CEFEPIMA 1G POLVO P/SOL INY X 25 AMP;16;18;18;EAST AFRICAN;2347.78;2347.78;INYECTABLES;2026-02-25;CEFEPIMA (1 g);0.00;0.00;0.000;0.000
890767;8906112610767;CEFEPIME 1000MG I.V/I.M. ADN MEDICAL;0;0;22;ADN MEDICAL;144.39;137.17;INYECTABLES;NULL;CEFEPIMA (1 g);1.00;5.00;0.000;0.000
052117;6921875010793;CEFEPIME SOL INY IM/IV 1G KMPLUS;1202;62;44;KMPLUS;119.26;119.26;INYECTABLES;2025-06-25;CEFEPIMA (1 g);0.00;0.00;0.000;0.000
807602;7592803004086;CEFIPLUS 15% - 4% CREMA VAGINAL 40GR DOLLDER;35;82;63;DOLLDER;299.28;299.28;MEDICAMENTOS;2025-11-25;METRONIDAZOL -MICONAZOL;0.00;0.00;0.000;0.000
30268;7598578000704;CEFIXIMA 100MG 5ML PVO. P/SUSP ORAL DAC 55;423;0;0;DAC 55;208.59;208.59;MEDICAMENTOS;2026-07-25;CEFIXIME ;0.00;0.00;0.000;0.000
17222;7591585172228;CEFIXIMA 400MG X 5 CAP GENVEN;104;95;106;GENVEN;478.25;478.25;MEDICAMENTOS;2025-11-25;CEFIXIME ;0.00;0.00;0.000;0.000
25301001;7591519000894;CEFIXIMA 400MG X 5 TAB CALOX;55;89;0;CALOX INTERNACIONAL;607.89;607.89;MEDICAMENTOS;2025-04-25;CEFIXIME ;0.00;0.00;0.000;0.000
36964;7598578000445;CEFIXIMA DAC 400MG X 10 TABLETAS DISPERS. DAC;620;0;0;DAC 55;208.59;208.59;MEDICAMENTOS;2025-09-25;CEFIXIME ;0.00;0.00;0.000;0.000
50161;7598252101017;CEFIXIMA SUSP 100MG/5 ML X 60 ML DISTRILAB;60;0;45;DISTRILAB;169.12;169.12;MEDICAMENTOS;2026-03-25;CEFIXIME ;0.00;0.00;0.000;0.000
32656;730170649494;CEFIXIMA SUSP 100MG/5 ML X 60 ML KMPLUS;227;109;36;KMPLUS;182.49;182.49;MEDICAMENTOS;2025-07-25;CEFIXIME ;0.00;0.00;0.000;0.000
890256;8904306502256;CEFIXIME - PRIFIXIM 400MG X 100 CAP PRISM;0;0;9;PRISM;1495.87;1495.87;MEDICAMENTOS;NULL;CEFIXIME ;0.00;0.00;0.000;0.000
890256B;;CEFIXIME-PRIFIXIM 400MG X10 CAP (BLIST) PRISM;3857;0;0;PRISM;158.67;158.67;MEDICAMENTOS;2024-09-25;CEFIXIME ;0.00;0.00;0.000;0.000
10618;7597285000618;CEFOMEDC (CEFOTAXIMA SODICA) POLVO 1GR X 1AMP;47;0;30;IPS;45.10;45.10;INYECTABLES;2025-08-25;CEFOTAXIMA;0.00;0.00;0.000;0.000
14310;7703281021353;CEFOTAS 250MG/5ML SUSP ORAL X 100 MEGALABS;47;0;0;MEGALABS;232.20;232.20;MEDICAMENTOS;2026-09-25;CEFADROXILO;0.00;0.00;0.000;0.000
14309;7703281021346;CEFOTAS 500MG X 20 CAPS;88;0;0;MEGALABS;290.25;290.25;MEDICAMENTOS;2026-09-25;CEFADROXILO;0.00;0.00;0.000;0.000
5553-1;7707236121969;CEFTAZIDIMA 1G I.M/I.V POLVO AMP CJA  X 10;0;0;2;VITALIS;951.15;951.15;INYECTABLES;NULL;CEFTAZIDIMA (1 g);0.00;0.00;0.000;0.000
30120681;7598981000681;CEFTIBUTENO SUSP ORAL PED 180MG/5ML X 60ML;138;341;175;ZENITH HEALTH;641.41;641.41;MEDICAMENTOS;2025-12-25;CEFTIBUTEN (180 mg / 5 ml);0.00;0.00;0.000;0.000
1220907;8904210805610;CEFTIROL 1 GR AMP  IM/IV FAHD;0;0;1;INNOVA CAPTAB;43.37;43.37;INYECTABLES;NULL;CEFTRIAXONA;0.00;0.00;0.000;0.000
210506;7598252101567;CEFTRIAXONA 1 GR  X 1 AMP DISTRILAB;0;6;0;DISTRILAB;24.64;24.64;INYECTABLES;NULL;CEFTRIAXONA;0.00;0.00;0.000;0.000
578412;8904306503543;CEFTRIAXONA 1 GR (PROTIAX) X 1 AMP PRISM;0;0;21;PRISM;41.10;41.10;INYECTABLES;2024-10-25;CEFTRIAXONA;0.00;0.00;0.000;0.000
210916;18906045224434;CEFTRIAXONA 1 GR AMP ADN MEDICAL;0;0;1;ADN MEDICAL;29.09;27.64;INYECTABLES;NULL;;1.00;5.00;0.000;0.000
96866;1890701000215;CEFTRIAXONA 1 GR X 10 VIALES B.C;0;0;2;BC GROUP MEDICAL CA;264.45;264.45;INYECTABLES;NULL;CEFTRIAXONA;0.00;0.00;0.000;0.000
21502;7591818111123;CELAY  10 MG/ML. SOL GOT X 15 ml COFASA;0;0;2;COFASA;76.10;76.10;MEDICAMENTOS;NULL;CETIRIZINA ;0.00;0.00;0.000;0.000
21501;7591818116104;CELAY 10 mg X 10  TAB COFASA;0;0;48;COFASA;80.62;80.62;MEDICAMENTOS;NULL;CETIRIZINA ;0.00;0.00;0.000;0.000
606060;7593090001567;CELISTIA (CEFIXIMA) 100MG/5ML X 60 ML FC PHAR;121;116;42;FC PHARMA;312.72;312.72;MEDICAMENTOS;2025-05-25;CEFIXIME ;0.00;0.00;0.000;0.000
985534;7593090001321;CELISTIA X5 TAB (CEFIXIMA);0;0;7;FC PHARMA;118.68;118.68;MEDICAMENTOS;NULL;CEFIXIME ;0.00;0.00;0.000;0.000
14493;7592946168324;CENTELLA C/ALCACHOFA 300MG X 90 CAP ARCO IRIS;37;62;6;ARCO IRIS;336.46;302.81;PATENTADOS NATURALES;2025-11-25;CENTELLA+ALCACHOFA 300MG;1.00;10.00;0.000;0.000
14738;7597134000691;CENTELLALAB  X 70 CAP LA ABEJITA;231;0;47;LA ABEJITA;241.18;241.18;PATENTADOS NATURALES;2026-01-25;CENTELLA ASIATICA ;0.00;0.00;0.000;0.000
00255;7592946005704;CENTELLASAN CAPSULA X 90 ARCO IRIS;342;388;81;ARCO IRIS;336.46;302.81;PATENTADOS NATURALES;2026-08-25;CENTELLA ASIATICA ;1.00;10.00;0.000;0.000
91130;7597297000194;CEP DENTA TOTAL CLEAN X 1 (ICEBERG);0;0;25;ICEBERG;19.04;19.04;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
91131;7597297000484;CEP DENTAL ACQUA ULTRA SLIM X 1 (ICEBERG);0;34;5;ICEBERG;21.32;21.32;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
91133;7597297000187;CEP DENTAL ADVANCED PRO X 1 (ICEBERG);0;0;57;ICEBERG;19.57;19.57;MISCELANEOS;2024-10-25;;0.00;0.00;0.000;0.000
91134;7597297000200;CEP DENTAL CRISTAL CLEAN X 1 (ICEBERG);0;0;6;ICEBERG;18.04;18.04;MISCELANEOS;2024-10-25;;0.00;0.00;0.000;0.000
91136;7597297000415;CEP DENTAL DE ORTODONCIA  X 1 (ICEBERG);0;0;1;ICEBERG;40.59;40.59;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
91143;7597297000217;CEP DENTAL WAVE x 1 (ICEBERG);0;0;5;ICEBERG;13.94;13.94;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
275931;3014260275938;CEP.DENTAL ORAL B INFANTIL 12UNID PABON;0;12;0;ORAL B;153.86;153.86;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
91145;7597297000286;CEPILLO DE SILICONA PARA BEBES X 1 (ICEBERG);0;0;15;ICEBERG;34.44;34.44;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
91146;7597297000224;CEPILLO DENTAL DASHER KIDS 5+ X 1 (ICEBERG);0;0;25;ICEBERG;16.81;16.81;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
890511;8904278577511;CERO AKNE LOCION PARA EL TTO. DEL ACNE FAHD;9;0;0;FAHD;160.32;160.32;MISCELANEOS;2025-04-25;;0.00;0.00;0.000;0.000
100165;7592432001654;CETIRIVAX 10mg CAP x 10 vivax;0;0;1;VIVAX;94.00;94.00;MEDICAMENTOS;NULL;CETIRIZINA ;0.00;0.00;0.000;0.000
890249;8904306502249;CETIRIZINA - COMFOCET 10 MG X 100 TAB PRISM;12;19;9;PRISM;191.31;191.31;MEDICAMENTOS;2025-04-01;CETIRIZINA ;0.00;0.00;0.000;0.000
1061092;7598981002715;CETIRIZINA 10MG X 10 TABLETAS JMW;0;24;127;JMW;12.20;12.20;MEDICAMENTOS;NULL;CETIRIZINA ;0.00;0.00;0.000;0.000
775384;7750215002384;CETIRIZINA 10MG X 100 TAB PORTUGAL;1;4;21;PORTUGAL;240.00;240.00;MEDICAMENTOS;2025-06-25;CETIRIZINA ;0.00;0.00;0.000;0.000
177459;7591585174598;CETIRIZINA 1MG X 60ML GENVEN;2477;1336;674;GENVEN;72.68;72.68;MEDICAMENTOS;2025-10-25;CETIRIZINA ;0.00;0.00;0.000;0.000
78956;7592616083018;CETIRIZINA 1MG/ML X60 ML JBE. KIMICEG;1;0;0;KIMICEG;71.30;71.30;MEDICAMENTOS;2025-11-25;CETIRIZINA ;0.00;0.00;0.000;0.000
1063790;7598981000506;CETIRIZINA 5MG /5ML 60 ML  JBE PED JMW;119;271;53;JMW;61.98;61.98;MEDICAMENTOS;2025-06-25;CETIRIZINA ;0.00;0.00;0.000;0.000
140321;7592454138239;CETIRIZINA 5MG /5ML JBE X 60ML  LA SANTE;232;1868;2400;LA SANTE;80.82;80.82;MEDICAMENTOS;2026-11-25;CETIRIZINA ;0.00;0.00;0.000;0.000
750218;7750215003299;CETIRIZINA 5MG /5ML JBE X 60ML PORTUGAL;104;267;104;PORTUGAL;81.72;81.72;MEDICAMENTOS;2025-10-25;CETIRIZINA ;0.00;0.00;0.000;0.000
30142661;7598981002661;CETIRIZINA SOL ORAL PED 5MG/5ML X 60ML;0;634;565;UNILINK PHARMA;56.81;56.81;MEDICAMENTOS;NULL;CETIRIZINA ;0.00;0.00;0.000;0.000
17458;7591585174581;CETIRIZINA TAB 10MG X 10 GENVEN;1434;867;927;GENVEN;37.46;37.46;MEDICAMENTOS;2026-09-25;CETIRIZINA ;0.00;0.00;0.000;0.000
03876;7592601100706;CETRAL 10MG SOL GTS X 10ML MEYER;473;93;0;MEYER;80.50;80.50;MEDICAMENTOS;2025-11-25;CETIRIZINA ;0.00;0.00;0.000;0.000
53179;7592601100928;CETRAL 5MG/5ML SOL X 60ML MEYER;536;584;352;MEYER;119.63;119.63;MEDICAMENTOS;2025-11-25;CETIRIZINA ;0.00;0.00;0.000;0.000
13024;7592601101147;CETRAL D SOLUCION ORAL X 60ML  MEYER;1668;498;207;MEYER;172.16;172.16;MEDICAMENTOS;2024-09-25;CETIRIZINA DICLORHIDRATO -PSEUDOEFEDRINA;0.00;0.00;0.000;0.000
10350;7592601100690;CETRAL TABS 10MG X 10 MEYER;1822;533;768;MEYER;37.01;37.01;MEDICAMENTOS;2026-02-25;CETIRIZINA ;0.00;0.00;0.000;0.000
04877;75971243;CEXTACIM 1GR AMP  POLVO X 1 IV/IM ALESS;51;256;106;ALESS;33.24;33.24;ESPECIALES;2025-05-25;CEFOTAXIMA;0.00;0.00;0.000;0.000
25928;7599028000312;CHAMPÚ LIENDRECID  100 CC  LYA;0;0;10;LYA;142.49;142.49;MISCELANEOS;2024-11-25;DELTAMETRINA;0.00;0.00;0.000;0.000
14733;7597134002114;CHANCAPIEDRA  X 70 CAP LA ABEJITA;417;0;0;LA ABEJITA;138.73;138.73;PATENTADOS NATURALES;2026-01-25;CHANCA PIEDRA;0.00;0.00;0.000;0.000
72556;733739108159;CHEWABLE PAPAYA ENZYMES X 180 TAB NOW;2;12;5;NOW;543.34;543.34;MEDICAMENTOS;2024-10-25;ENZIMAS PANCREATICAS;0.00;0.00;0.000;0.000
50000894;7591061660584;CHICCO ACEITE PARA NIÑOS 220CC PHARSANA;1;0;0;CHICCO;160.88;160.88;MISCELANEOS;2025-11-25;;0.00;0.00;0.000;0.000
50000049;7591061660362;CHICCO CHAMPU MANZANILLA 200CC PHARSANA;0;0;9;CHICCO;113.48;113.48;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
569852;7501082242010;CIALIS 20 MG X 1 TAB CCM;6;0;0;LILLY;640.05;640.05;MEDICAMENTOS;2026-02-25;TADALAFIL ;0.00;0.00;0.000;0.000
759260;7592601303640;CIATAL  500MG/2ML IM/IV X 9 AMP MEYER;53;102;165;MEYER;737.01;737.01;INYECTABLES;2025-04-25;CITICOLINA;0.00;0.00;0.000;0.000
259654;7599028000404;CICATRIMED (CREMA CICATRIZANTE)  30 G LYA;73;18;2;LYA;125.40;125.40;PATENTADOS NATURALES;2025-09-25;SILDENAFIL ;0.00;0.00;0.000;0.000
54039;890410708034;CICLESONA-T INHAL.AD 200 MCG-6MCG/9MCG BIOME;27;58;47;BIOMERCY;810.69;810.69;MEDICAMENTOS;2024-12-25;CICLESONIDA+FUMAR.FORMOTER.+BROMUR.TIOTRO;0.00;0.00;0.000;0.000
100101;8904250520900;CICLOGYNON LEVONORG.0.15MG+ETINILEST.0.03MG;83;203;306;TIARES TU SALUD PRIMERO;104.72;104.72;MEDICAMENTOS;2025-12-25;LEVONORGESTREL+ETINILESTRADIOL;0.00;0.00;0.000;0.000
115280;7591619519227;CICLOKAN 500MG X 21 COMP REC KLINOS;231;179;157;KLINOS;606.30;606.30;MEDICAMENTOS;2025-09-25;ACIDO TRANEXAMICO ;0.00;0.00;0.000;0.000
99971;7594000491744;CICLOKAN 500MG/5ML X 1 AMP  KLINOS;101;125;0;KLINOS;180.60;180.60;INYECTABLES;2027-09-25;ACIDO TRANEXAMICO ;0.00;0.00;0.000;0.000
91619;7591619000572;CIFLOX 750MG X 7 COMPRIMIDS;19;0;0;MEGALABS;161.25;161.25;MEDICAMENTOS;2024-06-25;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
304116;7592803004116;CINAREN 25MG X 30 COMP DOLLDER;261;120;94;DOLLDER;127.71;112.38;MEDICAMENTOS;2027-11-25;CINNARIZINA;1.00;12.00;0.000;0.000
80703;7592803000118;CINAREN 75MG X 20 CAP DOLLDER;270;81;19;DOLLDER;145.77;145.77;MEDICAMENTOS;2027-11-25;CINNARIZINA;0.00;0.00;0.000;0.000
1064279;8904180212920;CINARIZINA 75MG (CINAZIN) X10 TABLETAS JMW;502;813;543;JMW;46.96;46.96;MEDICAMENTOS;2024-05-25;CINNARIZINA;0.00;0.00;1.000;1.000
578414;8904306503185;CINNARIZINA 75MG (PRICINNA) 75MG 10 TAB PRISM;87;42;46;PRISM;81.78;81.78;MEDICAMENTOS;2025-04-01;CINNARIZINA;0.00;0.00;0.000;0.000
11302001;7591519007060;CINNARIZINA 75MG X 10 CAP CALOX;232;114;57;CALOX INTERNACIONAL;58.89;58.89;MEDICAMENTOS;2026-04-25;CINNARIZINA;0.00;0.00;0.000;0.000
701412;7597297001412;CINTA ELÁSTICA AUTOADHESIVA ZUVISS 7.5CMX4.5M;40;26;56;ZUVISS;144.72;144.72;DESCARTABLES;2028-03-25;;0.00;0.00;0.000;0.000
701405;7597297001405;CINTA KINESIOLÓGICA ZUVISS 5CMX5M;25;24;0;ZUVISS;251.75;251.75;DESCARTABLES;2028-03-25;;0.00;0.00;0.000;0.000
145080;7703763268863;CIPROFIBRATO 100MG TAB X 30 ELTER;0;863;81;LA SANTE;516.38;516.38;MEDICAMENTOS;NULL;CIPROFIBRATO (100 mg);0.00;0.00;0.000;0.000
736372;736372230249;CIPROFLOXACINA 0,2G/100ML INF GLOBAL MEDIC;346;440;237;GLOBAL MEDIC;43.54;41.36;INYECTABLES;2026-02-25;CIPROFLOXACINA ;1.00;5.00;0.000;0.000
210324;7598252101055;CIPROFLOXACINA 200 MG X 100 ML INF DISTRILAB;162;1;0;DISTRILAB;37.80;37.80;INYECTABLES;2026-06-25;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
04502;7597285000373;CIPROFLOXACINA 200 MG X 100 ML INF IPS;1095;584;179;IPS;47.07;47.07;INYECTABLES;2026-05-25;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
35210;7597758000077;CIPROFLOXACINA 500 MG X 6 TABLETAS ALESS;409;358;162;ALESS;34.24;34.24;MEDICAMENTOS;2025-04-25;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
52634;7591585573667;CIPROFLOXACINA 500MG X 10CR LETI;10;201;367;LETI;113.29;113.29;MEDICAMENTOS;2026-02-25;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
759021;7598176000021;CIPROFLOXACINA 500MG X 10TAB ANGELUS;481;89;16;ANGELUS;64.53;64.53;MEDICAMENTOS;2025-07-25;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
01574;7598578000094;CIPROFLOXACINA 500MG X 10TAB DAC 55;0;1;512;DAC 55;67.35;67.35;MEDICAMENTOS;NULL;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
140328;7703763301133;CIPROFLOXACINA 500MG X 6 TAB  LA SANTE;301;562;1;LA SANTE;92.05;92.05;MEDICAMENTOS;2026-07-25;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
34569;7591020008891;CIPROFLOXACINA TAB 500MG X 12 GENCER;0;0;237;GENCER;140.39;140.39;MEDICAMENTOS;NULL;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
801003;7591519001716;CIPROFLOXACINA TAB 500MG X 14 CALOX;0;360;0;CALOX;161.22;161.22;MEDICAMENTOS;NULL;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
83223;7592349832235;CIPROFLOXACINA TAB 500MG X 6 G.C;224;392;313;G.C;70.43;70.43;MEDICAMENTOS;2025-10-25;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
076395;730170649234;CIPROTERONA/ETINILEST.2MG/0.035MG X 21 TAB KM;29;0;115;KMPLUS;127.58;127.58;MEDICAMENTOS;2025-09-25;CIPROTERONA -ETINILESTRADIOL (2 mg - 35 mcg);0.00;0.00;0.000;0.000
1064274;8904180213064;CITICOLI SOD (NEUROCIT) 500MG/4 MLX 5 AMP JMW;70;112;46;JMW;340.25;340.25;INYECTABLES;2024-09-25;CITICOLINA;0.00;0.00;0.000;0.000
15201006;7591519000559;CITICOLINA 500 MG X 10 TAB CALOX;86;209;97;CALOX;480.56;480.56;MEDICAMENTOS;2026-11-25;CITICOLINA;0.00;0.00;0.000;0.000
210335;7598252101819;CITICOLINA 500MG X 30TAB DISTRILAB;4;25;5;DISTRILAB;402.43;402.43;MEDICAMENTOS;2025-04-25;CITICOLINA;0.00;0.00;0.000;0.000
759162;7591519316162;CITICOLINA x 30 TAB CALOX;67;46;65;CALOX;1046.19;1046.19;MEDICAMENTOS;2026-09-25;CITICOLINA;0.00;0.00;0.000;0.000
3014778;7841134017778;CITOL CIPROF (CIPROFLOXACINA 0.3%) VITALPHARM;70;142;96;ETICOS;394.03;394.03;INYECTABLES;2025-10-25;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
301485;7841134017785;CITOL DEXA (DEXAMETA0.1%) SOL.OFT X 10ML JMW;94;92;94;JMW;155.42;155.42;MEDICAMENTOS;2025-10-25;DEXAMETASONA ;0.00;0.00;0.000;0.000
301439;7841134017839;CITOL DEXA TOBRANF 0.1% 0.3% SOL OF 10ML JMW;94;48;48;JMW;187.82;187.82;MEDICAMENTOS;2025-08-25;DEXAMETASONA -TOBRAMICINA;0.00;0.00;0.000;0.000
578416;8904306503192;CITRATO DE CLOMIFENO 50 MG (PRIFERT) X 10 TAB;52;0;9;PRISM;273.28;273.28;MEDICAMENTOS;2025-04-01;CITRATO DE CLOMIFENO 50 MG;0.00;0.00;0.000;0.000
210059;7597134000981;CITRATO DE MAGNESIO X 70 CAP. LA ABEJITA;731;0;182;LA ABEJITA;218.14;218.14;MEDICAMENTOS;2025-02-25;CITRATO DE MAGNESIO;0.00;0.00;0.000;0.000
7756;787790457756;CITRATO DE MAGNESIUM X 60 CAPSULAS ETERNAL;0;62;55;ETERNAL;275.03;275.03;MEDICAMENTOS;NULL;CITRATO DE MAGNESIO;0.00;0.00;0.000;0.000
000019;7599028000107;CITRATO DE POTASIO X 240 ML LYA;111;51;33;LYA;143.05;143.05;PATENTADOS NATURALES;2025-09-25;CITRATO DE POTASIO AL 10 %;0.00;0.00;0.000;0.000
13747;7597134000868;CITRATO DE POTASIO X 500 ML LA ABEJITA;282;249;260;LA ABEJITA;207.84;207.84;PATENTADOS NATURALES;2025-05-25;CITRATO DE POTASIO (1080 mg);0.00;0.00;0.000;0.000
750114;7599028000114;CITRATO DE POTASIO X 500 ML LYA;301;41;40;LYA;177.01;177.01;PATENTADOS NATURALES;2026-02-25;CITRATO DE POTASIO (1080 mg);0.00;0.00;0.000;0.000
11712;7592946001171;CLA+L-CARNITINA+TE VERDE ARCO IRIS;78;100;111;ARCO IRIS;296.44;266.80;MEDICAMENTOS;2025-10-25;L-CARNITINA + TE VERDE;1.00;10.00;0.000;0.000
10954;7591196000071;CLARASOL SOL OFTALMICA X 15ML OFTALMI;0;10;0;OFTALMI;57.69;57.69;MEDICAMENTOS;NULL;NAFAZOLINA;0.00;0.00;0.000;0.000
230600100100;7594001564485;CLARIFRESH 10ML GOTAS OCULARES 0.5% GENIA CAR;0;0;50;GENIA CARE;113.87;113.87;MEDICAMENTOS;NULL;CARMELOSA SODICA ;0.00;0.00;0.000;0.000
775167;7750215007167;CLARITROMICINA 250MG/5ML 50ML PORTUGAL;98;49;26;PORTUGAL;508.54;508.54;MEDICAMENTOS;2025-09-25;CLARITROMICINA ;0.00;0.00;0.000;0.000
32439;7703712032439;CLARITROMICINA 250mg/5mL SUSP QUALITYMED;76;119;108;COASPHARMA;469.97;469.97;MEDICAMENTOS;2025-07-25;CLARITROMICINA ;0.00;0.00;0.000;0.000
140334;7703763660131;CLARITROMICINA 500 MG X 10 TABLETAS LA SANTE;341;263;334;LA SANTE;225.44;225.44;MEDICAMENTOS;2025-03-25;CLARITROMICINA ;0.00;0.00;0.000;0.000
7001002;7591519003048;CLARITROMICINA 500MG X 10 TAB CALOX;23;279;6;CALOX;220.34;220.34;MEDICAMENTOS;2026-12-25;CLARITROMICINA (500 mg);0.00;0.00;0.000;0.000
51572;7591196003171;CLARIX GOTAS NASALES 15 ML. ADULTO OFTALMI;222;343;215;OFTALMI;105.79;105.79;MEDICAMENTOS;2027-04-25;OXIMETAZOLINA ;0.00;0.00;0.000;0.000
51573;7591196000101;CLARIX GOTAS NASALES 15 ML. PEDIATRIC OFTALMI;241;260;64;OFTALMI;141.05;141.05;MEDICAMENTOS;2027-05-25;OXIMETAZOLINA ;0.00;0.00;0.000;0.000
759100;7591196000095;CLARIX SPRAY NASAL ADULTO OFTALMI;25;73;64;OFTALMI;145.63;145.63;MEDICAMENTOS;2027-08-25;OXIMETAZOLINA ;0.00;0.00;0.000;0.000
759397;7597285000397;CLAVUMED X 10 TAB (AMOXI-AC.CLAV 500MG-125MG);188;56;20;IPS;208.91;208.91;MEDICAMENTOS;2026-07-25;AMOXICILINA -ACIDO CLAVULANICO ;0.00;0.00;0.000;0.000
36988;7597285000403;CLAVUMED X 10 TAB (AMOXI-AC.CLAV 875MG-125MG);324;159;170;IPS;245.94;245.94;MEDICAMENTOS;2026-07-25;AMOXICILINA -ACIDO CLAVULANICO ;0.00;0.00;0.000;0.000
109900;7750215026632;CLAVUTRIM CL X 10T(AMOXI-AC.CLAV 500MG-125MG);333;255;165;PORTUGAL;302.13;302.13;MEDICAMENTOS;2025-10-25;AMOXICILINA -ACIDO CLAVULANICO ;0.00;0.00;0.000;0.000
50206;7750215020647;CLAVUTRIM CL X 14T(AMOXI-AC.CLAV 875MG-125MG);101;75;20;PORTUGAL;459.04;459.04;MEDICAMENTOS;2025-07-25;AMOXICILINA -ACIDO CLAVULANICO ;0.00;0.00;0.000;0.000
112019;7591955000090;CLENBUNAL 0,020MG X 10 COMP KLINOS;27;0;76;KLINOS;116.10;116.10;MEDICAMENTOS;2028-02-25;CLENBUTEROL ;0.00;0.00;0.000;0.000
1122019;7591955000106;CLENBUNAL 0,020MG X 20 COMP KLINOS;43;1;4;KLINOS;149.64;149.64;MEDICAMENTOS;2026-07-25;CLENBUTEROL ;0.00;0.00;0.000;0.000
11220;7591955000144;CLENBUNAL GOTAS X 15 ML KLINOS;354;117;41;KLINOS;161.25;161.25;MEDICAMENTOS;2026-05-25;CLENBUTEROL ;0.00;0.00;0.000;0.000
11202;7591955000120;CLENBUNAL JBE ADULTO X 120ML KLINOS;99;92;47;KLINOS;187.05;187.05;MEDICAMENTOS;2026-01-25;CLENBUTEROL ;0.00;0.00;0.000;0.000
71016;7594000851357;CLENBUTEROL 0.005MG/5ML X 120ML BIOQUIMICA;0;111;59;BIOQUIMICA;112.87;112.87;MEDICAMENTOS;NULL;CLENBUTEROL ;0.00;0.00;0.000;0.000
71015;7594000851371;CLENBUTEROL 0.01MG/5ML X 120ML BIOQUIMICA;60;279;89;BIOQUIMICA;113.69;113.69;MEDICAMENTOS;2025-07-25;CLENBUTEROL ;0.00;0.00;0.000;0.000
11224;7591955000175;CLENBUXOL GOTAS PED X 20 ML KLINOS;156;165;29;KLINOS;144.48;144.48;MEDICAMENTOS;2026-06-25;AMBROXOL -CLENBUTEROL;0.00;0.00;0.000;0.000
