CODIGO;DESCRIPCION;PRECIO;CANTIDAD;DCTO;MARGENFAR;DCTO_UFI;EMPAQUE;DCTO_EMPQUE;CODBARRAS;TIPO;CODPROV;LOTE;FECHA_EXP;REGULADO;CADENA_FRIO;DCTO_COMER;DCTO_PP;ORIGINAL;UMF;FECHAINGRESO;ADM
16918;APLACAL 750BANANA X120TM;1600.73;59;0.00; 0.00;0.00; 0; 0.00;7592601000013;M;AP;339504;2025-07;N;NO;4.00; 0.00;39;1;2024-03-09;0
13420;APLACAL 750FRAMB. X10TM; 207.18; 291; 0.00; 0.00;0.00; 0; 0.00;7592601303145;M;AP;339606;2025-10;N;NO;4.00; 0.00;105; 1;2024-03-09;0
16896;APLACAL 750FRAMB. X120TM;1600.73;67;0.00; 0.00;0.00; 0; 0.00;7592601000020;M;AP;439601;2026-02;N;NO;4.00; 0.00;39;1;2024-03-09;0
13421;APLACAL 750MANDA. X10TM; 207.18; 187; 0.00; 0.00;0.00; 0; 0.00;7592601303169;M;AP;339702;2025-04;N;NO;4.00; 0.00;105; 1;2024-03-09;0
16919;APLACAL 750MANDA. X120TM;1600.73;54;0.00; 0.00;0.00; 0; 0.00;7592601000037;M;AP;339702;2025-04;N;NO;4.00; 0.00;39;1;2024-03-09;0
13422;APLACAL 750MENTA X10TM;207.18; 212; 0.00; 0.00;0.00; 0; 0.00;7592601303152;M;AP;339802;2025-04;N;NO;4.00; 0.00;105; 1;2024-03-09;0
16897;APLACAL 750MENTA X120TM; 1600.73;41;0.00; 0.00;0.00; 0; 0.00;7592601000044;M;AP;339805;2025-09;N;NO;4.00; 0.00;39;1;2024-03-09;0
KH026;APLICADOR ALGODON X100 KX; 39.00;720; 0.00; 0.00;5.00; 0; 0.00;813333012400; C;KH;230328;2028-04;N;NO;4.00; 0.00;200; 1;2024-03-09;0
JF370;APLICADOR SOMBRA X12 CALA; 78.59;79;0.00; 0.00;0.00; 0; 0.00;616513708427; C;100822;10X; 2030-01;N;NO;4.00; 0.00;288; 1;1900-01-01;0
16951;APPLE VINEGAR VAL450 30CA; 263.25; 42;0.00; 0.00;0.00; 0; 0.00;617748376337; A;NQ;23L065;2027-11;N;NO;4.00; 0.00;24;1;2024-03-09;0
NW750;APPLE VINEGAR450MG.X180CA; 684.45; 1; 0.00; 0.00;0.00; 0; 0.00;733739110312; N;NW;3285440; 2026-02;N;NO;4.00; 0.00;12;1;2024-03-09;0
SR460;APROVEL 150MG. X14CO;465.08; 20;0.00; 0.00;0.00; 0; 0.00;3582910027768;M;100641;EA3711;2026-06;N;NO;4.00; 0.00;12;1;2024-03-17;0
VC490;APYRENE 650MG. X10CA.BLA.; 87.91;358; 0.00; 0.00;20.00;0; 0.00;7593090000034;M;XM;220281;2025-11;N;NO;4.00; 0.00;40;1;1900-01-01;0
18398;AQUALEN PLUS EMUL.HID240;625.63; 24;0.00; 0.00;15.00;0; 0.00;7707271451724;C;100741;23030126;2025-03;N;NO;4.00; 0.00;36;1;2024-03-12;0
LM170;AQUAPHAR L.HIDR. 140CC.; 176.80; 33;0.00; 0.00;0.00; 0; 0.00;7592025101600;C;LM;230348;2027-04;N;NO;4.00; 0.00;36;1;2024-03-09;0
18779;AQUATOP CR.RES.INT. 250G.; 1300.00;154; 0.00; 0.00;5.00; 0; 0.00;7703281002024;C;KN;S12308;2026-01;N;NO;4.00; 0.00;42;1;2024-03-09;0
18778;AQUATOP LIMP.LIQ. 400ML; 871.00; 166; 0.00; 0.00;5.00; 0; 0.00;7703281020257;C;KN;S12770;2025-11;N;NO;4.00; 0.00;35;1;2024-03-09;0
18165;ARADROXINA 200MG. X20TA; 533.00; 77;0.00; 0.00;0.00; 0; 0.00;7591243801965;M;PA;93595101;2026-02;N;NO;4.00; 0.00;24;1;2024-03-11;0
FA419;ARANDA;2,5MG/50MG. X30CA; 436.80; 474; 0.00; 0.00;0.00; 0; 0.00;7591821904385;M;TA;2310315; 2025-11;N;NO;4.00; 0.00;24;1;2024-03-09;0
FA424;ARANDA 5MG-100MG. X30CA; 546.00; 585; 0.00; 0.00;0.00; 0; 0.00;7591821904378;M;TA;2401369; 2026-01;N;NO;4.00; 0.00;24;1;2024-03-09;0
18318;ARBITEL 20MG. X30TA; 208.00; 65;0.00; 0.00;15.00;0; 0.00;7598055000616;M;IC;LM090; 2024-09;N;NO;4.00; 0.00;72;1;2024-03-09;0
12906;ARBITEL 40MG. X30TA; 234.00; 91;0.00; 0.00;25.00;0; 0.00;7598055000470;M;IC;KI212; 2025-01;N;NO;4.00; 0.00;252; 1;1900-01-01;0
18317;ARBITEL 80MG. X30TA; 364.00; 78;0.00; 0.00;55.00;0; 0.00;7598055000654;M;IC;LM093; 2024-09;N;NO;4.00; 0.00;60;1;2024-03-09;0
MY680;ARBIXIL 15MG-10MCG.JBE120; 275.05; 106; 0.00; 0.00;0.00; 0; 0.00;7592601100126;M;AP;324403;2026-05;N;NO;4.00; 0.00;36;1;2024-03-13;0
MY014;ARBIXIL 7,5-5 GOTAS 15ML.; 146.95; 418; 0.00; 0.00;0.00; 0; 0.00;7592601100683;M;AP;328901;2026-05;N;NO;4.00; 0.00;210; 1;2024-03-13;0
MY105;ARBIXIL 7,5-5 JBE.PED.120; 249.94; 1147;0.00; 0.00;0.00; 0; 0.00;7592601100638;M;AP;324307;2027-01;N;NO;4.00; 0.00;36;1;2024-03-09;0
17639;ARCODEX 120MG. X7TA; 205.18; 65;0.00; 0.00;0.00; 0; 0.00;7750215023792;M;100776;2074343; 2025-07;N;NO;4.00; 0.00;60;1;2024-03-13;0
16775;ARCOVAL 60MG. X7TA;129.34; 300; 0.00; 0.00;7.00; 0; 0.00;7591020009157;M;VM;02;2024-11;N;NO;4.00; 0.00;36;1;2024-03-15;0
16776;ARCOVAL 90MG. X7TA;185.84; 312; 0.00; 0.00;7.00; 0; 0.00;7591020009164;M;VM;03;2025-09;N;NO;4.00; 0.00;36;1;2024-03-14;0
12523;ARESAN 20MG. X30TA;244.40; 62;0.00; 0.00;0.00; 0; 0.00;7591243802092;M;PA;9380202; 2025-10;N;NO;4.00; 0.00;48;1;2024-03-13;0
12299;ARESAN 40MG. X30TA;416.00; 88;0.00; 0.00;0.00; 0; 0.00;7591243802115;M;PA;9386701; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-13;0
17662;ARIPIPRAZOL WC10MG. X10TA; 155.34; 229; 0.00; 0.00;0.00; 0; 0.00;8904278588258;M;100914;WG23427; 2026-05;N;NO;4.00; 0.00;200; 1;2024-03-17;0
16717;ARNICA ET GEL NAT. 237ML.; 198.15; 25;0.00; 0.00;20.00;0; 0.00;787790469452; C;100874;W0807030;2027-01;N;NO;4.00; 0.00;30;1;2024-03-09;0
11211;ARNICA FC FORTE TARRO 250; 202.72; 433; 0.00; 0.00;10.00;0; 0.00;7593090000799;C;XM;081123;2026-11;N;NO;4.00; 0.00;36;1;2024-03-11;0
10854;ARNICA FC FORTE90GR.BOL; 96.88;579; 0.00; 0.00;10.00;0; 0.00;7593090000676;C;XM;031123;2026-11;N;NO;4.00; 0.00;24;1;2024-03-09;0
XM004;ARNICA FC GEL MASAJE250; 193.15; 232; 0.00; 0.00;10.00;0; 0.00;7593090000775;C;XM;051023;2026-10;N;NO;4.00; 0.00;36;1;2024-03-11;0
VF010;ARNICA FC GEL PM BOL90GR.; 92.69;463; 0.00; 0.00;10.00;0; 0.00;7593090000201;C;XM;041123;2026-11;N;NO;4.00; 0.00;24;1;2024-03-11;0
11209;ARNICA FC LOC.AER. 64GR.;139.33; 111; 0.00; 0.00;50.00;0; 0.00;7593090001079;C;XM;230782;2026-12;N;NO;4.00; 0.00;12;1;2024-03-11;0
19206;ARNICA FC LOC.CORP. AER75; 163.25; 119; 0.00; 0.00;0.00; 0; 0.00;7593090002731;C;XM;230782;2026-12;N;NO;4.00; 0.00;12;1;1900-01-01;0
14722;ARNICA FC PLUS GEL TAR250; 212.29; 608; 0.00; 0.00;10.00;0; 0.00;7593090000218;C;XM;051123;2026-11;N;NO;4.00; 0.00;36;1;2024-03-12;0
11210;ARNICA FC PLUS TERMO 90GR; 101.06; 415; 0.00; 0.00;10.00;0; 0.00;7593090000706;C;XM;031123;2026-11;N;NO;4.00; 0.00;24;1;2024-03-11;0
10867;ARNICA P.RHELEN SPRAY120;109.11; 401; 0.00; 0.00;0.00; 0; 0.00;7593434000430;C;100632;216123035; 2026-06;N;NO;4.00; 0.00;25;1;2024-03-09;0
ZV004;ARNICA+CALEND.VIHOM BOL90; 143.65; 30;0.00; 0.00;0.00; 0; 0.00;7593533004513;N;ZV;041123721; 2026-11;N;NO;4.00; 0.00;12;1;2024-03-09;0
11857;ARTENOLOL 100MG. X30TA;156.00; 111; 0.00; 0.00;0.00; 0; 0.00;7592806133066;M;PO;401008;2026-01;N;NO;4.00; 0.00;120; 1;2024-02-28;0
14751;ARTRISAN 300MG. X90CA; 203.39; 26;0.00; 0.00;10.00;0; 0.00;7592946000013;N;AQ;01230013;2025-08;N;NO;4.00; 0.00;12;1;2024-03-09;0
16855;ARTRITES 75MG/3ML. IM X5A; 700.40; 37;0.00; 0.00;30.00;0; 0.00;7707355052083;M;AP;10231122;2024-11;N;NO;4.00; 0.00;12;1;2024-03-09;0
LT810;ARTRODAR 50MG. X30CA;532.84; 615; 0.00; 0.00;0.00; 0; 0.00;7591585213402;M;LT;335; 2027-10;N;NO;4.00; 0.00;36;1;2024-03-14;0
15635;ARTYPLANT HP400MG. X30CA;226.33; 18;0.00; 0.00;12.00;0; 0.00;7592710003721;N;OJ;2182203; 2026-03;N;NO;4.00; 0.00;24;1;2024-03-09;0
10906;ARTYPLANT HP400MG. X60CA;330.06; 17;0.00; 0.00;12.00;0; 0.00;7592710000386;N;OJ;0051703; 2025-03;N;NO;4.00; 0.00;24;1;2024-03-09;0
16945;ARUDIL 10MG. X30TA;482.66; 499; 0.00; 0.00;0.00; 0; 0.00;7591821210660;M;TA;2306376; 2025-08;N;NO;4.00; 0.00;24;1;2024-03-13;0
11905;ARUDIL 15MG. X10TA;224.72; 307; 0.00; 0.00;0.00; 0; 0.00;7591821210011;M;TA;2310338; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-13;0
11906;ARUDIL 15MG. X30TA;603.19; 597; 0.00; 0.00;5.00; 0; 0.00;7591821210561;M;TA;2310338; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-13;0
11716;ARUDIL 20MG. X10TA;309.23; 259; 0.00; 0.00;0.00; 0; 0.00;7591821210028;M;TA;2310339; 2025-11;N;NO;4.00; 0.00;24;1;2024-03-13;0
11717;ARUDIL 20MG. X30TA;772.76; 395; 0.00; 0.00;0.00; 0; 0.00;7591821210578;M;TA;2310339; 2025-11;N;NO;4.00; 0.00;24;1;2024-03-09;0
ED450;ARZOMIDOL 200MG.PPSO 15ML; 166.40; 4; 0.00; 0.00;0.00; 0; 0.00;7592803000019;M;ED;2402316; 2026-02;N;NO;4.00; 0.00;49;1;2024-03-14;0
GT119;ASAPROL 81MG. X100CO;371.55; 2542;0.00; 0.00;0.00; 0; 0.00;7591585261236;M;LT;214; 2025-10;N;NO;4.00; 0.00;32;1;2024-03-09;0
GT005;ASAPROL 81MG. X40CO; 145.64; 2221;0.00; 0.00;0.00; 0; 0.00;7591585561237;M;LT;220; 2026-01;N;NO;4.00; 0.00;64;1;2024-03-15;0
19106;ASARAP 10MG. X30CO;342.37; 39;0.00; 0.00;0.00; 0; 0.00;7591585213358;M;LT;013; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-09;0
19148;ASARAP 15MG. X10CO;233.90; 89;0.00; 0.00;0.00; 0; 0.00;7591585313331;M;LT;014; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-09;0
14785;ASARAP 15MG. X20CO;374.92; 304; 0.00; 0.00;0.00; 0; 0.00;7591585113337;M;LT;012; 2025-05;N;NO;4.00; 0.00;24;1;2024-03-09;0
19149;ASARAP 15MG. X30CO;412.70; 155; 0.00; 0.00;0.00; 0; 0.00;7591585213334;M;LT;014; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-15;0
19290;ASARAP 20MG. X10CO;327.78; 120; 0.00; 0.00;0.00; 0; 0.00;7591585313348;M;LT;015; 2026-02;N;NO;4.00; 0.00;24;1;2024-03-12;0
14271;ASARAP 20MG. X20CO;590.76; 249; 0.00; 0.00;0.00; 0; 0.00;7591585113344;M;LT;013; 2025-09;N;NO;4.00; 0.00;24;1;2024-03-09;0
MY030;ASCAFYL PLUS500-30-2 10TA; 146.91; 561; 0.00; 0.00;25.00;0; 0.00;7592601100676;M;AP;330001;2025-02;N;NO;4.00; 0.00;300; 1;2024-03-13;0
MO011;ASCAFYL SC GOTAS PED.15ML; 143.73; 97;0.00; 0.00;0.00; 0; 0.00;7592601301776;M;AP;337901;2025-05;N;NO;4.00; 0.00;210; 1;1900-01-01;0
MY170;ASCAFYL TAB. X10;128.56; 309; 0.00; 0.00;25.00;0; 0.00;7592601100140;M;AP;306701;2025-02;N;NO;4.00; 0.00;300; 1;2024-03-09;0
18374;ASPIREN 81MG. X30TA; 103.25; 7; 0.00; 0.00;0.00; 0; 0.00;7468999189336;M;100697;230226;2028-02;N;NO;4.00; 0.00;240; 1;2024-03-09;0
17318;ASTEFOR 500MG. X10CO;321.10; 114; 0.00; 0.00;5.00; 0; 0.00;7591619000589;M;KN;0003;2026-02;N;NO;4.00; 0.00;24;1;2024-03-14;0
PF140;ATAMEL 500MG. X20TA; 115.01; 585; 0.00; 0.00;0.00; 0; 0.00;7591519000986;M;MK;34421; 2026-08;N;NO;4.00; 0.00;288; 1;2024-03-09;0
PF204;ATAMEL FORTE 650MG. X10TA; 87.96;8729;0.00; 0.00;0.00; 0; 0.00;7591257000552;M;MK;033773;2026-02;N;NO;4.00; 0.00;220; 1;2024-03-09;0
10583;ATAMEL PLUS 500/32 X10TA;118.65; 348; 0.00; 0.00;0.00; 0; 0.00;7591519000993;M;MK;034336;2025-07;N;NO;4.00; 0.00;288; 1;2024-03-09;0
16592;ATAPEC FC 100MG X30TAB;276.28; 138; 0.00; 0.00;0.00; 0; 0.00;7593090001529;M;XM;TL52BT22001; 2025-09;N;NO;4.00; 0.00;110; 1;2024-03-11;0
16418;ATENOLOL BM100MG. X30TA; 74.88;314; 0.00; 0.00;30.00;0; 0.00;7598127001480;M;100698;211030;2024-10;N;NO;4.00; 0.00;400; 1;2024-03-09;0
13642;ATENOLOL BUKA50MG. X30TA;65.00;350; 0.00; 0.00;0.00; 0; 0.00;675696259966; M;100756;ATL505;2026-04;N;NO;4.00; 0.00;480; 1;2024-03-14;0
DP550;ATENOLOL DP 50MG. X30TA; 99.97;434; 0.00; 0.00;3.00; 0; 0.00;7592616011028;M;DP;40169; 2026-01;N;NO;4.00; 0.00;48;1;2024-02-27;0
GN250;ATENOLOL GN50MG. X30CO;137.27; 410; 0.00; 0.00;0.00; 0; 0.00;7591585175021;M;LT;378; 2029-02;N;NO;4.00; 0.00;144; 1;2024-03-12;0
GQ664;ATENOLOL LS100MG. X30TA; 175.96; 549; 0.00; 0.00;5.00; 0; 0.00;7703763090358;M;100653;3505787; 2026-01;N;NO;4.00; 0.00;48;1;2024-03-09;0
GQ669;ATENOLOL LS50MG. X30TA;150.14; 1134;0.00; 0.00;5.00; 0; 0.00;7703763090341;M;100653;3505788; 2026-01;N;NO;4.00; 0.00;48;1;2024-03-09;0
18843;ATENOLOL MEF100MG. X10TA;49.83;374; 0.00; 0.00;0.00; 0; 0.00;8436609070113;M;100946;2E02799; 2025-10;N;NO;4.00; 0.00;192; 1;2024-03-13;0
16245;ATENOLOL NIO100MG. X10TA;26.35;383; 0.00; 0.00;15.00;0; 0.00;7598869000277;M;100856;OTB022103; 2024-06;N;NO;4.00; 0.00;200; 1;2024-03-09;0
LD510;ATODERM BALS.LABIAL 15ML.; 371.66; 17;0.00; 0.00;0.00; 0; 0.00;3701129801000;C;LD;24122; 2025-08;N;NO;4.00; 0.00;66;1;2024-03-09;0
LD130;ATODERM CR.CORP. 200ML.; 635.44; 12;0.00; 0.00;0.00; 0; 0.00;3701129804315;C;LD;33011; 2024-11;N;NO;4.00; 0.00;15;1;1900-01-01;0
LD250;ATODERM INTENSI PAIN 150G; 463.52; 10;0.00; 0.00;0.00; 0; 0.00;3401399373527;C;LD;19921R;2025-07;N;NO;4.00; 0.00;12;1;1900-01-01;0
18581;ATOLIPOL DUO 20-10 X30CO;264.07; 28;0.00; 0.00;15.00;0; 0.00;7598431000193;M;100741;T3061; 2026-05;N;NO;4.00; 0.00;24;1;2024-03-09;0
16942;ATOMOXETINA PSI25 X14CA; 627.84; 124; 0.00; 0.00;0.00; 0; 0.00;7501384546526;M;100649;6071023; 2026-10;N;NO;4.00; 0.00;60;1;2024-03-09;0
16941;ATOMOXETINA PSI40 X14CA; 1029.59;80;0.00; 0.00;0.00; 0; 0.00;7501384546540;M;100649;6111023; 2025-10;N;NO;4.00; 0.00;60;1;2024-03-09;0
CO016;ATORVACOF 20MG. X14TA; 124.49; 112; 0.00; 0.00;0.00; 0; 0.00;7591818210512;M;CO;30022; 2025-03;N;NO;4.00; 0.00;36;1;1900-01-01;0
MK131;ATORVASTATINA +MK20 X30TA; 164.78; 863; 0.00; 0.00;0.00; 0; 0.00;7591519051551;M;MK;730823;2025-08;N;NO;4.00; 0.00;192; 1;2024-03-11;0
15031;ATORVASTATINA AL20 X30TA;150.87; 1189;0.00; 0.00;50.00;0; 0.00;7597758000732;M;100646;AVT009;2025-05;N;NO;4.00; 0.00;800; 1;2024-02-26;0
15384;ATORVASTATINA AL40 X30TA;194.49; 775; 0.00; 0.00;50.00;0; 0.00;7597758000749;M;100646;AVF007;2024-11;N;NO;4.00; 0.00;800; 1;2024-03-13;0
18081;ATORVASTATINA BM40 X30TA;166.40; 344; 0.00; 0.00;50.00;0; 0.00;7598127001268;M;100698;220664;2025-06;N;NO;4.00; 0.00;106; 1;2024-03-09;0
15427;ATORVASTATINA BUKA20 30TA; 58.50;11;0.00; 0.00;0.00; 0; 0.00;675696260139; M;100756;ATA1501; 2024-09;N;NO;4.00; 0.00;240; 1;2024-03-09;0
15428;ATORVASTATINA BUKA40 30TA; 70.20;532; 0.00; 0.00;0.00; 0; 0.00;675696260146; M;100756;AVA1502; 2024-11;N;NO;4.00; 0.00;240; 1;2024-03-07;0
14780;ATORVASTATINA DAC40 X30TA; 140.71; 423; 0.00; 0.00;0.00; 0; 0.00;7598578000254;M;100661;V418;2026-05;N;NO;4.00; 0.00;500; 1;2024-03-09;0
18232;ATORVASTATINA DIS40 X30TA; 141.97; 446; 0.00; 0.00;30.00;0; 0.00;7598252000082;M;100740;230826;2026-08;N;NO;4.00; 0.00;100; 1;2024-03-11;0
15716;ATORVASTATINA FM20 X30TA;72.80;1439;0.00; 0.00;0.00; 0; 0.00;8906005117564;M;100765;E13392303; 2026-05;N;NO;4.00; 0.00;480; 1;2024-03-09;0
15717;ATORVASTATINA FM40 X30TA;96.20;977; 0.00; 0.00;0.00; 0; 0.00;8906005118783;M;100765;E13402304; 2026-05;N;NO;4.00; 0.00;450; 1;2024-03-09;0
14966;ATORVASTATINA GEA40 X10TA; 65.00;56;0.00; 0.00;0.00; 0; 0.00;8908007037345;M;100750;23C072;2026-02;N;NO;4.00; 0.00;300; 1;2024-03-09;0
VO109;ATORVASTATINA GENCER 20 X20; 151.03; 4; 0.00; 0.00;10.00;0; 0.00;7591020080453;M;VO;57;2026-02;N;NO;4.00; 0.00;36;1;2024-03-09;0
VO111;ATORVASTATINA GENCER 40 X20; 249.82; 29;0.00; 0.00;10.00;0; 0.00;7591020008884;M;VO;84;2027-02;N;NO;4.00; 0.00;36;1;1900-01-01;0
GN092;ATORVASTATINA GN 20X30;182.39; 881; 0.00; 0.00;0.00; 0; 0.00;7591585373441;M;LT;272; 2025-11;N;NO;4.00; 0.00;48;1;2024-03-09;0
GN424;ATORVASTATINA GN20 X10CO;70.97;237; 0.00; 0.00;0.00; 0; 0.00;7591585173447;M;LT;272; 2025-11;N;NO;4.00; 0.00;144; 1;2024-03-09;0
GN051;ATORVASTATINA GN40 X10CO;133.70; 89;0.00; 0.00;0.00; 0; 0.00;7591585273451;M;LT;154; 2026-08;N;NO;4.00; 0.00;72;1;2024-03-09;0
GN108;ATORVASTATINA GN40 X30CO;334.96; 1156;0.00; 0.00;0.00; 0; 0.00;7591585373458;M;LT;155; 2026-11;N;NO;4.00; 0.00;36;1;2024-03-12;0
14540;ATORVASTATINA LAND40 X100; 273.78; 2; 0.00; 0.00;0.00; 0; 0.00;7598008001400;M;100783;T20675A; 2025-07;N;NO;4.00; 0.00;40;1;2024-03-13;0
13910;ATORVASTATINA LS20 X30TA;171.67; 408; 0.00; 0.00;5.00; 0; 0.00;7592454889650;M;100653;3505523; 2025-11;N;NO;4.00; 0.00;48;1;2024-03-09;0
GQ909;ATORVASTATINA LS40 X14TA;197.78; 127; 0.00; 0.00;5.00; 0; 0.00;7592454003889;M;100653;3504851; 2025-09;N;NO;4.00; 0.00;48;1;2024-03-09;0
15151;ATORVASTATINA PORT20 X100; 365.65; 15;0.00; 0.00;0.00; 0; 0.00;7750215028315;M;100776;2095232; 2025-09;N;NO;4.00; 0.00;24;1;2024-03-13;0
12543;ATOVAROL 20MG X14CA; 152.10; 174; 0.00; 0.00;0.00; 0; 0.00;7592432901435;M;VP;240018;2026-01;N;NO;4.00; 0.00;70;1;2024-03-09;0
VP042;ATOVAROL 20MG. X30CA;294.67; 208; 0.00; 0.00;15.00;0; 0.00;7592432900148;M;VP;230201;2025-09;N;NO;4.00; 0.00;60;1;1900-01-01;0
12544;ATOVAROL 40MG X14CA; 179.99; 149; 0.00; 0.00;0.00; 0; 0.00;7592432901442;M;VP;240019;2026-01;N;NO;4.00; 0.00;70;1;2024-03-09;0
VP041;ATOVAROL 40MG. X30CA;384.81; 249; 0.00; 0.00;15.00;0; 0.00;7592432900155;M;VP;230241;2025-10;N;NO;4.00; 0.00;60;1;2024-03-17;0
PO170;ATROBEL 10MG. GOTAS 15ML.; 182.00; 141; 0.00; 0.00;4.00; 0; 0.00;7592806123012;M;PO;307103;2025-07;N;NO;4.00; 0.00;24;1;2024-03-09;0
15949;ATROPINA CLEO1% S.OFT.5ML; 68.25;34;0.00; 0.00;0.00; 0; 0.00;7598677000131;M;100867;CH2372;2026-04;N;NO;4.00; 0.00;48;1;2024-03-09;0
16906;ATROVERAN 10MG. X10TA; 200.93; 190; 0.00; 0.00;25.00;0; 0.00;7592349001129;M;VA;2401037; 2026-01;N;NO;4.00; 0.00;24;1;2024-03-09;0
VA292;ATROVERAN 10MG.GOTAS 15ML; 202.02; 543; 0.00; 0.00;0.00; 0; 0.00;7592349722161;M;VA;2310010; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-13;0
18872;AUGMENTIN 400-57,5 PPS70;747.50; 67;0.00; 0.00;0.00; 0; 0.00;7861028101345;M;TA;5H8E;2025-06;N;NO;4.00; 0.00;70;1;1900-01-01;0
SM001;AUGMENTIN 500-125 X10TA; 816.40; 346; 0.00; 0.00;10.00;0; 0.00;7861028101352;M;TA;LB9C;2024-10;N;NO;4.00; 0.00;90;1;2024-03-09;0
18871;AUGMENTIN 600-42,5 PPS100; 1042.60;343; 0.00; 0.00;10.00;0; 0.00;7861028101291;M;TA;259S;2025-04;N;NO;4.00; 0.00;70;1;2024-03-09;0
GL204;AUGMENTIN 875/125 X14TA; 1406.60;355; 0.00; 0.00;10.00;0; 0.00;7758713058827;M;TA;SY4T;2025-02;N;NO;4.00; 0.00;90;1;2024-03-09;0
18496;AUPREL 90MG. X20CO;709.80; 95;0.00; 0.00;25.00;0; 0.00;7592349001600;M;VA;2307001; 2025-07;N;NO;4.00; 0.00;90;1;2024-03-11;0
NZ006;AUTIRICE POLVO 300GR.; 722.80; 9; 0.00; 0.00;0.00; 0; 0.00;7591285000906;A;GD;4224;2026-12;N;NO;4.00; 0.00;12;1;2024-03-09;0
BA164;AVELOX 400MG. X5CO;1064.70;102; 0.00; 0.00;10.00;0; 0.00;7702123408949;M;100633;ITA5KI0; 2026-07;N;NO;4.00; 0.00;100; 2;2024-03-09;0
BA720;AVELOX 400MG.INF.IV 250ML; 963.30; 100; 0.00; 0.00;0.00; 0; 0.00;7702123409861;M;100633;BXJN261; 2025-06;N;NO;4.00; 0.00;20;1;2024-03-09;0
AV105;AVISPA CHAMPU 120ML.;85.93;465; 0.00; 0.00;5.00; 0; 0.00;7591635000105;C;AV;0931223; 2025-12;N;NO;4.00; 0.00;12;1;2024-03-17;0
AV110;AVISPA CHAMPU 220ML.;114.26; 36;0.00; 0.00;5.00; 0; 0.00;7591635000112;C;AV;90224; 2026-02;N;NO;4.00; 0.00;12;1;2024-03-17;0
AV175;AVISPA CHAMPU 60ML.; 62.33;8; 0.00; 0.00;5.00; 0; 0.00;7591635000136;C;AV;0931223; 2025-12;N;NO;4.00; 0.00;12;1;2024-03-17;0
18319;AVLOMOX DS250 PPSO 100ML.; 202.32; 46;0.00; 0.00;55.00;0; 0.00;7598055001378;M;IC;CM020; 2024-05;N;NO;4.00; 0.00;50;1;1900-01-01;0
18273;AXION LP CR.ALOE-VIT E450; 136.93; 27;0.00; 0.00;0.00; 0; 0.00;7702010381881;C;MN;3329C01012;2025-11;N;NO;4.00; 0.00;24;1;2024-03-17;0
17377;AXION LP CR.LIMON235;66.10;45;0.00; 0.00;0.00; 0; 0.00;7702010381256;C;MN;3258CO1012;2025-09;N;NO;4.00; 0.00;48;1;2024-03-17;0
17378;AXION LP LIQ.LIMON400; 112.37; 8; 0.00; 0.00;0.00; 0; 0.00;7509546017143;C;MN;3316MX112W;2025-11;N;NO;4.00; 0.00;12;1;2024-03-17;0
LT404;AXOKINE 400MG. X5CO; 877.14; 88;0.00; 0.00;0.00; 0; 0.00;7591585114280;M;LT;043; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-09;0
LO950;AZACARD 81MG.;X60TA;233.53; 143; 0.00; 0.00;0.00; 0; 0.00;7591196002471;M;LO;I063945; 2025-06;N;NO;4.00; 0.00;30;1;2024-03-11;0
LO970;AZACARD 81MG. X30TA; 125.53; 1581;0.00; 0.00;20.00;0; 0.00;7591196002464;M;LO;I103796; 2025-11;N;NO;4.00; 0.00;30;1;2024-03-09;0
16061;AZDET 500MG. X3TA; 65.78;492; 0.00; 0.00;10.00;0; 0.00;745687143267; M;100876;WG22153; 2025-01;N;NO;4.00; 0.00;600; 1;1900-01-01;0
19244;AZELASTINA LO0,05% OFT5ML; 146.25; 144; 0.00; 0.00;0.00; 0; 0.00;7591196006509;M;LO;103069;2026-10;N;NO;4.00; 0.00;72;1;1900-01-01;0
KN290;AZIMAKROL COMPR. 1GR. X2;247.00; 271; 0.00; 0.00;5.00; 0; 0.00;7591619520643;M;KN;0007;2026-08;N;NO;4.00; 0.00;24;1;2024-03-14;0
RZ220;AZITRODEX 500MG. X3TA; 85.80;1708;0.00; 0.00;0.00; 0; 0.00;7594001101352;M;RZ;7350;2026-01;N;NO;4.00; 0.00;48;1;2024-03-09;0
RZ380;AZITRODEX 500MG. X5TA; 122.20; 510; 0.00; 0.00;0.00; 0; 0.00;7594001101369;M;RZ;7351;2026-01;N;NO;4.00; 0.00;48;1;2024-03-09;0
12138;AZITROMICI BM200 PPSO15ML; 104.00; 1303;0.00; 0.00;35.00;0; 0.00;6930169708346;M;100698;230901;2026-09;N;NO;4.00; 0.00;500; 1;2024-03-09;0
13426;AZITROMICI DAC200 PPSO15;79.95;725; 0.00; 0.00;0.00; 0; 0.00;7598578000629;M;100661;2532;2025-11;N;NO;4.00; 0.00;160; 1;2024-03-09;0
