barcode;name;price_usd;sale;due_date;stock
736372230058;AMIKACINA 500MG/2ML X AMP IV/IM (GLOBALMEDIC);1.21;0.00%;1/12/2024;1000
7598852000611;AMINOFILINA 250MG/10ML X 10 AMP IV (AMINOFUNI) UNIPHARMA;7.56;0.00%;1/8/2025;1000
7598429002406;AMINOFILINA 250MG/10ML X 5 AMP (CAMBRIDGE);3.95;0.00%;1/4/2024;1000
7800061020107;AMINOFILINA 250MG/10ML X AMP IV (BIOSANO);0.78;0.00%;1/1/2025;1000
7800061025102;AMIODARONA 150MG/3ML X AMP IV (BIOSANO);0.91;0.00%;1/9/2025;1000
8902009040136;ATROPINA 1MG/ML X 10 AMP IV/IM (ATROPUNI) UNIPHARMA;4.41;0.00%;1/8/2025;1000
89061112611474;ATROPINA 1MG/ML X 10 AMP IV/IM/SC (ATROPA) ADN;2.51;0.00%;1/5/2025;1000
7707236123352;AZTREONAM 1GR X AMP I.M/I.V (VITALIS);8.25;0.00%;1/9/2026;1000
7597758000909;AZTREONAM 1GR X AMP IV/IM (AZONAX) ALESS;11.44;0.00%;1/4/2025;1000
7707236125721;BETA-METILDIGOXINA 0.2MG/2ML X 10 AMP I.V (VITALIS);20.23;0.00%;1/3/2025;1000
203571228051;BETAMETASONA 4MG/ML X 10 AMP IM/IV (CRUZ VERDE);1.21;0.00%;1/6/2024;1000
7591243803730;BETAMETASONA DIPROPIONATO/BETAMETASONA FOSFATO 5MG/2MG X AMP I.M/I.A/PA/ID (BEPROSPEN) BIOTECH;8.92;0.00%;1/7/2025;1000
7709990706628;BROMURO DE ROCURONIO 10MG/ML X AMP 5ML I.V (VITALIS);7.67;0.00%;1/11/2026;1000
7800061065306;BUPIVACAINA 50MG/10ML X AMP EPIDURAL-REGIONAL (BIOSANO);1.91;0.00%;1/4/2026;1000
7598455000346;BUPIVACAINA/DEXTROSA ANHIDRA 15MG-240MG/3ML X AMP (BUPIGLASS) BIOGLASS;2.86;0.00%;1/4/2026;1000
7707236120900;CEFALOTINA 1GR X AMP I.M/I.V (VITALIS);1.64;0.00%;1/7/2026;1000
75971328;CEFALOTINA 1GR/ML X AMP IV/IM (ALESS);2.69;0.00%;1/4/2024;1000
7707236121044;CEFAZOLINA 1GR X AMP I.M/I.V (VITALIS);1.72;0.00%;1/8/2026;1000
6921875050232;CEFEPIMA 1GR X AMP IM/IV (ALFA);2.17;0.00%;1/12/2025;1000
7707236123307;CEFEPIMA 1GR X AMP IV/IM (VITALIS);2.68;0.00%;1/10/2026;1000
7598429002949;CEFEPIME 1GR X AMP IM/IV (CAMBRIDGE);2.68;0.00%;1/8/2024;1000
8906112610767;CEFEPIME 1GR/10ML X AMP IM/IV (ADN);3.43;0.00%;1/3/2025;1000
6921875010793;CEFEPIME 1GR/ML X AMP IM/IV (KMPLUS);2.73;0.00%;1/6/2025;1000
6242004050078;CEFOTAXIMA 1GR X AMP I.M/I.V (CEFOTAXIRON) RONAK;2.75;0.00%;1/12/2024;1000
7707236121334;CEFOTAXIMA 1GR X AMP I.M/I.V (VITALIS);1.20;0.00%;1/5/2026;1000
6921875006543;CEFOTAXIMA 1GR X AMP IM/IV (ALFA);0.70;0.00%;1/12/2025;1000
7709526459875;CEFRADINA 1GR X AMP I.V/I.M (VITALIS);1.35;0.00%;1/7/2024;1000
6921875010731;CEFTAZIDIMA 1GR X AMP IM/IV (ALFA);1.53;0.00%;1/12/2025;1000
7598750000164;CEFTRIAXONA 1GR X 10 AMP IM/IV (PHARMAMED);11.35;0.00%;1/11/2025;1000
6921875009346;CEFTRIAXONA 1GR X AMP IV/IM (FAHD);0.28;0.00%;1/8/2024;1000
7800061080101;CIANOCOBALAMINA (VIT B12) 0.1MG/ML X AMP IM (BIOSANO);0.69;0.00%;1/6/2026;1000
7598252101055;CIPROFLOXACINA 200MG X 100ML X AMP IV (DISTRILAB);1.76;0.00%;1/6/2026;1000
7598429002024;CIPROFLOXACINA 200MG/100ML X 1 AMP I.V (CAMBRIDGE);1.77;0.00%;1/5/2026;1000
736372230249;CIPROFLOXACINA 200MG/100ML X AMP IV (GLOBALMEDIC);1.10;0.00%;1/2/2026;1000
7592601303640;CITICOLINA 500MG/2ML X AMP IM/IV (CIATAL) MEYER;2.28;0.00%;1/3/2026;1000
7707236122881;CLARITROMICINA 500MG X AMP I.V (VITALIS);9.02;0.00%;1/11/2024;1000
736372230102;CLINDAMICINA 600MG/4ML X 10 AMP IM/IV (GLOBALMEDIC);15.01;0.00%;1/7/2025;1000
7707236127473;CLINDAMICINA 600MG/4ML X 10 AMP IM/IV (VITALIS);17.79;0.00%;1/10/2024;1000
7800061095181;CLONIXINATO LISINA 100MG/2ML X 5 AMP IM/IV (BIOSANO);2.62;0.00%;1/2/2025;1000
7598852000949;CLORFENIRAMINA 10MG/ML X 10 AMP IM/IV (UNIPHARMA);4.17;0.00%;1/2/2025;1000
7800061105101;CLORFENIRAMINA 10MG/ML X AMP IV/IM (BIOSANO);0.34;0.00%;1/7/2026;1000
7598429001256;CLORFENIRAMMINA 10MG/ML X 10 AMP IM/IV (CAMBRIDGE);3.70;0.00%;1/4/2024;1000
7598252000785;CLORFERAMINA 10MG/ML X 3 AMP IM/IV (DISTRILAB);1.14;0.00%;1/12/2025;1000
7591243811483;COMPLEJO B/LIDOCAINA X 3 AMP IM (DECA LENTERMINA COMPLEX) BIOTECH;3.36;0.00%;1/2/2026;1000
8904187855700;DEXMEDETOMIDINA 100MCG/ML X 5 AMP 2ML SOL IV (ADN);14.37;0.00%;1/11/2024;1000
7598750000195;DEXMEDETOMIDINA 100MG/ML X 5 AMP IV (SEDAMED) PHARMAMED;21.32;0.00%;1/7/2025;1000
7598455000193;DICLOFENAC POTASICO 75MG/3ML X 10 AMP IM/IV (BIOFENAP) BIOGLASS;12.58;0.00%;1/8/2025;1000
7598429002352;DICLOFENAC SODICO 75MG/3ML X 10 AMP IM (CAMBRIDGE);2.34;0.00%;1/11/2024;1000
7598852001328;DICLOFENAC SODICO 75MG/3ML X 10 AMP IM (UNIPHARMA);2.57;0.00%;1/3/2025;1000
7800061000260;DICLOFENAC SODICO 75MG/3ML X AMP IM (BIOSANO);0.26;0.00%;1/12/2024;1000
7800061001960;DOBUTAMINA 250MG/5ML X AMP IV (BIOSANO);5.95;0.00%;31/5/2026;1000
7800061160100;DOPAMINA 200MG/5ML X 5 AMP IV (BIOSANO);7.04;0.00%;1/9/2026;1000
8906121570564;DORIPENEM 500MG X AMP IV (ADN);41.25;0.00%;1/2/2025;1000
7800061170109;EFEDRINA 6%/ML X AMP IM/IV (BIOSANO);3.40;0.00%;1/4/2026;1000
7598455000605;ETOFENAMATO 1GR/2ML X AMP IM (BIOGLASS);8.24;0.00%;1/4/2026;1000
7598455000209;FENITOINA 250MG/5ML X AMP IV/IM (BIOGLASS);1.07;0.00%;1/1/2025;1000
7800061000949;FENITOINA 250MG/5ML X AMP IV (BIOSANO);1.09;0.00%;1/7/2025;1000
7707236128616;FENITOINA 50/ML X 10 AMP (VITALIS);11.97;0.00%;1/3/2026;1000
8908017782631;FLUCONAZOL 200MG/100ML X AMP IV (JMW);2.27;0.00%;1/6/2024;1000
7707236127091;FOLINATO DE CALCIO 54MG X AMP I.M/I.V (VITALIS);12.76;0.00%;30/10/2024;1000
7800061002011;FUROSEMIDA 20MG/2ML X AMP IV/IM (BIOSANO);0.38;0.00%;1/9/2026;1000
7598455000100;GENTAMICINA 160MG/2ML X 10 AMP (GENTAGLASS) BIOGLASS;6.60;0.00%;1/9/2026;1000
7597533000254;GENTAMICINA 160MG/2ML X 10 AMP IV/IM (ZAKI);3.57;0.00%;1/12/2025;1000
7596347807134;GENTAMICINA 80MG/2ML X 10 AMP IM/IV (DPT);2.61;0.00%;1/3/2025;1000
6921875010915;GENTAMICINA 80MG/2ML X 10 AMP IM/IV (KMPLUS);2.57;0.00%;1/7/2025;1000
7707236127428;GENTAMICINA 80MG/2ML X 10 AMP IM/IV (VITALIS);4.84;0.00%;1/3/2026;1000
7598455000353;GENTAMICINA 80MG/2ML X 10 AMP IV/IM (GENTAGLASS) BIOGLASS;3.16;0.00%;1/9/2026;1000
7597533000247;GENTAMICINA 80MG/2ML X 10 AMP IV/IM (ZAKI);2.09;0.00%;1/12/2025;1000
7800061240109;GLUCONATO DE CALCIO 10%/10ML X AMP IV (BIOSANO);1.03;0.00%;1/4/2027;1000
7598750000188;HEPARINA SODICA 5.000UI/5ML X AMP IV/SC (HEPAMED) PHARMAMED;7.23;0.00%;1/6/2025;1000
7707236127480;HIDROCORTISONA 100MG X AMP IM/IV (VITALIS);1.14;0.00%;1/11/2025;1000
8906112611580;HIDROCORTISONA 500MG/ML X AMP (CORTIPRA-500) ADN;2.83;0.00%;1/3/2026;1000
7597533000070;HIERRO 100MG/5ML X 5 AMP IV (ZAKI);14.02;0.00%;1/9/2025;1000
7707236123048;HIOSCINA BUTILBROMURO 20MG/1ML X 10 AMP IM/IV (VITALIS);9.50;0.00%;1/8/2026;1000
7597533000162;HIOSCINA BUTILBROMURO 20MG/ML X 10 AMP IV/IM (ZAKI);3.86;0.00%;1/10/2025;1000
7707236125868;HIOSCINA/DIPIRONA 20MG/2.5G-5ML X 10 AMP IV/IM (VITALIS);12.66;0.00%;1/9/2026;1000
8906112611559;IMIPENEM/CILASTATINA 1GR/ML X AMP IV (PRAIMI) ADN;14.16;0.00%;1/2/2025;1000
7707213871948;IMPLANON NXT 68MG X IMPLANTE SUBC (ORGANON);90.75;0.00%;1/12/2027;1000
7598750000300;ISOXSUPRINA 10MG/2ML X AMP I.V/I.M (DUVAMED) PHARMAMED;13.46;0.00%;1/2/2026;1000
736372230256;ISOXSUPRINA 5MG/2ML X 10 AMP IM/IV (DUVADILAN) GLOBALMEDIC;22.28;0.00%;1/12/2024;1000
6921875009940;KETOPROFENO 100MG X AMP I.V (FAHD);0.71;0.00%;1/8/2025;1000
7598981001145;KETOPROFENO 100MG/2ML X 10 AMP IM/IV (JMW);5.50;0.00%;1/12/2025;1000
228598745633;KETOPROFENO 100MG/2ML X 10 AMP IV/IM (CRUZ VERDE);9.23;0.00%;1/12/2025;1000
8904187861770;KETOPROFENO 100MG/2ML X 10 AMP IV/IM (TIARES);9.24;0.00%;1/8/2025;1000
7598833000197;KETOPROFENO 100MG/2ML X 10 AMP IV/IM (VERMA);8.55;0.00%;1/2/2026;1000
7800061000703;KETOPROFENO 100MG/2ML X AMP IV/IM (BIOSANO);0.88;0.00%;1/12/2024;1000
7709990751901;KETOPROFENO 100MG/5ML X 10 AMP IV (VITALIS);10.52;0.00%;1/4/2025;1000
8908003460543;KETOROLACO 30MG/ML X 10 AMP I.M/I.V (KMPLUS);9.49;0.00%;1/4/2024;1000
8904187828292;KETOROLACO 30MG/ML X 10 AMP IM/IV (ADN);6.65;0.00%;1/4/2025;1000
7598455000025;KETOROLACO 30MG/ML X 10 AMP IV/IM (BIOGLASS);7.08;0.00%;1/3/2026;1000
KIT7596347794793;KIT JOSKAR 9 VIT INFUSION MULTIVITAMINICO IV X 10 ML AMP ( DPT);8.14;0.00%;1/11/2025;1000
6939364641809;LEVOFLOXACINA 500MG/100 ML X AMP IV (KMPLUS);1.24;0.00%;1/6/2024;1000
8906112610781;LEVOFLOXACINA 500MG/100ML AMP IV (ADN);0.79;0.00%;1/5/2024;1000
7598252101062;LEVOFLOXACINA 500MG/100ML X AMP (DISTRILAB);1.16;0.00%;1/7/2025;1000
7598429002079;LEVOFLOXACINA 500MG/100ML X AMP I.V (CAMBRIDGE);2.41;0.00%;1/12/2024;1000
7598650000738;LEVOFLOXACINA 500MG/100ML X AMP IV (JL);1.10;0.00%;1/4/2024;1000
791466994797;LEVOFLOXACINA 750MG X 10 TAB (DPT);0.99;0.00%;1/11/2024;1000
736372230171;LIDOCAINA 2% X 5 AMP 2ML I.M/I.V/SC (GLOBALMEDIC);6.81;0.00%;1/12/2024;1000
8906112610705;LIDOCAINA 20MG/ML X 50ML X AMP IM (LIDOHEM) ADN;2.27;0.00%;1/5/2026;1000
8904187858787;LIDOCAINA/ADRENALINA 2%/1:80.000 X 5 CARTUCHOS USO DENTAL 1.8ML (TIARES);2.41;0.00%;1/5/2026;1000
6942189304361;MANITOL 20% X 250ML X AMP PARA INFUSION (KMPLUS);4.88;0.00%;1/4/2024;1000
196852644438;MEDROXIPROGESTERONA 150MG X AMP (DEPOFEM) TIARES;6.59;0.00%;1/2/2026;1000
7707236121822;MELOXICAM 15MG X 10 AMP IM (VITALIS);13.49;0.00%;1/8/2026;1000
7597533001107;MEROPENEM 1GR X AMP IV (ZAKI);5.50;0.00%;1/5/2025;1000
7707236125035;MEROPENEM 500MG X AMP I.V (VITALIS);5.77;0.00%;1/8/2026;1000
CA570;MESIGYNA 1ML X AMP IM ( ENANTATO DE NORETISTERONA/ ESTRADIOL) BAYER;12.48;0.00%;1/9/2027;1000
8906112611382;METAMIZOL 1G/2ML X 3 AMP IV (METOHEM) ADN;1.44;0.00%;1/5/2025;1000
7598650000721;METOCLOPRAMIDA 10MG/2ML X 10 AMP IM/IV (JL);3.16;0.00%;1/7/2024;1000
7597533000360;METOCLOPRAMIDA 10MG/2ML X 10 AMP IV/IM (ZAKI);2.03;0.00%;1/12/2025;1000
7800061770057;METOCLOPRAMIDA 10MG/2ML X AMP IM/IV (BIOSANO);0.32;0.00%;1/8/2025;1000
7598252101048;METRONIDAZOL 500MG/100ML X AMP IV (DISTRILAB);1.62;0.00%;1/6/2026;1000
7707236121594;NEOSTIGMINA 0.5MG/ML X 10 AMP I.M/I.V (VITALIS);11.04;0.00%;1/9/2025;1000
196852522460;NORETISTERONA/ESTRADIOL 50MG/5MG X AMP (MAIT) TIARES;4.39;0.00%;1/2/2026;1000
791466995978;NORETISTERONA/ESTRADIOL 50MG/5MG X AMP IM (MESYFEM) DPT;5.39;0.00%;1/3/2026;1000
7598750000522;OCTREOTIDA 100MCG/ML X AMP CADENA DE FRIO IV/SC (OCTRIMED) PHARMAMED;38.68;0.00%;1/7/2025;1000
7598750000515;OCTREOTIDA 50MCG/ML X AMP CADENA DE FRIO IV/SC (OCTRIMED) PHARMAMED;28.39;0.00%;1/7/2025;1000
7598252000075;OMEPRAZOL 40MG X 10 AMP IV (DISTRILAB);12.86;0.00%;1/7/2025;1000
7598176000960;OMEPRAZOL 40MG X 10 AMP IV (NEXPHARMA);8.11;0.00%;1/10/2024;1000
7598750000171;OMEPRAZOL 40MG X 10 AMP IV (PHARMAMED);12.10;0.00%;1/11/2025;1000
6921875005829;OMEPRAZOL 40MG X AMP I.V (KMPLUS);1.10;0.00%;1/7/2024;1000
745125571867;OMEPRAZOL 40MG X AMP IV (GAMA);0.74;10.00%;1/5/2025;1000
7800061001953;ONDANSETRON 8MG/4ML X AMP IV (BIOSANO);1.05;0.00%;1/9/2027;1000
7709618581842;OXACILINA 1GR X AMP IV/IM (VITALIS);0.92;0.00%;1/2/2026;1000
7707236125745;OXITOCINA 10 U.I/1ML X 10 AMP I.M/I.V (VITALIS);13.76;0.00%;1/6/2025;1000
7598852001403;OXITOCINA 5UI/ML X 10 AMP IM/IV (UNIPHARMA);5.82;0.00%;1/11/2026;1000
7598252101079;PARACETAMOL 1GR/100ML X AMP IV (DISTRILAB);4.20;0.00%;1/5/2025;1000
7598429001102;PARACETAMOL 1MG/ML X 100ML AMP IV (CAMBRIDGE);2.80;0.00%;1/5/2025;1000
652931974297;PENICILINA 6.3.3 X AMP IM (EL MORRO);0.48;0.00%;1/6/2026;1000
7596347805512;PENICILINA BENZATILICA 1.000.000 UI X AMP IM (DPT);0.21;0.00%;1/8/2024;1000
652931975713;PENICILINA BENZATILICA 1.200.000 UI X AMP IM (EL MORRO);0.48;0.00%;1/6/2026;1000
6921875009896;PENICILINA BENZATILICA 2.400.000 UI X AMP IM (ALFA);0.52;0.00%;1/12/2025;1000
7596347805536;PENICILINA BENZATINICA 2.400.000 UI X AMP IM ( DPT);0.67;0.00%;1/8/2024;1000
652931975720;PENICILINA BENZATINICA 2.400.000 UI X AMP IM (EL MORRO);0.89;0.00%;1/6/2026;1000
7707236123659;PENICILINA BENZATINICA 2.400.000 UI X AMP IM (VITALIS);1.36;0.00%;1/11/2026;1000
2307327;PENICILINA G BENZATINICA 2.400.000 UI X AMP IM (FAHD);1.11;0.00%;1/7/2026;1000
7707236121549;PIPERACILINA/ TAZOBACTAM 4.0G/ 0.5G X 1AMP I.V (VITALIS);6.28;0.00%;1/11/2026;1000
7502245840425;PROPOFOL EMULSION 200MG/ 20ML X AMP (VITALIS);7.59;0.00%;1/8/2026;1000
7598429001430;RANITIDINA 50MG/2ML X 10 AMP IM/IV (CAMBRIDGE);4.41;0.00%;1/4/2024;1000
7707236127305;RANITIDINA 50MG/2ML X 10 AMP IM/IV (VITALIS);2.61;0.00%;1/3/2025;1000
7800061395106;RANITIDINA 50MG/2ML X AMP IM/IV (BIOSANO);0.28;0.00%;1/4/2025;1000
7501125100123;SOLUCION CLORURO DE SODIO 0.9% X 500ML (PISA);1.32;0.00%;1/8/2025;1000
7597533001565;SOLUCION CLORURO DE SODIO 0.9% X 500ML (ZAKI);1.01;0.00%;1/11/2026;1000
7597285000656;SOLUCION DEXTROSA AL 5% / AGUA DESTILADA X 500ML (IPS);1.91;0.00%;30/3/2026;1000
7597285000663;SOLUCION DEXTROSA 5% / CLORURO DE SODIO 0.45% X 500ML (IPS);1.91;0.00%;30/3/2026;1000
7502268545123;SOLUCION DEXTROSA AL 50% X 500ML (PISA);5.54;0.00%;1/11/2024;1000
7598852001571;SOLUCION DEXTROSA/SAL 5%/0.45% X 500 ML (UNIPHARMA);2.06;0.00%;1/6/2026;1000
123456789;SOLUCION FISIOLOGICA AL 0.9% X 100ML (SUMIC-HEALT);0.00;0.00%;1/12/2030;1000
7598650000776;SOLUCION GLUCOFISIOLOGICA 0.9%-5% X 500ML IV (JL);1.38;0.00%;1/10/2024;1000
7597285000076;SOLUCION RINGER LACTATO X 500ML (IPS);1.51;0.00%;1/3/2026;1000
7501125132070;SOLUCION RINGER LACTATO X 500ML (PISA);1.49;0.00%;1/9/2026;1000
7598750000348;SOMATOSTATINA 3MG X AMP CADENA DE FRIO IV (SOMAMED) PHARMAMED;105.43;0.00%;1/10/2025;1000
7800061425407;SULFATO DE MAGNESIO 25%/5ML X AMP IM/IV (BIOSANO);2.27;0.00%;1/3/2028;1000
7598750000133;TIGECICLINA 50MG X AMP LIOFILIZADO IV (TIGEMED) PHARMAMED;29.09;0.00%;1/9/2026;1000
8906112610729;TRAZAS OLIGOELEMENTOS 10ML X AMP IV (TRAZTEL) ADN;5.38;0.00%;1/9/2024;1000
7502268544942;TRAZAS OLIGOMENTALES X AMP IV (TRACEFUSIN) PISA;4.40;0.00%;1/8/2025;1000
7596347805505;VANCOMICINA 500MG X AMP IV (DPT);1.69;0.00%;1/3/2025;1000
7707236120139;VECURONIO BROMURO 4MG X AMP IV (VITALIS);2.20;0.00%;30/4/2025;1000
7596347807141;VITAMINA B1 50MG/2ML X AMP IM/IV (DPT);0.25;0.00%;1/3/2025;1000
7596347807103;VITAMINA C 1GR X AMP IM/IV (DPT);0.71;0.00%;1/3/2025;1000
8904159499772;VITAMINA C 1GR/10ML (ACIDO ASCORBICO) X 10 AMP IM/IV ( ADN);7.65;0.00%;1/8/2024;1000
21281084268;VITAMINA C 500MG/2ML X 10 AMP IM/IV (LIALI);2.75;0.00%;1/6/2025;1000
CA4623;VITAMINA C 500MG/5ML X 10 AMP IM/IV (ALFA);1.76;0.00%;1/12/2025;1000
7598455000155;VITAMINA C 500MG/5ML X 10 AMP IV/IM (BIOVIT C) BIOGLASS;8.94;0.00%;1/8/2026;1000
7800061210201;VITAMINA K (FITOMEMADIONA) 10MG/ML X AMP IM-SUBCUTANEA (BIOSANO);0.56;0.00%;1/8/2024;1000
7502268544928;VITAMINA K FITOMENADIONA 10MG/1ML X 5 AMP IV/IM 12X16 (ADN);2.06;0.00%;1/10/2024;1000
7597533000230;VITAMINA K FITOMENADIONA 10MG/ML X 10 AMP IM (ZAKI);2.59;0.00%;1/12/2025;1000
7598455000308;VITAMINA K FITOMENADIONA 10MG/ML X 10 AMP IV/IM (BIOVIT K) BIOGLASS;4.86;0.00%;1/6/2026;1000
736372230218;VITAMINA K FITOMENADIONA X 10MG/ML X 10 AMP IM/IV (GLOBALMEDIC);5.63;0.00%;1/10/2024;1000
7591616000032;ACEITE DE ALMENDRAS DULCES X 30ML (BIOFARCO);1.79;0.00%;1/10/2026;1000
7591616000162;ACEITE MINERAL X 30ML (BIOFARCO);1.72;0.00%;1/3/2026;1000
7703038941477;ACICLOVIR 5% X 15GR CREMA (LAFROFF);2.68;0.00%;1/11/2024;1000
736372692061;ACICLOVIR 5% X 20GR CREMA TOPICA (H&M);2.50;0.00%;1/3/2026;1000
18906047595709;ACIDO SALICILICO 6% X 20 GR CREMA TOPICA (UNLINK);3.74;0.00%;1/2/2025;1000
7592601100645;ALANTOINA/DECUALINIO 0.5%/0.4% X 20GR CREMA (ALANTAMIDA) MEYER;5.28;0.00%;1/10/2026;1000
7591616000360;AZUL DE METILENO X 60ML (BIOFARCO);1.30;0.00%;1/11/2026;1000
7596211000043;BALSAMO LABIAL X 15ML (ZOAH);3.92;0.00%;1/10/2025;1000
7596211001071;BB CREAM TONO CLARO X 50ML (ZOAH);6.14;0.00%;1/2/2027;1000
7596211001088;BB CREAM TONO MEDIO X 50ML (ZOAH);6.14;0.00%;1/2/2027;1000
7596211001095;BB CREAM TONO OSCURO X 50ML (ZOAH);6.14;0.00%;1/2/2027;1000
8904278590688;BECLO-GENTA-CLOTRI 0.025%/0.1%/1% X 30GR CREMA (FAHD);3.23;0.00%;1/4/2025;1000
7597072000319;BEDUCIS X 200ML LOCION HUMECTANTE (BOOZ);5.55;0.00%;1/11/2025;1000
7598252001034;BETA-CLOTRI-GENTA 0.5MG/10MG/1MG X 40GR CREMA TOPICA (DISBAC TRIO) DISTRILAB;3.33;0.00%;1/6/2026;1000
736372692276;BETA-GENTA-CLOTRI 0.05%/0.1%/1% X 20GR CREMA TOPICA (H&M);2.61;0.00%;1/1/2026;1000
7591243804164;BETA-GENTA-CLOTRI 0.1%-0.1%-1% X 15GR CREMA (BETADERM PLUS) BIOTECH;5.32;0.00%;1/1/2026;1000
21281083285;BETA-GENTA-CLOTRI 0.1%/0.1%/1% X 20GR CREMA (BETADEX PLUS) LIALI;2.50;0.00%;1/6/2025;1000
7591243804140;BETAMETASONA 0.05% X 15GR CREMA (BETADERM) BIOTECH;4.68;0.00%;1/11/2025;1000
7598677000025;BETAMETASONA 0.05% X 20GR CREMA (CLEO PHARMA);2.04;0.00%;1/8/2025;1000
736372692252;BETAMETASONA 0.05% X 20GR CREMA (H&M);2.42;0.00%;1/12/2025;1000
7750215023396;BETAMETASONA 0.05% X 20GR CREMA (PORTUGAL);2.15;0.00%;1/9/2027;1000
18906047595655;BETAMETASONA 0.05% X 20GR CREMA (UNLINK);2.98;0.00%;1/2/2025;1000
21281083261;BETAMETASONA 0.1% X 15GR CREMA (BETADEX) LIALI;1.38;0.00%;1/6/2025;1000
7597072000265;BETAMETASONA 0.1% X 20GR CREMA (BETAMER) BOOZ;3.14;0.00%;1/12/2025;1000
7703712035737;BETAMETASONA 0.1% X 20GR CREMA TOPICA (COASPHARMA);2.43;0.00%;1/1/2025;1000
7591243803600;BETAMETASONA/GENTAMICINA 0.05%-0.1% X 15GR CREMA (BEPRODERM) BIOTECH;4.81;0.00%;1/5/2025;1000
21281083278;BETAMETASONA/GENTAMICINA 0.1%/0.1% X 15GR CREMA (BETADEX G) LIALI;1.43;0.00%;1/6/2025;1000
7597072001163;CALAMINOL X 200ML LOCION (CALAMICIS) BOOZ;3.63;0.00%;1/12/2025;1000
7707184161086;CLINDAMICINA 2% X 40GR CREMA VAGINAL (FARMIONNI);6.09;0.00%;1/7/2024;1000
7597072001156;CLINDAMICINA/PROPILENGLICOL 1%-5% X 20GR CREMA (CLINDAMER) BOOZ;3.27;0.00%;1/11/2025;1000
5060560910732;CLOTRI-GENTA-BETA X 15GR CREMA (TRIDERMARON) UNIPHARMA;2.85;10.00%;1/11/2025;1000
736372692160;CLOTRI-NEO-DEXA 1.0%/0.5%/0.044% X 20GR CREMA TOPICA (H&M);2.20;0.00%;1/1/2026;1000
7598176001097;CLOTRI-NEO-DEXA 1%/0.5%/0.04% X 20GR CREMA (CORZELAN) ANGELUS;2.35;0.00%;1/8/2026;1000
7598578000117;CLOTRI-NEO-DEXA 1%/0.50%/0.04% X 20GR CREMA (CLONEDAC) DAC55;2.85;0.00%;1/9/2025;1000
7598800000274;CLOTRI-NEO-DEXA 1%/0.50%/0.05% X 30GR CREMA (BETAMIXOL) JD PHARMA;1.98;0.00%;1/2/2026;1000
8904250520757;CLOTRIMAZOL 1% CREMA VAGINAL+APLICADORES X 50G (TIARES);3.70;0.00%;1/7/2026;1000
7750215136249;CLOTRIMAZOL 1% X 20 GR CREMA (PORTUGAL);2.43;0.00%;1/10/2026;1000
7592601100454;CLOTRIMAZOL 1% X 20GR CREMA (IMAZOL) MEYER;2.97;0.00%;1/2/2028;1000
736372692153;CLOTRIMAZOL 1% X 20GR CREMA TOPICA (H&M);1.49;0.00%;1/12/2025;1000
7707184161420;CLOTRIMAZOL 1% X 40GR APLICADORES CREMA VAGINAL (FARMIONNI);4.08;0.00%;1/4/2025;1000
7707184161093;CLOTRIMAZOL 1% X 40GR CREMA TOPICA (FARMIONNI);2.70;0.00%;1/11/2025;1000
7703038065685;CLOTRIMAZOL 1% X 40GR CREMA TOPICA (LAPROFF);1.87;0.00%;1/10/2024;1000
7703712030992;CLOTRIMAZOL 1% X 40GR CREMA VAGINAL 6 APL. (COASPHARMA);3.71;0.00%;1/1/2026;1000
7598578000520;CLOTRIMAZOL 1% X 50GR CREMA VAGINAL + APLICADORES (GYNOCLONEDAC) DAC55;2.93;0.00%;1/6/2025;1000
8908020229017;CLOTRIMAZOL 10% X 5GR CREMA VAGINAL (NAUPHARMA);1.79;0.00%;1/7/2025;1000
8904250520764;CLOTRIMAZOL 2% X 30GR CREMA VAGINAL (TIARES);2.75;0.00%;1/8/2026;1000
7598677000018;CLOTRIMAZOL-DEXAMETASONA 1%/0.04% X 10GR CREMA (CLEO PHARMA);3.23;0.00%;1/7/2025;1000
7596211001132;CREMA CONTORNO DE OJOS X 15ML (ZOAH);4.76;0.00%;1/1/2026;1000
7596211000197;CREMA CORPORAL PARA LA CELULITIS X 250ML (ZOAH);5.92;0.00%;1/10/2026;1000
7596211000203;CREMA CORPORAL PARA LA CELULITIS X 400ML (ZOAH);8.10;0.00%;1/10/2026;1000
7596211000173;CREMA CORPORAL PARA LAS ESTRIAS X 250ML (ZOAH);5.65;0.00%;1/10/2026;1000
7596211000050;CREMA DESMAQUILLANTE X 120ML (ZOAH);3.35;0.00%;1/2/2027;1000
7596211001033;CREMA HIDRATANTE DIA X 50ML (ZOAH);4.26;0.00%;1/7/2026;1000
7596211001040;CREMA NUTRITIVA NOCHE X 50ML (ZOAH);4.04;0.00%;1/7/2026;1000
7596211000142;CREMA PARA MANOS. CODOS Y PIES X 50 ML (ZOAH);3.99;0.00%;1/10/2026;1000
7707355050232;DESONIDA 0.05% X 15GR CREMA TOPICA (MEYER);5.18;0.00%;1/4/2025;1000
7707355050249;DESONIDA 0.1% X 15GR CREMA (MEYER);6.83;0.00%;1/4/2025;1000
7598008001745;DESONIDA 0.1% X 15GR CREMA TOPICA (LAND);3.78;0.00%;1/10/2025;1000
8904307705625;DEXAMETASONA/CLOTRIMAZOL 0.04% X 20GR CREMA TOPICA (ALFA);1.76;0.00%;1/12/2025;1000
