product_id;barcode;name;stock_merida;stock;stock_oriente;brand;price_usd;price_ves_discount;group;due_date;active_ingredient;scale;discount_per_scale;bonus;bonus_amount
210266;7591821210707;ARANDA 2,5mg/50mg CAP X 10 FARMA;0;53;0;FARMA;156.09;156.09;MEDICAMENTOS;;LOSARTAN+AMLODIPINA;0.0;0.0;0.0;0.0
90438;7591821904385;ARANDA 2,5MG/50MG CAP X 30 FARMA;0;0;12;FARMA;521.16;521.16;MEDICAMENTOS;;LOSARTAN+AMLODIPINA;0.0;0.0;0.0;0.0
21071;7591821210714;ARANDA 5MG/100MG CAP x 10 FARMA;2;41;9;FARMA;233.49;233.49;MEDICAMENTOS;2026-01-25;LOSARTAN+AMLODIPINA;0.0;0.0;0.0;0.0
90437;7591821904378;ARANDA 5MG/100MG CAP x 30 FARMA;14;64;18;FARMA;629.51;629.51;MEDICAMENTOS;2026-05-25;LOSARTAN+AMLODIPINA;0.0;0.0;0.0;0.0
14963;7592601100126;ARBIXIL 15MG-10MCG/5ML JBE X 120ML MEYER;0;58;42;MEYER;300.9;300.9;MEDICAMENTOS;;AMBROXOL -CLENBUTEROL;0.0;0.0;0.0;0.0
14962;7592601100638;ARBIXIL 7.5MG-5MCG/5ML JBE PED X 120ML MEYER;0;45;27;MEYER;273.44;273.44;MEDICAMENTOS;;AMBROXOL -CLENBUTEROL;0.0;0.0;0.0;0.0
10142;7592601100683;ARBIXIL SOL. GOTAS 15 ML MEYER;0;21;4;MEYER;160.76;160.76;MEDICAMENTOS;;AMBROXOL -CLENBUTEROL;0.0;0.0;0.0;0.0
2010011;7750215023792;ARCODEX (ETORICOXIB) 120 MG X 7 TAB REC PORTU;9;2;4;PORTUGAL;197.47;197.47;MEDICAMENTOS;2026-02-25;ETORICOXIB;0.0;0.0;0.0;0.0
100316-1;7591020009157;ARCOVAL  60MG X 7 TAB REC. VALMORCA;0;143;110;VALMOR;129.75;129.75;MEDICAMENTOS;2024-11-25;ETORICOXIB;0.0;0.0;0.0;0.0
802093;7591243802092;ARESAN 20MG X 30 TAB BIOTECH;0;156;240;BIOTECH;283.8;283.8;MEDICAMENTOS;;OLMESARTAN ;0.0;0.0;0.0;0.0
802116;7591243802115;ARESAN 40MG X 30 TAB BIOTECH;0;227;37;BIOTECH;477.3;477.3;MEDICAMENTOS;;OLMESARTAN ;0.0;0.0;0.0;0.0
122064;7730512631098;ARGENZIL (SULFADIAZINA DE PLATA 1%) 500G AVPH;0;14;0;AVPHARMA;1857.59;1857.59;MEDICAMENTOS;;SULFADIAZINA DE PLATA;0.0;0.0;0.0;0.0
30028;7592806133066;ARTENOLOL 100 MG X 30 TAB RONAVA;18;15;61;RONAVA;154.8;154.8;MEDICAMENTOS;2026-01-25;ATENOLOL;0.0;0.0;0.0;0.0
11340;7591585113405;ARTRODAR  CAP 50MG X 10 LETI;9;24;15;LETI;176.81;176.81;MEDICAMENTOS;2028-03-25;DIACEREINA;0.0;0.0;0.0;0.0
21042;7591821210424;ARUDIL 10MG  TAB. REC. X 10 FARMA;0;0;27;FARMA;188.34;188.34;MEDICAMENTOS;;RIVAROXABAN;0.0;0.0;0.0;0.0
21066;7591821210660;ARUDIL 10MG  TAB. REC. X 30 FARMA;0;0;16;FARMA;536.64;536.64;MEDICAMENTOS;;RIVAROXABAN;0.0;0.0;0.0;0.0
210001;7591821210011;ARUDIL 15MG  TAB. REC. X 10 FARMA;0;12;12;FARMA;270.9;270.9;MEDICAMENTOS;2025-10-25;RIVAROXABAN;0.0;0.0;0.0;0.0
21056;7591821210561;ARUDIL 15MG  TAB. REC. X 30 FARMA;9;16;17;FARMA;712.07;712.07;MEDICAMENTOS;2026-04-25;RIVAROXABAN;0.0;0.0;0.0;0.0
21057;7591821210578;ARUDIL 20 MG TAB REC X 30 - LF FARMA;8;0;8;FARMA;1013.93;1013.93;MEDICAMENTOS;2026-05-25;RIVAROXABAN;0.0;0.0;0.0;0.0
21002;7591821210028;ARUDIL 20MG  TAB. REC. X 10 FARMA;0;10;5;FARMA;371.52;371.52;MEDICAMENTOS;;RIVAROXABAN;0.0;0.0;0.0;0.0
800512;7592803000019;ARZOMIDOL SUSP 200 MG /5ML FCO X15 ML DOLLDER;70;173;221;DOLLDER;192.21;192.21;MEDICAMENTOS;2026-05-25;AZITROMICINA;0.0;0.0;0.0;0.0
52468;7591585261236;ASAPROL 81MG X 100COMP LETI;354;474;33;LETI;337.68;337.68;MEDICAMENTOS;2025-10-25;ACIDO ACETILSALICILICO;0.0;0.0;0.0;0.0
56123;7591585561237;ASAPROL 81MG X 40 COMP LETI;1124;1570;473;LETI;137.08;137.08;MEDICAMENTOS;2026-06-25;ACIDO ACETILSALICILICO (81 mg);0.0;0.0;0.0;0.0
31335;7591585313355;ASARAP 10MG X 10 COMP REC LETI;0;0;1;LETI;126.88;126.88;MEDICAMENTOS;;RIVAROXABAN;0.0;0.0;0.0;0.0
21335;7591585213358;ASARAP 10MG X 30 COMP REC LETI;22;24;24;LETI;352.73;352.73;MEDICAMENTOS;2026-03-25;RIVAROXABAN;0.0;0.0;0.0;0.0
21333;7591585213334;ASARAP 15MG X 30 COMP REC LETI;20;24;24;LETI;429.31;429.31;MEDICAMENTOS;2025-10-25;RIVAROXABAN;0.0;0.0;0.0;0.0
21334;7591585213341;ASARAP 20MG X 30 COMP REC LETI;21;25;24;LETI;446.86;446.86;MEDICAMENTOS;2026-02-25;RIVAROXABAN;0.0;0.0;0.0;0.0
00260;7592601100676;ASCAFYL PLUS X 10 TAB MEYER;0;351;113;MEYER;128.57;128.57;MEDICAMENTOS;;ACETAMINOFEN -CAFEINA -CLORFENIRAMINA ;0.0;0.0;0.0;0.0
233175;7597467002331;ASPIRADOR NASAL BLESS PLUSMEDIC;15;15;0;BLESS BABY CARE;172.06;172.06;MISCELANEOS;2028-08-25;;0.0;0.0;0.0;0.0
721501;7591619000589;ASTEFOR 500 MG X 10 COMP REC ROWE;10;33;0;MEGALABS;318.63;318.63;MEDICAMENTOS;2025-05-25;LEVOFLOXACINA;0.0;0.0;0.0;0.0
25101002;7591519000986;ATAMEL 500MG X 20 TAB CALOX;159;252;76;CALOX;114.13;114.13;MEDICAMENTOS;2027-01-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
25101047;7591519001167;ATAMEL CO 500MG/25MG CALOX;288;288;0;CALOX INTERNACIONAL;149.16;149.16;ESTUPEFACIENTE;2027-04-25;ACETAMINOFEN - CODEINA;0.0;0.0;0.0;0.0
25101001;7591519000948;ATAMEL FORTE TAB 650MG X 10 TAB PFIZER;856;2255;297;PFIZER;87.28;87.28;MEDICAMENTOS;2027-03-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
25106005;7591519001297;ATAMEL JARABE 120MG/5ML X 120ML;0;0;8;CALOX INTERNACIONAL;98.23;98.23;MEDICAMENTOS;;ACETAMINOFEN;0.0;0.0;0.0;0.0
25101005;7591519000993;ATAMEL PLUS 500MG-32MG X 10 TAB;213;349;195;CALOX;117.74;117.74;MEDICAMENTOS;2025-10-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
985551;7593090001529;ATAPEC 100 MG 30 TAB FC PHARMA;0;0;4;FC PHARMA;314.55;314.55;MEDICAMENTOS;;QUETIAPINA ;0.0;0.0;0.0;0.0
3014469;7598981000469;ATENOLOL 100MG X 30 TAB JMW;59;99;74;JMW;32.88;32.88;MEDICAMENTOS;2025-06-25;ATENOLOL;0.0;0.0;0.0;0.0
00500000;675696259966;ATENOLOL 50MG X 30 TAB BUKA;20;495;217;BUKA;81.27;81.27;MEDICAMENTOS;2026-10-25;ATENOLOL;0.0;0.0;0.0;0.0
17501;7591585175014;ATENOLOL TAB 100MG X 30 LETI;58;145;27;LETI;163.42;163.42;MEDICAMENTOS;2029-03-25;ATENOLOL;0.0;0.0;0.0;0.0
03028;7591585175021;ATENOLOL TAB 50MG X 30 LETI;120;144;115;LETI;139.56;139.56;MEDICAMENTOS;2029-05-25;ATENOLOL;0.0;0.0;0.0;0.0
150722;7501384546540;ATOMOXETINA 40MG X 14 CAP PSICOFARMA;35;0;0;PSICOFARMA;1449.91;1449.91;MEDICAMENTOS;2024-10-25;ATOMOXETINE ;0.0;0.0;0.0;0.0
21051;7591818210512;ATORVACOF 20 mg TAB X 14 COFASA;34;38;42;COFASA;111.42;111.42;MEDICAMENTOS;2025-10-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
344;7591585173447;ATORVASTATINA  20MG X 10CR GENVEN;282;288;92;LETI;66.97;66.97;MEDICAMENTOS;2026-05-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
45876;7591585373441;ATORVASTATINA  20MG X 30CR LETI;164;326;161;LETI;170.44;170.44;MEDICAMENTOS;2026-05-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
890123;8904306502270;ATORVASTATINA - PROVATOR 40mg TAB X100 PRISM;6;6;1;PRISM;409.93;409.93;MEDICAMENTOS;2025-12-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
045477;7750215028315;ATORVASTATINA 20MG X 100 TAB PORTUGAL;0;2;18;PORTUGAL;334.0;334.0;MEDICAMENTOS;;ATORVASTATINA ;0.0;0.0;0.0;0.0
05203;7591020080453;ATORVASTATINA 20MG X 20 TAB REC GENCER;0;0;7;GENCER;159.47;159.47;MEDICAMENTOS;;ATORVASTATINA ;0.0;0.0;0.0;0.0
7532;7597758000732;ATORVASTATINA 20MG X 30 TAB ALESS PHARMACEUTI;411;1104;104;ALESS;97.86;97.86;MEDICAMENTOS;2025-05-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
00050503;675696260139;ATORVASTATINA 20MG X 30 TAB BUKA;0;0;27;BUKA;99.33;99.33;MEDICAMENTOS;;ATORVASTATINA (20 mg);0.0;0.0;0.0;0.0
759895;7598833000425;ATORVASTATINA 20MG X 30 TAB VERMA;0;20;0;VERMA;104.61;104.61;MEDICAMENTOS;;ATORVASTATINA ;0.0;0.0;0.0;0.0
9201021;7591519051568;ATORVASTATINA 40 MG X 30 TAB CALOX;58;44;164;CALOX;393.86;393.86;MEDICAMENTOS;2026-05-25;ATORVASTATINA (40 mg);0.0;0.0;0.0;0.0
61660-1;8908007037345;ATORVASTATINA 40MG X 10 TAB GEAGAR;268;138;65;GEAGAR;64.5;64.5;MEDICAMENTOS;2026-02-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
160218;7598813000186;ATORVASTATINA 40MG X 10 TAB MM;383;208;77;MM;25.94;25.94;MEDICAMENTOS;2025-12-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
89623;7591020008884;ATORVASTATINA 40MG X 20 GENCER;214;24;96;GENCER;263.26;263.26;MEDICAMENTOS;2029-02-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
759749;7597758000749;ATORVASTATINA 40MG X 30 TAB ALESS PHARMACEUTI;463;142;126;ALESS;135.18;135.18;MEDICAMENTOS;2025-05-25;ATORVASTATINA (40 mg);0.0;0.0;0.0;0.0
101022;7598176000502;ATORVASTATINA 40MG X 30 TAB ANGELUS;0;0;9;ANGELUS;112.51;112.51;MEDICAMENTOS;;ATORVASTATINA ;0.0;0.0;0.0;0.0
00050504;675696260146;ATORVASTATINA 40MG X 30 TAB BUKA;0;0;1;BUKA;104.49;104.49;MEDICAMENTOS;;ATORVASTATINA (40 mg);0.0;0.0;0.0;0.0
759254;7598578000254;ATORVASTATINA 40MG X 30 TAB DAC55;0;0;1441;DAC 55;149.85;149.85;MEDICAMENTOS;;ATORVASTATINA ;0.0;0.0;0.0;0.0
30142470;7598981002470;ATORVASTATINA 40MG X 30 TAB JMW;159;288;168;UNILINK PHARMA;91.33;91.33;MEDICAMENTOS;2026-05-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
270423;7598833000562;ATORVASTATINA 40MG X 30 TAB VERMA;129;8;0;VERMA;168.99;168.99;MEDICAMENTOS;2025-04-25;ATORVASTATINA ;0.0;0.0;0.0;0.0
759458;7591585373458;ATORVASTATINA 40MG X 30CR GENVEN;0;0;1;GENVEN;322.94;322.94;MEDICAMENTOS;;ATORVASTATINA ;0.0;0.0;0.0;0.0
100118;7592432901435;ATOVAROL 20mg CAP x 14 VIVAX;0;0;43;VIVAX;150.93;150.93;MEDICAMENTOS;;ATORVASTATINA ;0.0;0.0;0.0;0.0
847128;8470006723128;ATROALDO INHALADOR 20MCG/200DOSIS ALDO-UNI;90;0;21;ALDO-UNION;479.72;479.72;MEDICAMENTOS;2027-01-25;BROMURO DE IPRATROPIO ;0.0;0.0;0.0;0.0
80701;7592806123012;ATROBEL GOTAS FCO X 15 ML RONAVA;5;0;4;RONAVA;180.6;180.6;MEDICAMENTOS;2025-07-25;HIOSCINA;0.0;0.0;0.0;0.0
301561;4048846001665;ATROVENT AEROSOL HFA 20MCG X 10ML DROV;9;46;22;BOEHRINGER;498.57;498.57;MEDICAMENTOS;2026-05-25;N-BUTIL BROMURO DE HIOSCINA ;0.0;0.0;0.0;0.0
120112;7592349001129;ATROVERAN 10 MG TABLETAS RECUBIERTAS VARGAS;238;494;8;VARGAS;167.48;167.48;MEDICAMENTOS;2026-03-25;N-BUTIL BROMURO DE HIOSCINA ;0.0;0.0;0.0;0.0
127216;7592349722161;ATROVERAN 10mg/mL SOLUCIÓN GOTAS VARGAS;367;271;193;VARGAS;210.49;210.49;MEDICAMENTOS;2026-04-25;N-BUTIL BROMURO DE HIOSCINA ;0.0;0.0;0.0;0.0
29029;7758713058827;AUGMENTIN 875MG-125MG TAB RECUB  X 14 FARMA;19;0;6;GSK;1395.77;1395.77;MEDICAMENTOS;2025-02-25;AMOXICILINA -ACIDO CLAVULANICO ;0.0;0.0;0.0;0.0
29031;7861028101291;AUGMENTIN ES600-42,9MG/5ML POL/SUS100ML FARMA;2;0;0;GSK;1034.57;1034.57;MEDICAMENTOS;2025-04-25;AMOXICILINA -ACIDO CLAVULANICO ;0.0;0.0;0.0;0.0
1602;7592349001600;AUPREL 90MG COMP X 20 CAP VARGAS;222;8;110;VARGAS;628.62;628.62;MEDICAMENTOS;2025-07-25;TICAGRELOR  90 MG;0.0;0.0;0.0;0.0
11428;7591585114280;AXOKINE 400MG X 5 CR LETI;0;8;10;LETI;502.93;502.93;MEDICAMENTOS;;MOXIFLOXACINA;0.0;0.0;0.0;0.0
10951;7591196002464;AZACARD 81 MG X 30 TAB OFTALMI;693;524;185;OFTALMI;130.79;130.79;MEDICAMENTOS;2026-01-25;ACIDO ACETILSALICILICO;0.0;0.0;0.0;0.0
10366;7591196002471;AZACARD 81 MG X 60 TAB OFTALMI;33;76;38;OFTALMI;243.32;243.32;MEDICAMENTOS;2025-11-25;ACIDO ACETILSALICILICO;0.0;0.0;0.0;0.0
224564;8904306503154;AZATIOPRINA 50 MG (PRINAZ) X 100 TAB PRISM;0;0;11;PRISM;573.9;573.9;MEDICAMENTOS;;AZATIOPRINA (50 mg);0.0;0.0;0.0;0.0
109601;7591196006509;AZELASTINA SOLUC. OFT. 5ML OFTALMI;36;28;36;OFTALMI;229.48;229.48;MEDICAMENTOS;2026-10-25;AZELASTINE;0.0;0.0;0.0;0.0
54785;7591020007597;AZITROMICINA  500 MG X 5 COMP GENCER;205;139;422;GENCER;151.92;151.92;MEDICAMENTOS;2029-03-25;AZITROMICINA;0.0;0.0;0.0;0.0
22021;7598800000120;AZITROMICINA 200 mg/5 ml  USO PED. JD-PHARMA;2296;2139;99;JD-PHARMA;68.31;68.31;MEDICAMENTOS;2026-04-25;AZITROMICINA (200 mg / 5 ml);0.0;0.0;0.0;0.0
10001;7703712030152;AZITROMICINA 200 MG/5ML SUSP 15ML QUALITYMED;223;239;363;COASPHARMA;81.45;81.45;MEDICAMENTOS;2026-02-25;AZITROMICINA;0.0;0.0;0.0;0.0
759182;7598176000182;AZITROMICINA 200MG 15ML ANGELUS;26;0;0;ANGELUS;128.59;128.59;MEDICAMENTOS;2024-12-25;AZITROMICINA;0.0;0.0;1.0;1.0
30205;7598578000629;AZITROMICINA 200MG/5ML P/SUSP DAC 55;1516;392;190;DAC 55;93.65;93.65;MEDICAMENTOS;2025-11-25;AZITROMICINA;0.0;0.0;0.0;0.0
759052;7598176000052;AZITROMICINA 500 MG X 3 TAB ANGELUS;0;0;75;ANGELUS;56.62;56.62;MEDICAMENTOS;;AZITROMICINA;0.0;0.0;0.0;0.0
00050505;675696259973;AZITROMICINA 500MG X 5 TAB BUKA;170;122;45;BUKA;104.49;104.49;MEDICAMENTOS;2026-10-25;AZITROMICINA (500 mg);0.0;0.0;0.0;0.0
750216;7750215017562;AZITROMICINA P/SUS 200MG/5MLX15ML PORTUGAL;113;59;16;PORTUGAL;132.82;132.82;MEDICAMENTOS;2026-09-25;AZITROMICINA;0.0;0.0;0.0;0.0
759152;7597758000152;AZITROMICINA POLVO/SUS 200MG/5MLX22.5ML ALESS;610;311;94;ALESS;138.65;138.65;MEDICAMENTOS;2025-10-25;AZITROMICINA;0.0;0.0;0.0;0.0
000002;7591519002027;AZITROMICINA TAB 500MG X 3 CALOX;366;1314;1362;CALOX;93.78;93.78;MEDICAMENTOS;2027-03-25;AZITROMICINA;0.0;0.0;0.0;0.0
18655;7598578000049;AZITROMICINA TAB 500MG X 3 DAC55;0;0;108;DAC 55;73.36;73.36;MEDICAMENTOS;;AZITROMICINA;0.0;0.0;0.0;0.0
18906-1;18906047595143;AZITROMICINA TAB 500MG X 30 TAB  JMW;170;10;40;JMW;596.17;596.17;MEDICAMENTOS;2025-02-25;AZITROMICINA;0.0;0.0;0.0;0.0
759145;7597758000145;AZITROMICINA TAB 500MGX5 ALESS;762;575;136;ALESS;90.54;90.54;MEDICAMENTOS;2026-09-25;AZITROMICINA;0.0;0.0;0.0;0.0
08597;7591585279460;AZITROMICINA TAB 500MGX5 LETI;946;1186;610;LETI;95.0;95.0;MEDICAMENTOS;2028-05-25;AZITROMICINA;0.0;0.0;0.0;0.0
800909;7597758000909;AZONAX (AZTREONAM) 1G PVO SOL INY X1AMP ALESS;104;36;58;ALESS;317.26;317.26;INYECTABLES;2025-10-25;AZTREONAM (1  g);0.0;0.0;0.0;0.0
9041-1;7591616001510;AZUFRE POLVO 20GR BIOFARCO;0;2;2;BIOFARCO;36.12;36.12;PATENTADOS NATURALES;;AZUFRE;0.0;0.0;0.0;0.0
289348;7599028000299;AZUL DE METILENO 30 CC LYA;229;83;47;LYA;56.7;56.7;PATENTADOS NATURALES;2027-03-25;AZUL DE METILENO;0.0;0.0;0.0;0.0
9039-1;7591616000360;AZUL DE METILENO 30CC BIOFARCO;32;59;0;BIOFARCO;49.01;49.01;PATENTADOS NATURALES;2027-03-25;AZUL DE METILENO;0.0;0.0;0.0;0.0
54749;7591585217660;BABILINKID 100MG/0,42ML SOL GTS X 20ML LETI;118;94;33;LETI;137.2;137.2;MEDICAMENTOS;2026-06-25;ACETAMINOFEN -CLORFENIRAMINA ;0.0;0.0;0.0;0.0
057179;6942189211348;BACITRACINA /NEOMICIN. 500UI UNG TOP. X 15GR;226;293;118;KMPLUS;83.76;73.71;MEDICAMENTOS;2026-09-25;BACITRACINA (500 UI);1.0;12.0;0.0;0.0
30016;7591619505015;BACITRACINA 500UI UNG TOP X 15GRS KLINOS;0;266;110;ROEMMERS;180.6;180.6;MEDICAMENTOS;;BACITRACINA (500 UI);0.0;0.0;0.0;0.0
17547;7592806141016;BACITRACINA 500UI UNG X 15GR. RONAVA;408;448;131;RONAVA;167.7;167.7;MEDICAMENTOS;2026-07-25;BACITRACINA (500 UI);0.0;0.0;0.0;0.0
219867;7591020007825;BACTEVAL 250MG 50MG  X 24 CAP VALMOR;0;0;2;VALMOR;294.87;294.87;MEDICAMENTOS;2026-10-25;FENILAZODIAMINOPIRIDINA -SULFAMETIZOL (250 mg - 50 mg);0.0;0.0;0.0;0.0
735530;7707355055930;BACTRIM 200 MG/40 MG X 100 ML MEYER;72;72;40;MEYER;486.95;486.95;MEDICAMENTOS;2026-02-25;TRIMETROPRIM-SULFAMETOXAZOL;0.0;0.0;0.0;0.0
707316;7707355055916;BACTRIM 80 MG/400 MG X 20 TAB MEYER;36;0;0;MEYER;740.36;740.36;MEDICAMENTOS;2025-08-25;TRIMETROPRIM-SULFAMETOXAZOL;0.0;0.0;0.0;0.0
735505;7707355055923;BACTRIM F 160 MG/800 MG X 10 TAB MEYER;0;1;0;MEYER;679.33;679.33;MEDICAMENTOS;;TRIMETROPRIM-SULFAMETOXAZOL;0.0;0.0;0.0;0.0
05306;7592806122015;BACTRON 40MG-200MG/5MG SUSP FC X 100ML RONAVA;253;0;35;RONAVA;193.5;193.5;MEDICAMENTOS;2029-03-25;TRIMETROPRIM-SULFAMETOXAZOL;0.0;0.0;0.0;0.0
05305;7592806133073;BACTRON 80 MG/400 MG X 20 TAB RONAVA;507;19;8;RONAVA;219.3;219.3;MEDICAMENTOS;2029-04-25;TRIMETROPRIM-SULFAMETOXAZOL;0.0;0.0;0.0;0.0
05307;7592806133530;BACTRON FORTE 160 MG/800 MG X 10 TAB RONAVA;162;113;49;RONAVA;245.1;245.1;MEDICAMENTOS;2027-05-25;TRIMETROPRIM-SULFAMETOXAZOL;0.0;0.0;0.0;0.0
490326;7596211000043;BALSAMO LABIAL ZOAH;4;15;59;ZOAH;90.23;90.23;MISCELANEOS;2025-10-25;MIEL, EXTRACTO DE LEVADURA, NIACINAMIDE;0.0;0.0;0.0;0.0
09756;7591955000045;BARGONIL 2% UNG RECTAL X 10GRS  ROEMMERS;240;247;101;ROEMMERS;367.65;367.65;MEDICAMENTOS;2028-02-25;TRIBENOSIDO ;0.0;0.0;0.0;0.0
09757;7591955000052;BARGONIL 2% UNG RECTAL X 30GRS  ROEMMERS;61;123;74;ROEMMERS;709.49;709.49;MEDICAMENTOS;2027-06-25;TRIBENOSIDO ;0.0;0.0;0.0;0.0
9855529;7593090002397;BARROCUTINA TEENS 120ML FC PHARMA;0;2;0;FC PHARMA;282.74;282.74;MISCELANEOS;;;0.0;0.0;0.0;0.0
985532;7593090000577;BARROCUTINA TEENS TONICO 120ML FC PHARMA;2;9;0;FC PHARMA;165.51;165.51;MISCELANEOS;2025-01-25;;0.0;0.0;0.0;0.0
223275;7597467002232;BASE DE COLOSTOMIA 57MM X1 PLUSMEDIC;0;15;0;PLUSMEDIC;141.37;141.37;DESCARTABLES;;;0.0;0.0;0.0;0.0
450678;7596211001071;BB CREAM TONO CLARO ZOAH;29;3;10;ZOAH;169.86;169.86;MISCELANEOS;2027-06-25;MIEL, EXTRACTO DE LEVADURA, NIACINAMIDE;0.0;0.0;0.0;0.0
450682;7596211001088;BB CREAM TONO MEDIO ZOAH;25;77;10;ZOAH;169.86;169.86;MISCELANEOS;2027-06-25;MIEL, EXTRACTO DE LEVADURA, NIACINAMIDE;0.0;0.0;0.0;0.0
450683;7596211001095;BB CREAM TONO OSCURO ZOAH;47;101;53;ZOAH;169.86;169.86;MISCELANEOS;2025-11-25;MIEL, EXTRACTO DE LEVADURA, NIACINAMIDE;0.0;0.0;0.0;0.0
02045;7594001101871;BEDEX 0.15% SOL. TOPICA BUCAL X 120ML PLUSAND;0;8;0;PLUSANDEX;99.85;99.85;MEDICAMENTOS;;BENCIDAMINA ;0.0;0.0;0.0;0.0
963584;7451107020010;BELARA X 21 TABLETAS CCM;4;96;3;GRUNENTHAL;771.62;771.62;MEDICAMENTOS;2026-08-25;LEVONORGESTREL;0.0;0.0;0.0;0.0
25879;7592601100188;BELOC 100MG TAB X 10 MEYER;24;0;0;MEYER;201.01;201.01;MEDICAMENTOS;2025-09-25;ATENOLOL;0.0;0.0;0.0;0.0
25878;7592601100195;BELOC 100MG TAB X 20 MEYER;56;59;38;MEYER;283.22;283.22;MEDICAMENTOS;2025-09-25;ATENOLOL;0.0;0.0;0.0;0.0
25881;7592601100171;BELOC 50MG TAB X 30 MEYER;14;42;21;MEYER;317.01;317.01;MEDICAMENTOS;2025-12-25;ATENOLOL;0.0;0.0;0.0;0.0
51310;7591818139004;BENCIDAMINA CLORH 0.15% SOLUCION 120ML COFASA;14;33;6;COFASA;137.02;137.02;MEDICAMENTOS;2027-10-25;BENCIDAMINA ;0.0;0.0;0.0;0.0
51311;7591818513118;BENCIDAMINA CLORH 0.15% SOLUCION 240ML COFASA;74;20;19;COFASA;161.0;161.0;MEDICAMENTOS;2027-10-25;BENCIDAMINA ;0.0;0.0;0.0;0.0
12103;7592601100218;BENDAMEN 100MG X 6 TAB MEYER;0;623;0;MEYER;151.74;151.74;MEDICAMENTOS;2028-09-25;MEBENDAZOL ;0.0;0.0;0.0;0.0
98545;7592601100201;BENDAMEN 100MG/5ML SUSP X 30ML MEYER;478;990;0;MEYER;197.42;197.42;MEDICAMENTOS;2025-01-25;MEBENDAZOL ;0.0;0.0;0.0;0.0
21824;7592348203005;BENFLUX JARABE X 120MLPOLINAC;36;97;3;POLINAC;100.77;100.77;MEDICAMENTOS;2025-05-25;AMBROXOL ;0.0;0.0;0.0;0.0
1101;7703712032002;BENZOATO DE BENCILO30% LOCI TOP 120ML QUALITY;102;6;0;COASPHARMA;112.37;112.37;MEDICAMENTOS;2026-01-25;BENZOATO DE BENCILO 30%;0.0;0.0;0.0;0.0
10361;7592601301516;BENZODIAZOL MIEL LIMON X 16 TABLETAS MEYER;0;0;47;MEYER;111.29;111.29;MEDICAMENTOS;2026-11-25;LIDOCAINA CLORH+DECUALINO CLORH;0.0;0.0;0.0;0.0
10450;7592601301509;BENZODIAZOL NARANJA X 16 TABLETAS MEYER;18;341;299;MEYER;111.29;111.29;MEDICAMENTOS;2025-05-25;LIDOCAINA CLORH+DECUALINO CLORH;0.0;0.0;0.0;0.0
98530;7592601100874;BENZODIAZOL TUTTIFRUTTI X 16 TABLETAS MEYER;0;79;0;MEYER;111.29;111.29;MEDICAMENTOS;2026-07-25;LIDOCAINA DECUALINO CLORH;0.0;0.0;0.0;0.0
803731;7591243803730;BEPROSPEN 7 MG/ML SUSP INY KIT 1 AMP 1ML+INY;309;290;89;BIOTECH;380.55;380.55;INYECTABLES;2026-05-25;BETAMETASONA DIPROPIONATO -BETAMETASONA FOSFATO SODICO;0.0;0.0;0.0;0.0
114944;4048846001672;BERODUAL HFA SOL/AEROSOL X 200 DOSIS;0;23;38;BERODUAL;561.78;561.78;MEDICAMENTOS;;BROMURO DE IPRATROPIO ;0.0;0.0;0.0;0.0
14492;7592946168560;BERRO JBE 240ML ARCO IRIS;60;30;37;ARCO IRIS;254.94;254.94;PATENTADOS NATURALES;2026-04-25;BERRO;0.0;0.0;0.0;0.0
56320;7591243804140;BETADERM 0.05% CREMA 15GR BIOTECH;362;181;165;BIOTECH;189.63;189.63;MEDICAMENTOS;2026-06-25;BETAMETASONA ;0.0;0.0;0.0;0.0
80404;7591243804041;BETADERM C/GENTAMICINA CREMA 15GR BIOTECH;270;31;82;BIOTECH;196.4;196.4;MEDICAMENTOS;2026-06-25;BETAMETASONA -GENTAMICINA;0.0;0.0;0.0;0.0
63259;7591243804164;BETADERM PLUS CREMA TUBO 15 GR BIOTECH;0;0;0;BIOTECH;216.72;216.72;MEDICAMENTOS;;BETAMETASONA -CLOTRIMAZOL -GENTAMICINA;0.0;0.0;0.0;0.0
00200000;21281083285;BETADEX PLUS (BETAMET+GENTAM+CLOTRIM) X 20GR;86;85;261;LIALI;101.91;101.91;MEDICAMENTOS;2025-06-25;BETAMETASONA -CLOTRIMAZOL -GENTAMICINA;0.0;0.0;0.0;0.0
10221;7591821210820;BETADINE 7,5% JABON LIQ X 180ML FARMA;50;27;25;FARMA;514.71;514.71;MEDICAMENTOS;2026-05-25;YODOPOLIVINILPIRROLIDONA;0.0;0.0;0.0;0.0
