product_id;name;price_usd;stock;barcode;due_date
LR580;BROMHEXINA PIF8MG. 120ML.;79.79;75;7592215000386;2026-03
13128;BROMURO IPRAT DIS20 200D;382.98;146;7598252101536;2025-05
18330;BROMURO TIOTRO KMP9 200D.;388.79;36;8908010870274;2026-02
19042;BRONCEADOR CRE SPF4 200GR;112.87;7;7598084000892;2025-09
19037;BRONCEADOR CREM SPF2 75GR;124.79;10;7598084000984;2026-01
17216;BROPAX 6MG. X30CO;238.16;32;781100195734;2026-02
QO540;BROXOL ALERG S.ORAL 100ML;208.37;244;7592454889513;2026-03
QO160;BROXOL FLEM AD. 120CC.;213.47;1198;7592454000437;2026-03
QO530;BROXOL FLEM GOTAS 30ML.;146.83;187;7592454889094;2026-05
QO170;BROXOL FLEM PED. 120CC.;201.68;1026;7592454000444;2026-03
11246;BROXOL GRIP GOTAS PED.30;127.44;120;7592454889629;2026-04
QO250;BROXOL GRIP PED.JBE120ML.;156.71;730;7592454000734;2026-02
GQ110;BROXOL JBE. PED. 120 CC.;132.17;321;7592454536370;2026-04
GQ105;BROXOL JBE.AD. 120ML.;146.94;1216;7592454536271;2026-04
18261;BRUCEN 1%CR.NUT. AH80GR.;369.42;35;7592090000518;2027-06
18517;BRUCEN BAR.DERMLIMP. PG90;94.94;60;7592090000556;2026-05
18518;BRUCEN BAR.DERMLIMP. PM90;94.94;127;7592090000563;2026-04
11927;BRUCEN CR.CORP.EMO250;353.17;106;7592090001607;2027-05
11928;BRUCEN CR.CORP.EXT.HID400;466.48;100;7592090001584;2027-05
11265;BRUCEN CR.DERMO 100GR.;222.78;56;7592090000020;2027-06
11287;BRUCEN CR.DERMO RESTA30;210.74;125;7592090000075;2027-03
16670;BRUCEN CR.MANO COLAG.50GR;137.1;66;7592090000341;2026-11
16669;BRUCEN CR.MANO VIT E 50GR;137.1;45;7592090000358;2026-03
19749;BRUCEN CR.NUTRI/REST80 X6;1461.9;18;7592090000365;2027-05
11264;BRUCEN CREMA Q10 80GR.;251.19;295;7592090000037;2027-05
11957;BRUCEN ENJ.BUCAL MENTA250;89.65;51;7592090001447;2027-06
16868;BRUCEN GEL CR.ACNE 20G.;198.47;53;7592090000372;2027-05
16867;BRUCEN GEL HID. PG 120G.;264.73;19;7592090000389;2027-03
17159;BRUCEN GEL HYD MATT 120ML;281.94;42;7592090000402;2027-03
11262;BRUCEN LO.CR.CORP.250ML.;287.27;128;7592090000334;2027-04
11263;BRUCEN LO.CR.CORP.400ML.;405.44;117;7592090000167;2027-02
17158;BRUCEN LOC.HYDRO B5 250ML;284.65;52;7592090000419;2027-06
17157;BRUCEN LOC.HYDRO B5 400ML;394.76;53;7592090000433;2027-01
11281;BRUCEN PA.SO.CR.FAC.CUE50;298.53;14;7592090000143;2027-06
11282;BRUCEN PA.SOL CR.CORP.100;508.83;51;7592090000150;2027-02
17805;BRUCEN PRO.SOL AH30+ 50G;682.79;30;7592090000426;2025-12
11925;BRUCEN SYN GEL LI.CAP400;432.55;37;7592090001577;2027-06
11926;BRUCEN SYN GEL LI.CORP250;309.67;29;7592090001591;2027-06
16866;BRUCEN SYN LO.LIM.FAC.120;277.78;57;7592090000396;2027-06
18260;BRUCETIN CR.NUT.PANTE80;221.53;19;7592090000464;2026-08
14436;BRUCETIN KIDS BODY LO.200;256.01;59;7592090001546;2027-03
11726;BRUCETIN KIDS CR DERM.50G;203.57;29;7592090001362;2027-03
11727;BRUCETIN KIDS PAN.SOL.80G;422.55;53;7592090001348;2027-02
18520;BRUCETIN KIDS UNG.REPA80;272.17;49;7592090000495;2026-09
11081;BRUDOL 200MG/65MG. X20CO;98.19;111;7591062901105;2027-04
11082;BRUDOL 400MG/65MG. X20CO;129.56;177;7591062901082;2027-05
EL009;BRUGESIC 200MG. X10CO;57.8;1302;7591062902379;2026-12
EL920;BRUGESIC 400MG. X10CO;64.48;2842;7591062902546;2024-11
EL930;BRUGESIC 600MG. X10CO;113.26;2701;7591062902539;2027-03
18128;BRUGESIC FORTE800MG.X10CO;192.15;1271;7591062000150;2027-04
EL524;BRUGESICFORTE 200SUSP.60;110.58;1229;7591062013082;2027-01
16502;BRUGESINA 300-10 X10CO;138.71;389;7591062010616;2026-04
11898;BUCOXOLGAR FRU.RO X10TM;89.15;840;7592454891363;2026-04
11897;BUCOXOLGAR MENTA X10TM;89.15;1428;7592454891370;2026-04
11899;BUCOXOLGAR MI-LIM X10TM;89.15;846;7592454891387;2026-04
11895;BUCOXOLGAR STO FRU.RO120;126.42;139;7592454891332;2026-05
11896;BUCOXOLGAR STO MI-LIM120;126.42;66;7592454891356;2026-05
LO850;BUDECORT 200MCG.INH.100D.;417.89;562;7591196002112;2026-05
LO830;BUDECORT SOL.P INHAL15ML.;351.56;4558;7591196000668;2026-04
10293;BUDENAS SUSP.NASAL 15ML.;302.16;562;7591196006134;2025-03
19488;BUDENIDE 100NAS.SPRAY120;52.47;173;7598055001132;2024-11
13050;BUDEPLUS 200/6 PPI X60CA;1107.92;83;7460840419159;2025-11
13604;BUDESONIDA BIU200 SPI200D;492.36;82;795853122237;2025-08
17051;BUDESONIDA KMP200MCG.200D;396.61;103;730170649210;2026-05
FF450;BUDESONIDA MF 50MCG.200D;526.93;137;7591096000898;2025-07
16794;BUMELEX 0,5MG/2ML. X3A;312.0;2242;7591955001004;2028-02
PD714;BUMELEX 1MG. X16CO;292.5;3111;7591955000991;2028-04
19205;BUMELEX 1MG. X30CO;559.0;553;7591619001050;2028-01
QM200;BUMETIN RETARD300MG.X20TA;395.78;1376;7703763861002;2026-05
19739;BUMIDA 1MG. X30TA;351.0;97;7599112000358;2026-02
11915;BUPIVACAINA CL.BIO50 100A;6635.97;8;7800061065306;2026-04
12022;BUPIVACAINA HI.BIO15 100A;4774.08;8;7800061001601;2025-09
19561;BUPROPION VC150 LP X10TA;59.28;95;7599513000094;2025-10
19100;BUSCALATT 10MG. X10TA;125.31;600;756029628304;2026-06
19101;BUSCALATT FEM 200-10 10TA;139.23;300;756029628311;2026-06
19102;BUSCALATT PLUS500-10 10TA;129.95;196;756029628328;2026-06
19395;BUSCAMINAL 10MG. X20TA;187.2;158;731946648628;2025-09
17640;BUSDOL 10MG/500MG. X100TA;1004.72;11;7750215025475;2026-12
18407;BUTAL 16MG. X10TA;131.81;245;7592601000372;2025-09
18408;BUTAL 16MG. X20TA;286.03;316;7592601000389;2025-11
16790;BUTIDE 10MG. 10B.X10TA;724.75;37;8904306502157;2025-12
19728;BUTIL BRO AND2MG/ML.X10A;379.6;184;8906112616660;2027-02
RZ250;BUTILAMINA COMP. X20TA;178.1;433;7594001101451;2027-06
15080;BUTILBRO HIOS BM10 X10TA;137.9;639;7598127001053;2026-03
FF110;BUTOSOL 100-50 AER. 200D.;408.94;85;7591096000027;2025-05
12889;CAB-5 5MG. X30TA;20.81;613;7598055000258;2026-06
17652;CABESTRI AJU. M KX;481.65;47;813333011526;2034-01
17648;CABESTRI AJU.MALLA L KX;321.1;52;813333011502;2034-01
19793;CALAMINA LOCION 110ML.;155.7;81;7591616002227;2026-06
VT003;CALAMINOL PICALIV GEL16GR;117.77;58;7591808525077;2025-10
NP003;CALCIBON D 1500/200 X30;338.13;593;7591821101029;2026-05
NP099;CALCIBON NATAL FORT X30TA;416.0;111;7591821102071;2026-06
17941;CALCIO +D3 AI600/400 60TA;194.25;233;7592946001508;2027-06
19800;CALCIO D KIDS PV LIMON 60;575.64;155;7598953000237;2026-04
12831;CALCIO VERA 600MG X50CA;209.3;35;7593089001103;2026-05
19439;CALCIO+VIT D PV X60TA;346.45;52;7598953000152;2027-02
LO489;CALCITREX D 950/200 X30TA;346.07;1238;7591196003065;2025-10
NW240;CALCIUM CITRATE NOW 100TA;719.55;74;733739100047;2028-03
15200;CALMAG ABE X70CA;262.17;19;7597134002190;2026-05
NQ220;CALMAGZINC +D VAL X30TA;254.48;139;669238000178;2028-03
EM150;CALMAGZINC PLUS D NS 60TA;403.76;57;646824202062;2027-05
MY080;CALMOX 15MG. X10TA;140.58;189;7592601100751;2026-04
MY090;CALMOX 15MG. X20TA;189.75;253;7592601100799;2026-04
MY103;CALMOX 7,5MG. X10TA;112.54;279;7592601100744;2025-10
18775;CALOXPIRINA 81MG. X100TA;336.58;588;7591519001105;2027-03
AO180;CALOXPIRINA 81MG. X30TA;117.52;4872;7591519008487;2027-06
16634;CALZINC D SUSP.PED 240ML.;195.11;89;7591616002159;2026-07
MY510;CAMPAL 1% CR.TOPICA 20GR.;142.17;353;7592601100232;2027-12
14982;CAMPAL 1% CR.TOPICA 50GR.;222.04;229;7592601303558;2028-02
MY390;CAMPAL 50MG. X20TA;103.61;90;7592601100249;2026-01
19267;CANDEPRA ADN8MG. X28CO;126.99;572;8906112611412;2026-03
VM469;CANDER 8MG. X30TA;272.95;574;7591020008297;2028-06
VM026;CANDER HCT 8/12,5 X30TAB;327.69;109;7591020080637;2029-06
15985;CANDERSARTAN DIS16 X30TA;231.92;510;7598252101710;2027-01
19130;CANDESARTAN +MK16MG.X30TA;417.59;26;7591519000962;2026-06
19129;CANDESARTAN +MK8MG.X30TA;257.09;787;7591519001006;2027-01
13764;CANDESARTAN BP16MG.X56CO;742.74;136;5368105;2025-08
VO102;CANDESARTAN GCR16 X10TA;99.02;151;7591020007566;2026-03
VO103;CANDESARTAN GCR8 X10TA;68.3;88;7591020007559;2026-02
12934;CANDESARTAN GF 8MG X14TA;107.7;251;7702605103720;2025-10
18785;CANDESARTAN SP16MG. X30CO;179.56;141;7590027002864;2026-04
18945;CANDETIP 16MG. X30CO.;296.4;154;7593090002830;2025-10
18944;CANDETIP 8MG. X30CO;219.02;335;7593090002823;2025-10
13463;CANDEXIL PLUS16/12,5 28TA;309.02;5;8699525014344;2026-11
13464;CANDEXIL PLUS32/12,5 28TA;371.37;51;8699525014351;2027-02
13395;CANDISTAT 1% CREMA 20GR.;193.67;23;7406076100034;2025-04
LT077;CANFIR LP 500MG. X30CO;411.57;182;7591585112620;2026-05
17218;CANISON-BN CR.TOP. 15GR.;139.31;228;7591651001339;2025-10
11239;CANULA NASAL AD.PRIMASAL;113.36;81;7596466000010;2026-07
17016;CANULA NASAL PED. PM;35.4;22;7597467000528;2028-05
11236;CANULA NASAL PED.PRIMASAL;113.36;6;7596466000027;2026-07
17610;CAPLAM 0,5MG. X30CO;129.04;45;724373531090;2025-12
17611;CAPLAM 1MG. X30CO;175.97;45;781100195765;2026-12
16969;CAPLAM 2MG. X30CO;262.87;42;724373531083;2026-12
14004;CAPLENAL 25MG. X10CA;182.29;80;7401156603634;2025-05
MK173;CAPTOPRIL +MK25MG. X30TA;102.83;915;7591519051285;2027-03
MK048;CAPTOPRIL +MK50MG. X10TA;56.85;676;7591519000290;2027-03
MK133;CAPTOPRIL +MK50MG. X30TA;138.01;460;7591519051292;2027-06
DP440;CAPTOPRIL DP 25MG. X20TA;62.79;264;7592616576145;2026-04
GN091;CAPTOPRIL GN25MG. X30CO;100.78;339;7591585370167;2028-04
14369;CAPTOPRIL PORTU25 X100TA;197.64;119;7750215000632;2026-08
13922;CAPTOZ 50MG. X30TA;80.6;40;8903489000153;2026-04
18375;CARBALINE 12,5MG. X30CO;201.34;80;7468999187295;2028-04
18376;CARBALINE 25MG. X30CO;245.39;9;7468999187301;2027-02
12191;CARBAMAZEPINA AL200 X30TA;127.4;67;7597758000503;2025-06
16220;CARBAMAZEPINA ANG200 30TA;146.43;543;7598176000243;2027-03
14872;CARBAMAZEPINA FM200 X20TA;68.44;66;8906005117649;2025-01
VM199;CARBAMAZEPINA GENCER 200X20;147.26;227;7591020003179;2029-05
GN176;CARBAMAZEPINA GN 200X30CO;223.57;521;7591585278265;2029-05
18018;CARBAMAZEPINA LAT200 14TA;77.81;38;756029628274;2025-02
PA884;CARBATIL 12,5MG. X30TA;286.0;357;7591243807813;2026-06
PA894;CARBATIL 6,25MG. X30TA;240.5;165;7591243807820;2026-05
17759;CARBONATO LIT.NIO300 30TA;98.59;299;7598869002240;2026-07
PA047;CARBONATO LITIO PA300 X20;325.0;234;7591243807868;2028-03
GD470;CARBOPROTEIN CHOCO 350GR.;792.32;4;7591285000463;2026-12
GD480;CARBOPROTEIN FRESA 350GR;732.42;3;7591285000135;2027-07
GD390;CARBOPROTEIN MANTE 350GR.;842.4;12;7591285000692;2027-07
18286;CARDIMAR X90CA;334.79;459;7592946000341;2027-07
NZ004;CARDIOLIFE PVO.VAIN.300GR;666.9;10;7591285000869;2027-03
GG114;CARDIPIRINA 80MG. X30CA;143.33;342;7591651930967;2026-01
17474;CARDO L-CAD PERRO WA60CA;242.87;37;7592710004285;2027-01
15636;CARDO LECHOZO HP370 X30CA;142.06;27;7592710003769;2027-06
LY290;CARDOZ 25MG. X28TA;144.25;115;8901079009333;2025-04
18948;CAREFREE P.DIAROS C.PX100;197.55;24;7702031501442;2025-08
18951;CAREFREE P.DIAROS C.PX15;43.22;64;7702031500605;2026-01
18950;CAREFREE P.DIAROS C.PX25.;69.33;46;7702031500315;2025-12
18949;CAREFREE P.DIAROS C.PX60;139.14;4;7702031504474;2025-08
18955;CAREFREE P.T.DIAS S.PX15;43.22;29;7702031501398;2025-11
18954;CAREFREE P.T.DIAS S.PX25.;69.33;67;7702031504009;2025-11
18953;CAREFREE P.T.DIAS S.PX60;146.27;24;7702031969341;2025-08
JV004;CARIBAN 10MG-10MG X30CO;248.87;102;7591585111050;2027-03
JV101;CARICEL 2MG-30MCG. X21CO;557.6;56;7591585110114;2025-07
13054;CARMIN 28 0,075MG X28CO;417.9;293;7730564139023;2026-07
19458;CARNISIN 1G. SOL.UVA120ML;259.77;288;7591585212320;2028-04
CY690;CARVEDIL 12,5MG. X30TA;215.63;161;7592637007741;2025-12
CY700;CARVEDIL 6,25MG. X30TA;131.15;264;7592637007734;2025-12
MK949;CARVEDILOL +MK 12,5 X14TA;91.03;895;7591519007053;2026-06
MK944;CARVEDILOL +MK 25 X14TA;182.65;241;7591519007640;2026-06
MK004;CARVEDILOL +MK 6,25 X14TA;80.54;1280;7591519007633;2026-04
19090;CARVEDILOL +MK12,5 X28TA;169.26;851;7591519001198;2026-06
18999;CARVEDILOL +MK6,25 X28TA;127.22;406;7591519001174;2026-05
12188;CARVEDILOL AL12,5MG.X30TA;200.23;459;7597758000473;2026-08
12187;CARVEDILOL AL6,25MG.X30TA;138.38;213;7597758000466;2025-06
16214;CARVEDILOL ANG12,5 X30TA;112.85;87;7598176000267;2025-07
16939;CARVEDILOL BM6,25 X30TA;29.12;972;7598127001626;2025-04
16004;CARVEDILOL DIS12,5 X30TA;123.76;345;7598252101666;2025-04
11632;CARVEDILOL DP 25MG. X20TA;178.74;221;7592616576657;2026-04
DP264;CARVEDILOL DP 6,25 X20TA;91.01;462;7592616576619;2026-04
DP269;CARVEDILOL DP12,5 X20TA;108.24;354;7592616576626;2025-09
13867;CARVEDILOL FM12,5MG.X10TA;31.59;588;8908020242252;2026-06
17067;CARVEDILOL GN12,5MG.X15CO;100.1;393;7591585475640;2026-06
GN156;CARVEDILOL GN12,5MG.X30CO;177.72;55;7591585375643;2026-06
GN095;CARVEDILOL GN6,25 X30CO;146.34;116;7591585375636;2026-06
17066;CARVEDILOL GN6,25MG.X15CO;80.26;1161;7591585475633;2026-06
19208;CARVEDILOL KP6,25MG. X28;101.01;159;8470008037186;2025-03
14547;CARVEDILOL LAND12.5X100TA;257.99;2;7598008000267;2025-12
13590;CARVEDILOL LS6,25 X30TA;153.64;157;7703763712724;2026-04
SP005;CARVEDILOL SP 12,5 X10CO;90.1;143;7590027002376;2027-01
SP024;CARVEDILOL SP 6,25 X20CO;92.72;204;7590027002208;2026-04
18947;CARVETOP 12,5MG. X30CO;192.19;69;7593090002519;2025-10
18946;CARVETOP 6,25MG X30CO;151.63;15;7593090002502;2025-10
AQ220;CASCARA S. AI300MG. X60CA;356.02;48;7592946006008;2025-01
OJ011;CASCARA S. HP430MG. X60CA;230.48;1;7592710000447;2027-03
NW220;CASCARA S. NOW CAPS. X 100;431.73;5;733739100245;2027-12
EM110;CASCARA S. NS450MG. X60CA;367.97;46;646824229069;2025-12
10884;CASTAÑO DE INDIA AI400 60;356.02;170; 7592946007104; 2027-0
OJ007;CASTAÑO DE INDIAS HP 60CA;251.42;108; 7592710000454; 2027-0
15201;CASTAÑO INDIAS ABE X70CA;269.78;226; 7597134002121; 2026-0
15639;CASTAÑO INDIAS HP450 30CA;176.01;86; 7592710003806; 2027-0
17006;CATETER I.V 18GA PM X50;1287.0;5;7597467000290;2029-01
17007;CATETER I.V 20GA PM X50;1415.7;69;7597467000306;2028-05
17008;CATETER I.V 22GA PM X50;1415.7;16;7597467000313;2028-02
17045;CATETER I.V 24GA PM X50;1415.7;14;7597467000320;2029-02
14800;CATETER KX 20G. X50;1049.75;37;10813333011202;2028-08
14801;CATETER KX 22G. X50;1049.75;24;10813333011219;2028-12
17100;CATETER NEL. BRI.FR10 X50;409.5;1;732064572987;2028-01
17101;CATETER NEL. BRI.FR18 X50;409.5;5;732064573014;2026-09
17102;CATETER NEL. BRI.FR20 X50;409.5;8;732064573045;2026-09
17103;CATETER NEL. BRI.FR22 X50;409.5;10;732064573076;2026-09
17104;CATETER NEL. BRI.FR24 X50;409.5;1;732064573106;2028-01
ME150;CEBION 1GR. NRJA. X10TE;232.83;548;7702418004399;2025-07
ME620;CEBION 500TROPI 12B.X12TM;1322.88;782;7702418004870;2025-06
ME920;CEBION FRESA GOTAS 30ML.;324.83;151;7702418004986;2026-04
MM230;CEBION MINIS100 10B.X45TM;1404.0;722;7702418004641;2025-09
18651;CEDROX 500MG. X10CA;178.59;405;7593090002137;2026-06
16062;CEFADET 500MG. X12CA;149.5;150;745687143328;2025-12
MK930;CEFADROXILO +MK250 PPSO60;200.8;814;7591519003208;2026-05
MK920;CEFADROXILO +MK500 X12CA;276.42;139;7591519001273;2026-02
12039;CEFADROXILO AL250 PPSO60;163.57;275;7597758000244;2027-01
12038;CEFADROXILO AL500  X12CA;193.08;505;7597758000237;2025-12
16431;CEFADROXILO BM500 X20TA;232.96;1040;7598127001534;2026-12
13645;CEFADROXILO BUKA500 X10CA;94.77;557;675696259997;2026-11
18831;CEFADROXILO DAC250 PPSO60;122.98;898;7598578000711;2026-07
12025;CEFADROXILO DAC500 X10TA;142.04;990;7598578000070;2026-09
17263;CEFADROXILO DIS250 PPS100;182.52;147;7598252000488;2026-03
13580;CEFADROXILO DIS500 X10CA;136.76;332;7598252101123;2027-03
14873;CEFADROXILO FM500 X10TA;126.36;928;8906082150645;2026-06
19499;CEFADROXILO GEA500 X10CA;128.7;11;8906120990110;2025-11
17402;CEFADROXILO GLA500 X10CA;89.13;116;7598828000881;2026-02
GN138;CEFADROXILO GN250 PPS75ML;208.47;285;7591585270207;2027-04
14534;CEFADROXILO GN500 X10CA;231.61;633;7591585470225;2027-05
GQ474;CEFADROXILO LS250 PPS60ML;207.19;886;7703763784738;2026-05
11892;CEFALOTINA AL1GR.IM-IV X1;96.44;260;75971328;2025-11
18531;CEFALOTINA VITA1G. X10A;568.13;15;7707236120900;2026-07
18532;CEFAZOLINA VITA1G. X10A;539.47;43;7707236121044;2026-08
14477;CEFEPIMA VITA1GR. X10A;930.96;20;7707236123307;2027-02
12580;CEFEPIME KMP1GR. X1VIAL;120.19;177;6921875010793;2026-10
16952;CEFIPLUS 15%/4%C.VAG.40G.;292.5;87;7592803004086;2025-11
13581;CEFIXIMA 100MG SUSP.60ML;231.4;86;7598252101017;2026-03
12144;CEFIXIMA BM100MG.PPSO60ML;95.47;400;6930169708087;2025-06
18832;CEFIXIMA DAC100 PPSO60;215.22;104;7598578000704;2026-07
19457;CEFIXIMA GN100 PPSO 60ML,;363.14;204;7591585176202;2027-04
19002;CEFIXIMA GN400MG. X5CA;583.86;382;7591585172228;2026-07
EL379;CEFONAX 500MG. X16CA;255.49;890;7591062112242;2026-04
19095;CEFOTAS 250MG. PPSO 100ML;234.0;2;7703281021353;2026-09
19096;CEFOTAS 500MG. X20CA;292.5;45;7703281021346;2026-09
19062;CEFOTAXIMA BM1G.PPSI X50;1164.8;17;7598127001954;2026-09
14270;CEFOTAXIMA DIS1GR. X10A;388.44;54;7598252101086;2026-05
18533;CEFOTAXIMA VITA1G. X10A;391.48;23;7707236121341;2026-05
18534;CEFTAZIDIMA VITA1G. X10A;840.24;1;7707236121969;2026-10
17664;CEFTITAN 400MG. X10CA;1592.5;164;7599112000167;2026-01
12520;CEFTRIAXONA BM1GR. X50A;1688.96;40;7598127000513;2026-12
19160;CEFUROXIMA ZZ250 PPSO60ML;939.25;39;8904324102810;2024-11
CO490;CELAY 10MG. GOTAS 15ML.;82.34;417;7591818111123;2026-05
CO460;CELAY 10MG. X10TA;87.25;1088;7591818116104;2025-10
CO003;CELAY SOL.ORAL. 100ML.;108.33;1000;7591818215050;2026-03
17781;CELECOXIB VC200MG. X10CA;196.83;307;8904187859432;2027-02
19691;CELESTREL 0,075MG. X28TA;181.27;70;8904250535454;2026-12
18697;CELISTIA 100MG. PPSO 60ML;399.56;26;7593090001567;2025-05
15640;CENTELLA A. HP450 X30CA;176.01;139;7592710003820;2028-07
OJ001;CENTELLA A. HP450 X60CA;251.42;169;7592710000461;2027-05
EM190;CENTELLA A. NS500 X60CA;465.21;104;646824203069;2029-05
AQ180;CENTELLA-ALCACHOFA AI X90;356.02;95;7592946168324;2027-06
15202;CENTELLALAB ABE X70CA;269.31;130;7597134000691;2026-04
AN100;CENTELLASAN AI300 X90CA;356.02;567;7592946005704;2027-05
10393;CEP DEN GAL KID DIN213X12;182.36;14;17595751000916;2034-01
13676;CEP DENT ACQUA  SX12 ICEB;268.32;24;17597297000467;2034-01
13674;CEP DENT ADV.PRO M X12ICE;248.2;37;27597297000471;2034-01
16795;CEP DENT ADV.PRO SVE X12;248.2;46;27597297000181;2034-01
13679;CEP DENT BUBBLE 5+ X12U;241.49;24;27597297000235;2031-01
16796;CEP DENT CRIS.CLE SVE X12;228.07;29;27597297000204;2034-01
13680;CEP DENT DASHER 5+ X12;214.66;40;27597297000228;2034-01
10391;CEP DENT GALA AXIS SVE.12;188.06;15;17595751000893;2034-01
10392;CEP DENT GALA AXISMED.X12;188.06;20;17595751000909;2034-01
10390;CEP DENT GALA EPI.SVE X12;182.36;15;17595751000879;2034-01
10387;CEP DENT GALA INFI SVE.12;227.95;4;17595751000855;2034-01
13682;CEP DENT INTERD. X5 ICE;59.25;52;7597297000439;2034-01
15800;CEP DENT KIDS ICEB X12;207.95;11;27597297000259;2034-01
13681;CEP DENT ORTODONC X12 ICE;516.52;5;27597297000419;2034-01
13678;CEP DENT PENGUIN 2-5 X12;228.07;19;27597297000242;2034-01
13672;CEP DENT T.CLEAN C/T MX12;254.9;12;27597297000525;2034-01
14325;CEP DENT T.CLEAN S X12ICE;241.49;1;27597297000198;2034-01
16797;CEP DENT TOTA.CLE MED X12;241.49;18;27597297000488;2034-01
13677;CEP DENT VIAJERO MX12 ICE;268.32;9;17597297000511;2034-01
13675;CEP DENT WAVE MX12 ICEBER;181.12;23;27597297000501;2034-01
14326;CEP DENT WAVE S X12ICE;181.12;24;27597297000211;2034-01
13686;CEP SILI MASAJE ENC X1;37.45;245;7597297000286;2034-01
16032;CEPIN CREMA FAC.  50GR.;806.0;201;7703281002079;2025-10
15781;CETAPHIL CR.HID. 250GR.;599.31;18;7502003560565;2026-12
GE500;CETAPHIL CR.HUM. 453GR.;978.27;12;3499320003247;2026-07
GE780;CETAPHIL DER.HID.30 118ML;1088.92;11;3499320004473;2026-09
GE790;CETAPHIL ESP.LIMP. 236ML.;788.79;21;3499320004497;2025-09
GE760;CETAPHIL HID.FAC.50 50ML.;858.6;18;3499320004541;2026-02
GE670;CETAPHIL LIMP.CORP. 295ML;787.37;19;772618233001;2025-12
GE440;CETAPHIL LIMP.LIQ. PG 237;709.01;27;3499320003254;2026-12
GE510;CETAPHIL LOC.HUM. 473ML.;988.72;5;3499320003223;2026-12
15161;CETAPHIL LOC.LIMP. 237ML.;689.07;12;8430351066011;2026-11
GE490;CETAPHIL LOC.LIMP. 473ML.;838.66;12;8430351066035;2026-07
17511;CETAPHIL LOC.ULT.HUM. 473;1307.85;2;7897930777774;2025-12
18505;CETAPHIL LUH PSS TUBO226;928.88;12;3499320012874;2026-05
GE660;CETAPHIL PRO AD 295ML.;1018.64;5;7897930775794;2026-06
VP610;CETIRIVAX 10MG. X10CA.BL.;90.0;357;7592432001654;2027-01
19750;CETIRIZINA BIOT10 X10TA;71.5;180;7591243808827;2026-05
15081;CETIRIZINA BM10MG. X10TA;40.77;735;7598127001251;2025-04
13771;CETIRIZINA BP10MG. X20CO;162.64;67;4256798;2025-06
13652;CETIRIZINA BUKA10 X10TA;18.72;1080;675696260009;2026-10
DP364;CETIRIZINA DP1MG. JBE60ML;68.06;787;7592616083018;2026-05
15719;CETIRIZINA FM10MG. X10TA;36.86;214;8906005118813;2026-06
17404;CETIRIZINA GLA10 X10TA;15.6;1140;7598828001086;2025-03
GN019;CETIRIZINA GN SOL. 60ML.;76.9;1373;7591585174598;2026-05
GN025;CETIRIZINA GN10MG. X10CO;57.86;2355;7591585174581;2027-05
19209;CETIRIZINA KP10MG. X20CO;89.0;164;8470006600665;2025-05
GQ019;CETIRIZINA LS10MG. X10TA;49.54;1295;7592454138185;2026-06
GQ224;CETIRIZINA LS5MG.JBE60ML.;88.46;3864;7592454138239;2027-03
14951;CETIRIZINA PORT5MG.60ML.;84.16;58;7750215003299;2026-02
SP730;CETIRIZINA SP 10MG. X10CO;74.98;259;7590027001317;2026-02
MY109;CETRAL 10MG. GOTAS 10ML.;76.02;522;7592601100706;2026-05
AP950;CETRAL D SOL.ORAL 60ML.;162.59;971;7592601101147;2026-02
MY039;CETRAL SOL.ORAL 60ML.;112.99;816;7592601100928;2026-04
12085;CEVAX 500MG. X15CA.BLA;133.4;576;7592432901381;2025-11
VP990;CEVAX 500MG. X30CA.BLA;229.02;1385;7592432007649;2026-02
15528;CEVAX ZINC 500/7,5 X15CB;153.93;138;7592432000138;2027-03
15529;CEVAX ZINC 500/7,5 X30CB;270.54;264;7592432900193;2027-03
11641;CEXTACIM 1GR. IV-IM. X1;49.53;13;75971243;2025-06
16142;CHAMPU BAF PSORIASIS 230;222.72;46;112255004310;2027-06
19548;CHAMPU HD ACEITE OLIVA300;84.67;24;7593723002138;2027-06
19547;CHAMPU HD ARGAN/AGUACA300;84.67;11;7593723002176;2027-05
13412;CHAMPU MED RINTI 240ML;103.76;9;7591635000532;2026-05
16143;CHAMPU PIRITON ACASPA 230;196.07;38;112255008264;2027-06
16144;CHAMPU VITAGENIK CAIDA230;184.64;28;112255004648;2027-06
OJ002;CHANCA PIEDRA HP CAPS X60;251.42;144;7592710000478;2027-05
15204;CHANCAPIEDRA ABE X70CA;154.64;100;7597134002114;2026-07
12903;CHEAR 100MG. X10TA;102.38;181;7598055000272;2025-06
CH719;CHICCO ACEITE CR.ALOE 200;86.57;6;7591061640395;2027-02
CH659;CHICCO ACEITE CRE. 100CC.;46.25;41;7591061660102;2025-11
18480;CHICCO ACEITE NIÑOS 110CC;81.71;58; 7591061660577; 2026-0
18481;CHICCO ACEITE VIT-E 220ML;140.21;20;7591061640180;2027-06
CH920;CHICCO ALGODON MB X100;105.13;35;728417002584;2026-05
CH654;CHICCO CH. MZNILLA 100CC.;52.57;33;7591061660355;2025-11
CH704;CHICCO CH. MZNILLA 200ML.;89.08;29;7591061640111;2027-06
CH644;CHICCO CH. NORMAL 100CC.;52.6;29;7591061660300;2026-03
CH694;CHICCO CH. NORMAL 200ML.;84.31;71;7591061660317;2025-09
CH689;CHICCO CH. ROMERO 200ML.;92.38;25;7591061640388;2027-04
