barcode;name;laboratory
8908010762593;ALBUSYN 20% 50ML DOLLY;
3582910009900;ENTEROGERMINA 2BCFU-5ML SUSP 10 UND;Sanofi Calox
7598928000057;RINITOR SOL NASAL 30ML DOLLY;DOLLY FARMA, C.A
7598928000071;OTORIN SPRAY OTICO 30ML DOLLY;DOLLY FARMA, C.A
4894300053776;MASCARILLAS TRES CAPAS X 50 SAFE MASK;
8906040617067;MOXIFLOXACINA MOZER 400MG 10TAB ASIA;
8906120312097;CITOWISE 500 CITICOLINA 500MG 10TAB ASIA;
8906120312219;ASPIRINA 81MG LP 100 TAB MEDWISE ASIA;
8906120311106;TRAMOFENE 10TAB TRAMADOL37.5MG+ACETAMINO;
8906120311090;ALPROWISE 2MG 30TAB ASIA ALPRAZOLAM;
8906085130262;SILDENAFIL 100MG X 4 TAB ASIA;
8906085131726;SILDENAFIL 50MG X 4 TAB ASIA;
8906120310161;AZITROMICINA 500MG 20BLIS X3TAB(AZI-WISE;
8906085134710;LIVROXABAN 15MG 28TAB RIVAROXABAN ASIA;
8906085134727;LIVROXABAN 20MG X 28 TAB RIVAROXABAN ASI;
8906085130170;AZITROMICINA AZITHROMYCIN 500MG X 3 ASIA;
506829020028;VIT-C&ZINC LEMOWISE 30 TAB ASIA;
5060829020004;D3 BALANCE 5000IU 30CAPS ASIA;
8906120311083;CLONEWISE 2MG 30TAB ASIA CLONAZEPAM;
7596347801941;DECMAX 4MG 5 BLISTER X 8 TAB. GLS PHARMA;
8906120311076;DIZEWISE 5MG 30TAB ASIA DIAZEPAM;
8906120311410;BROMEWISE 3MG 30TAB ASIA BROMAZEPAM;
SIN CODIGO;FAVIPIRAVIR 200MG 34 TAB FERAVIR -200 AS;
95250;FAVIPIRAVIR 200MG 10 TAB FAVIJAJ ASIA;
8906085130644;FLUCONAZOLE 150MG X 1 TAB ASIA;
8906120313278;FENOBARBITAL 100MG 30TAB FENO-WISE ASIA;
7596347801897;IVERMECTIN 6MG 10BLISTER X 10 TAB ASIA;
8906085131993;LOSARTAN POTASICO 50MG X 10TAB ASIA;
8906120310833;MELATONINA 5MG + VIT B6 30CAPS ASIA;
8906120313285;MOLNUPIRAVIR 200MG 20 CAP MOLNU-WISE ASI;
8906085133966;PANTOPRAZOLE 40MG X 10 TAB ASIA;
8906120311229;MEDGEST 100MG 20 CAPS BLANDAS VIA ORAL/V;
8906085133973;LEVOFLOXACINA 750MG  7 TAB ASIA;
8906120312271;COLCHICINA 0.5MG 10BLISTER 10TAB COLCHIW;
8906085130941;TADALAFIL 20MG X 4 TAB ASIA;
8906120310116;LEVOTIROXINA THYCOR 100MCG X 10 TAB ASIA;
8906120310109;LEVOTIROXINA THYCOR 50MCG X 10 TAB ASIA;
SF232;BUDESONIDA & FORMOTEROL 200 INH 120DOSIS;
SA118;BUDESONIDA 100 MCG/ INH 120DOSIS ASIA.;
SP228;BUDESONIDA 200mcg INH 120DOSIS ASIA;
SF438;BUDESONIDA & FORMOTEROL 400mcg INH 120DO;
8906120310413;BAYCODEX CREMA CLOTRIMAZOL NEOMICINA DEX;
8906120312769;AMINOFILINA BP 25MG INY 10ML X 5 AMP ASI;
8906120311007;VANCOMICINA 1000MG INY I.V VANCOMED ASIA;
8906040616244;MEROPENEM 1G I.V ETOPEN ASIA;
8906120310703;ACIDO FOLICO 10MG/2ML FOLCIWISE 1 AMP;
DETALLADO 256;ACIDO FOLICO 10MG/2ML  FOLCIWISE 10 AMP;
8906120312103;CITOWISE CITICOLINA 250MG/ML 10AMP 4 ML;
8906120312837;CLORFENIRAMINA 10 AMP I.M I.V ASIA;
7596347802641;AZITROMICINA OZITOP IV 500MG AMP. ASIA.;
15675;MEROPENEM 1G IV VIAL ASIA;
8906040616961;COLISTIMETHATE SODIUM 100MG 1 VIAL IV AS;
8906120312844;CLONIDINA INY 150MG/ML X10AMP. ASIA;
6937874106733;DEXAMETASONA 8MG/2ML 10 AMP BALAXI;
8906120311458;DIAZE-WISE 5MG/ML 2ML 10 AMP ASIA DIAZEP;
DETALLADO 214;DICLOFENAC POTASICO 75MG/3ML 10 AMP DICL;
7596347801965;METHYLPREDNISOLONE(OPRED)IM/IV 500MG ASI;
8906120310628;FERROWISE HIERRO SACAROSA  X 5 AMP 10MG/;
8906120310635;VITOWISE B PLUS 10 AMP COMPLEJO B IM/IV;
DETALLADO 210;KETOWISE IV 100MG/2ML 10AMP KETOPROFENO;
8906120312509;METILPREDNISOLONA 500MG IM/IV PREDWISE A;
8906120311465;MIDAZOLAM INY 3MG/ML IM/IV 10 AMP 5ML AS;
8906120313889;PHENO-WISE 200MG/ML 1ML 5 AMP ASIA FENOB;
8906120310956;LEVOFLOXACINA LEVOMED 500MG/100ML ASIA;
7596347796735;RINGER LACTATO N 19 500 ML ASIA;
052C;ENOXAPARINA MEGAPARIN 40MG/0.4ML X 2 JER;
013C;ENOXAPARINA MEGAPARIN 60MG/0.6ML 2 JERIN;
214A;ENOXAPARINA MEGAPARIN 80MG/0.8ML 2 JERIN;
ENO40;ENOXAPARINA 40MG/0.4ML ENOXA-K 40  X 1JE;
8906085134611;EPINEFRINA 1MG/ML EPINEALTH 10 AMP 1ML;
ENOXA60;ENOXAPARINA 60MG/0.6ML ENOXA-K 60  X 1JE;
WISEC;VIT-C WISE C  500MG/2ML 10 AMP ASIA;
8906120310123;ENTEROMED 10 VIALES BACILLUS CLAUSII;
7596347796759;SOLUC. CLORURO DE SODIO 0.45% N 15 ASIA;
7596347796728;SOLUC. FISIOLOGICA N 16 500ML ASIA;
7596347796766;DEXTROSA N4 AL 5%/FISIOLOG 500ML ASIA;
7596347796742;DEXTROSA N1 AL 5%/DESTILADA 500ML ASIA;
5060829020127;ZINC 50MG TABLETAS X 60 ASIA;
8906120310147;NUTAMIN X 10 CAPS POLIVITAMINICO;
8906120310130;TAMSULOSINA 0.4MG FLOMED X 30 TAB;
7460840419241;FLEMAXIN 200 MG X 12 TAB EFERV ARO N-ACE;
7460840417971;FLEMAXIN 600 MG X 12 TAB EFERV ARO N-ACE;
8470006568453;YODOCEFOL 200/400/2 MCG 28 COMP ARO IODU;
7460840419005;FLUVENIL 60 GR GEL TOP  ARO HIDROSMINA;
7460840417421;NEO DEXK 25 MG 10 TABL ARO DEXKETOPROFEN;
7460840417872;FLUVENIL 200 MG 60 CAPS ARO HIDROSMINA;
7795373030671;SALBUTRAL CAMARA AEROMED 250 DOSIS ARO S;
7795373022362;NEUMOCORT CAMARA AEROMED 200 DOSIS ARO B;
7897930775800;CETAPHIL PRO AD LIMPIADORA 295 ML ARO;
3499320007986;CETAPHIL CR HIDRAT FACIAL DIA 88 GR ARO;
3499320007979;CETAPHIL CR HIDRAT FACIAL NOCHE 48 GR AR;
7441114202325;MAGIC LAX 300 GR ARO POLIETILENGLICOL;
7460840417513;OTOFAR  SOL OTICA 10ML;
7730564139023;CARMIN 28 COMPRIMIDOS DESOGESTREL;
7460840419203;DISTEN DUO 100MG/300MG 30CAPS BLANDAS;
7730564119025;DIVINA 21 COMP REC DROSPIRENONA/ETINIL;
7460840419159;BUDEPLUS X 60 CAP DURAS BUDESO/FORMOT;
7730564824028;FLORENCE 28 COMP REC  DIENOGEST;
7730564249029;GENODERM 21 COMP REC CIPROTERONA ETINIL;
7460840717316;KEVOL 500MG 10TAB LEVOFLOXACINA;
3499320002325;TETRALYSAL 300MG 16 CAPS TETRACICLINA;
7795373011755;HYPERSOL B 50MCG SUSP SPRAY NASAL 10ML/2;
7795373011700;HYPERSOL B 100MCG SUSP SPRAY NASAL 10ML/;
7795373012912;NEUMOCORT AEROSOL P/INH 200 MCG/DOSIS;
7795373012288;SALBUTRAL AEROSOL P/INH 250 DOSIS;
7795373015135;SALBUTRAL AC AEROSOL P/INH 250 DOSIS;
7460840417254;PRURICA CREMA RECTAL 20GR;
3499320000765;BENZAC AC 5% GEL PEROXIDO BENZOILO;
3499320009843;BENZAC AC  WASH GEL 100G;
7897930761919;DIFFERIN 0.3% GEL 30G ADAPALENO;
8470006845608;BLISSEL 50MG/10GR 10 APLI GEL VAGINAL AR;
3499320007528;EPIDUO FORTE 30G GEL 0.3% / 2.5%;
3499320003087;EPIDUO 0,1% GEL 30G ARO PHARMA;
7441114201922;COLCHICINA  0,5MG  30 TAB  ARO PHARMA;
3499320001359;NUTRACORT LOCION 120ML 1% HIDROCORTISONA;
7460840417711;NEODERM CREMA TOPICA 20G;
3499320002141;RETACNYL CREMA 0.05% 30G TRETINOINA;
3499320002523;LOCERYL LACA 5% X 2.5ML;
7460840417247;PRURICA X 7 SUPOSITORIOS;
7460840417391;CLINUS 100MG-400MG X 7 OVULOS 7 APLICADO;
7460840414109;ACTIDERM JABON INTIMO 200 ML ARO;
7460840417261;STATICA X 7 OVULOS 7 APLICADORES;
8430351066011;CETAPHIL LOCION LIMPIADORA 237 ML.;
3499320003254;CETAPHIL LOCION LIMP. PIEL GRASA 237 ML.;
3499320004541;CETAPHIL HIDRATANTE FACIAL FPS 50 50ML;
3499320004473;CETAPHIL PRO AC CONTROL HIDRATANTE PROTE;
3499320012874;CETAPHIL LOCION ULTRA HUMECTANTE 226GR.;
7640203240242;CETAPHIL EXFOLIANTE  ULTRA SUAVE 178 ML.;
7897930775794;CETAPHIL PRO AD CONTROL HIDRATANTE CORPO;
3499320004497;CETAPHIL PRO AC ESPUMA LIMPIEZA 236ML;
7897930777774;CETAPHIL LOCION ULTRA HUMECTANTE 473 ML.;
3499320003223;CETAPHIL EMULSION HIDRATANTE 473 ML.;
8430351066035;CETAPHIL LOCION LIMPIADORA 473 ML.;
3499320003247;CETAPHIL CREMA 453GR HUMECTANTE HIDRATAN;
7502003560565;CETAPHIL CREMA 250GR. HIDRATANTE;
7460840417506;LACTULOSA SOLUCION ORAL 240ML LACTULOSA;
7460840419517;UROPRIN 3G 1 SOBRE;
8993042221224;ACTIMED BARRA LIMPIADORA ANTIBACT. 125G;
7897930765078;ARCOLANE CHAMPU 2% 100ML;
3499320003827;CLOB-X SHAMPOO 125ML 0.05% P.DE CLOBETAS;
7502216808072;SILDENAFIL 100MG/5G(UPLOAD)X 4 SOBRES MM;
7898505091349;CICLOFEMME 0.15MG/0.03MG X 21COMP.MABRA;
8941101970071;BECLOMETASONA DIPROPINATO 50MCG INH MMG;
7501052712802;QUINOFRES 500MG(LEVOF)SOL INY.MMG.;
7000000000157;LACTULOSA 10G/15ML 200ML.MMG.;
7590027002277;ACETAMINOFEN TRAMADOL 325MG-37,5MG 10 SP;
7590027001669;ACETAMINOFEN 650MG 10TAB SPEFAR;
7590027002079;ACETAMINOFEN 750MG 10COMP SPEFAR;
7590027002055;ACETAMINOFEN 180MG/5ML JBE 120ML SPEFAR;
7590027002260;ACETAMINOFEN 1000MG 10COMP SPEFAR;
7590027001904;ACETAMINOFEN-CLORFEN 500/3MG 6COMP NOCHE;
7590027002444;ACETAMINOFEN CLORFENAMINA 125MG-1MG/5ML;
7590027001911;ACETAMINOFEN-CLORF-CAFEIN 500-2-30MG 6CO;
7590027001300;CLARITROMICINA 500MG 10COMP SPEFAR;
7590027002086;ACIDO ACETILSALICILICO 81MG 30TAB SPEFAR;
7590027001126;AMOXICILINA 750MG 10COMP SPEFAR;
7590027002291;ATORVASTATINA 20MG 14COMP REC SPEFAR;
7590027002451;AZITROMICINA 500MG 5COMP SPEFAR;
7590027002710;AMOXICILINA AC.CLAVULANICO 250MG-62,5/5M;
7590027002123;METFORMINA 850MG 30COMP SPEFAR;
7590027001089;METFORMINA 1000MG 30COMP SPEFAR;
7590027002147;METRONIDAZOL 500MG 10COMP SPEFAR;
7590027002345;IRBESARTAN 150MG 10COMP SPEFAR;
7590027002802;IRBESARTAN 300MG 30COMP SPEFAR;
7590027002208;CARVEDILOL 6,25MG 20COMP SPEFAR;
7590027002376;CARVEDILOL 12,5MG 10COMP SPEFAR;
7590027000617;AMLODIPINA 5MG 20TAB SPEFAR;
7590027000686;AMLODIPINA 10MG 20TAB SPEFAR;
7590027002253;DESLORATADINA 5MG 10COMP SPEFAR;
7590027001010;CIPROFLOXACINA 750MG 6COMP SPEFAR;
7590027001317;CETIRIZINA 10MG 10COMP SPEFAR;
7590027002581;ATORVASTATINA 40MG 20COMP REC SPEFAR;
7590027002567;ATORVASTATINA 80MG 20COMP REC SPEFAR;
7590027002024;CLOPIDOGREL 75MG 14COMP REC SPEFAR;
7590027002734;CLINDAMICINA 300MG 16CAP SPEFAR;
7590027002680;BISOPROLOL 5MG 20COMP SPEFAR;
7590027000730;BISOPROLOL HCT 5MG-6,25MG 20COMP SPEFAR;
7590027001737;DICLOFENAC POT 50MG 20TAB SPEFAR;
7590027002864;CANDESARTAN 16MG 30COMP REC SPEFAR;
7590027002857;CANDESARTAN 8MG 30COMP REC SPEFAR;
7590027001843;DOMPERIDONA 10MG 20COMP SPEFAR;
7590027002437;FEXOFENADINA 120MG 10COMP REC SPEFAR;
7590027002901;ESOMEPRAZOL 20MG 30CAPS C/ GRANULOS G/RE;
7590027000563;FLUCONAZOL 150MG  2CAPS SPEFAR;
7590027002796;IRBESARTAN 150MG 30COMP SPEFAR;
7590027002840;SITAGLIPTINA METFORMINA 50/1000MG 30COMP;
7590027002109;GABAPENTINA 400MG 20CAPS SPEFAR;
7590027002093;GABAPENTINA 300MG 20CAPS SPEFAR;
7590027002413;IBUPROFENO+TIOCOL 400MG/4MG 10COMP SPEFA;
7590027001362;KETOPROFENO 100MG 10COMP SPEFAR;
7590027001942;KETOROLAC 10MG 20COMP SPEFAR;
7590027001997;KETOROLAC 20MG 10COMP SPEFAR;
7590027002673;QUETIAPINA 25MG 30COMP SPEFAR;
7590027002666;QUETIAPINA 100MG 30COMP SPEFAR;
7590027002499;LOSARTAN POT 50MG 14TAB REC SPEFAR;
7590027002888;LOSARTAN POTASICO 100MG 30COMP REC SPEFA;
7590027000662;LORATADINA 10MG 10COMP SPEFAR;
7590027001249;MELOXICAM 15MG 20COMP SPEFAR;
7590027002154;MONTELUKAST 10MG 10TAB REC SPEFAR;
7590027000174;OMEPRAZOL 20MG 28CAPS SPEFAR;
7590027003533;VALSARTAN 80MG 20CAPS SPEFAR;
7590027000990;VALSARTAN 160MG 20CAPS SPEFAR;
7590027002338;VALSANTAN 80MG 7CAPS SPEFAR;
7590027000631;IBUPROFENO 400MG 20GRAGEAS SPEFAR;
7590027002314;LEVOFLOXACINA 750MG 5COMP REC SPEFAR;
7590027000266;BETAMETASONA 0,1% CREMA SPEFAR;
7590027002932;RIVAROXABAN 20MG 30COMP SPEFAR;
7590027002628;SILDENAFILO 50MG 2COMP REC SPEFAR;
7590027002390;SECNIDAZOL 1G 2COMP SPEFAR;
7590027002635;PREDNISONA 5MG 10COMP SPEFAR;
7590027001454;SULTAMICILINA 750MG 6COMP SPEFAR;
7590027001836;TRIMETOPRIM-SULF 80MG/400MG 20COMP SPEFA;
7590027002918;TAMSULOSINA CLORHIDRATO 0,4MG 30CAPS SPE;
7590027000402;COMPLEJO B 20TAB SPEFAR;
7590027000495;DICLOFENAC GEL 15GR SPEFAR;
7590027002642;DEXAMETASONA 4MG 10COMP SPEFAR;
7590027002536;HIDROCLOROTIAZIDA 12,5MG 10COMP SPEFAR;
7590027002819;HIDROCLOROTIAZIDA 25MG 20COMP SPEFAR;
7590027002321;METFORMINA 500MG 30COMP SPEFAR;
7590027002697;SERTRALINA 50MG 30COMP SPEFAR;
7590027002703;SERTRALINA 100MG 20COMP SPEFAR;
7590027000167;AMOXICILINA 250MG/5ML SUSP 45ML SPEFAR;
7590027000679;LORATADINA 1MG/ML JARABE 60ML SPEFAR;
7590027000921;SULTAMICILINA 250MG/5ML SUSP 60ML SPEFAR;
7590027000600;IBUPROFENO 100MG/5ML SUSP 60ML SPEFAR;
7590027002727;RIVAROXABAN 10MG 30COMP SPEFAR;
7590027002925;RIVAROXABAN 15MG 30COMP REC SPEFAR;
7590027002963;ROSUVASTATINA 20MG 30COMP REC SPEFAR;
7590027002406;SECNIDAZOL 500MG 4COMP SPEFAR;
7590027003069;LOBEDRIN 6MG/ML SOL ORAL 120 DOSIS SPEFA;
7590027003045;KEDALEN 10MG/ML SOL ORAL 120 DOSIS  SPEF;
8904159499772;ACIDO ASCORBICO 10AMPOLLAS IM/IV 100MG/M;C.R ADN MEDICAL, C.A
8906121570014;CITICOLINA 500MG/2ML 5 AMP ADN;C.R ADN MEDICAL, C.A
8906112610538;PRAZOLID LINEZOLID 600MG X 10 TAB ADN;
8906112610804;PRAOME-ES 40MG 1 AMP IV ESOMEPRAZOL ADN;
8906112610460;CARVIHEM 12,5MG  20 TAB ADN;
8906112610477;CARVIHEM 6,25MG  30TAB ADN;
8906112610491;PRAFENAC 100MG 10 TAB  ADN;
8906112610439;MONTEPRA 10MG 10TAB ADN  MONTELUKAST;
8906112610507;DICLOFENAC POTASICO 50MG 10TAB  ADN;
8906112610521;TAMSUHEM 0.4MG 10 TAB ADN;
8906112610415;PRAGERMINA 5BOTELLAS 5ML BASILLUS CLAUSI;C.R ADN MEDICAL, C.A
8906112610422;MONTEPRA 5MG 10TAB ADN;
8904159499789;KETOPROFENO 100MG 10CAP ADN MEDICAL;C.R ADN MEDICAL, C.A
890612157;METILPREDNISOLONA 500MG IM/IV ADN;
8906112611290;AMIKACINA SOL INY 500MG/2ML  I.V I.M (AM;C.R ADN MEDICAL, C.A
7501125106217;CEFTRIAXONA 1G CEFAXONA IV. ADN;
8904209413635;DEXAMETASONA 4MG X 10 TAB ADN;
8904187876484;SUCRALFATO 1000MG 20TAB ADN;C.R ADN MEDICAL, C.A
8906109692295;SUCRALFATO 1G /5ML SUSP 80ML ADN;C.R ADN MEDICAL, C.A
8906112610729;TRAZTEL 10ML SOL INY I.V ADN;
8904187887596;TEOFILINA SOL ORAL 80MG/15ML 100ML ADN;
8906112610682;HIERROPRA 100MG/5ML HIERRO SACAROSA AMP;
8906112611856;IBUPRA 800 MG 10TAB ADN;C.R ADN MEDICAL, C.A
8906109691236;LEVOFLOXACINA 500MG 5TAB ADN;C.R ADN MEDICAL, C.A
8906109691250;LEVOFLOXACINA 750MG 5TAB ADN;C.R ADN MEDICAL, C.A
8906112610545;LINEZOLID LINEPRA 2MG/ML 300ML INTRAVENO;C.R ADN MEDICAL, C.A
8906112610705;LIDOCAINA 2% 20MG/ML 50ML ADN MEDICAL;
8904097387148;AMOXICLAV 875MG/125MG 14TAB ADN (CO-AMOX;C.R ADN MEDICAL, C.A
8906121570519;ERTAPENEM 1G I.V I.M AMP ADN;
8904159412191;OMEPRAZOL 40MG VIAL IV ADN MEDICAL;
8906112610576;CITICOLINA (CITIPRA) 500MG 10 TAB ADN;
8904159499796;TRIMEBUTINA 50MG/5ML X 10 AMPOLLAS ADN;
8906112610262;ACIDO FOLICO FOLIHEM 5MG/ML 3 AMP IM/IV;
8906112610767;CEFEPIME 1G SOL INY ADN;ADN MEDICAL
7501125132056;SOLUC CLORURO SODIO 0.9% 500ML PISA ADN;C.R ADN MEDICAL, C.A
7502268546106;SOLUC HT HARTMANN  500ML PISA ADN;
7502268544942;TRACEFUSIN  20ML SOL INY PISA ADN;
7502268545123;SOLUC DEXTROSA 50% 500ML PISA ADN;
7502268544959;SOLUC DEXTROSA 5% 500ML PISA ADN;
7502268544966;SOLUC DEXTROSA 10% 500ML PISA ADN;
7502268545161;SOLUC CLORURO SODIO 0.9% 100ML PISA ADN;
8906109691243;VALACICLOVIR VACICLOVIR 500MG 10TAB ADN;C.R ADN MEDICAL, C.A
8904159415178;ONDANSETRON 8MG  10 TABLETAS  ADN;
8906112611344;FUROPRA 20 MG/2ML 5 AMPOLLAS IM/IV  ADN;
8904159414317;ACIDO TRANEXAMICO 500MG/5ML 5 AMP ADN;
8906109692288;CLOPIDOGREL 75MG 14 TABLETAS  ADN;
8906112611450;IRBEPRA-150 150 MG 7 COMPR ADN IRBESARTA;
8906112611429;CANDEPRA-16 16MG 28 COMP REC ADN CANDESA;C.R ADN MEDICAL, C.A
8906112611412;CANDEPRA-8  8MG 28 COMP REC ADN CANDESAR;C.R ADN MEDICAL, C.A
8906112611580;CORTIPRA 500MG 1 VIAL IM/IV ADN HIDROCOR;
8906112610446;IBUPRA 600MG  10 TAB ADN IBUPROFENO;C.R ADN MEDICAL, C.A
8906112611382;METOHEM METAMIZOL SODICO 3 AMP 1 G/2ML I;C.R ADN MEDICAL, C.A
8906112611368;NEOPRA NEOSTIGMINA 0.5 MG/1ML 6 AMP  ADN;
8904187871298;SITAGLIPTINA METFORMINA 50MG/850MG  28TA;
8906112610699;SULTAHEM 750MG 16 TAB ADN SULTAMICILINA;ADN MEDICAL
8906112611399;TOBRAPRADEX 3 MG/1MG 5ML SOL OFT ADN TOB;
8906112611894;NIMODIPINA 10 MG/50ML I.V. ADN;
8906112611764;ADRENAPRA 1MG/ML 10AMP IV/IM ADN;
8906112614673;AMOXIPRA 500MG  10TAB AMOXICILINA ADN;
8906045435260;BROMOPRA 8MG/5ML JBE 120ML ADN;C.R ADN MEDICAL, C.A
8904159423456;DEXAMETASONA 8MG/2ML 10AMP ADN;
8906112610515;DROXIHEM 500MG  12CAP CEFADROXILO ADN;
8906112610569;GABAPRA 75MG 14 TAB PREGABALINA ADN;C.R ADN MEDICAL, C.A
8906112611863;HEMZENIL 0,5MG/5ML 1MP FENITOINA ADN;ADN MEDICAL
8906112610453;PRABISO 5MG  30COMP BISOPROLOL ADN;
8906112610774;PRA PIPTAZ 4,5MG/500MG 1AMP ADN;
8906109692387;VALSARTAN 80MG  14TAB ADN;
7502268544928;FITOMENADIONA 10MG/1ML I.V/I.M ADN PISA;
8904159414515;AMLODIPINA 10 MG X 10 TABLETAS;C.R ADN MEDICAL, C.A
8906112611405;AMLODIPINA 5 MG X 10 TABLETAS;C.R ADN MEDICAL, C.A
8906112611474;ATROPRA 1MG/ML X 50 AMP. IM/IV;
8906112611320;CORTIPRA 100MG X 10 VIALES IM/IV;
8906112610736;DICLOFENAC SODICO ADN 100MG 5 SUPOSITORI;
8906112611313;DOBUPRA (DOBUTAMINA 250MG/5ML INYECTABLE;
8906121570564;DORIPENEM 500MG INY. I.V.;
8906112611566;HEMZENIL 0.5 MG/5ML INY. IV;
8906112611924;K-PRA 10MG/ML X 5AMP. IV/IM;
8906112615007;LOSAPRA 50MG X 10 TAB;
8906112611337;MOXIPRA MOXIFLOXACINA 400MG/250ML;
8906112611900;ONDOPRA 8 MG/4ML INY IM/IV;
8906112610392;PRACIPRO 500MG X 6 TAB CIPROFLOXACINA AD;
8906112611559;PRAIMI-CILA 1G AMP I.V;
8906142160898;LORAFIT (LORATADINA) 10 MG X 10 TAB (E);C.R ADN MEDICAL, C.A
8906156850273;JUVIMOX-CV (AMOXICILINA ACIDO CLAVULANIC;
8906142160904;VITAMIX FORTE (MULTIVITAMINICO) X 10 TAB;C.R ADN MEDICAL, C.A
8906142160874;ALERBLOC (CETIRIZINA) 10 MG X 10 TAB (E);
8906142160881;JUVILOC (OMEPRAZOL) 20 MG X 20 TAB (E);C.R ADN MEDICAL, C.A
7592430000505;EPIVITAL 15 CAPSULAS;C. REP. JERICO C.A
7592430000406;EPIVITAL 30 CAPS JERICO;C. REP. JERICO C.A
7592307001444;FEMIVITAL X 30 CAPS;C. REP. JERICO C.A
7592430000482;NATURALAX X 20CAPS.JERICO;C. REP. JERICO C.A
7592307001451;PROSTALIFE 30CAPS JERICO;C. REP. JERICO C.A
7592307001437;VENASPLANT X 30 CAPS;C. REP. JERICO C.A
7592307000423;VARIPLANT CAPS 45 JERICO;C. REP. JERICO C.A
7592430000444;PECTOVITAL JARABE X 180ML.;C. REP. JERICO C.A
7592520000026;JENGIMIEL PED JARABE 120ML;
7592520000019;JENGIMIEL AD JARABE 120ML;
745760033836;JENGIMIEL CURCUMA JARABE 120ML;
7592520000033;JENGIMIEL SABILA AD JARABE 120ML;
764460903812;JENGIMIEL LIMON JARABE 120ML;
7597304230989;JABON PREMIUM COCO 130 GR.HAMURD;
818449531;JABON PREMIUM FLORALIS 130G.HAMURD;
818449535;JABON PREMIUM ALMENDRA 130G.HAMURD;
818449529;JABON PREMIUM AVENA 130GR.HAMURD;
7597304231023;JABON PREMIUM ROSAS 130 GR.HAMURD;
818449539;JABON PREMIUM BLOSSON 120GR.HAMURD;
818449532;JABON PREMIUM COCO 100GR.HAMURD;
7597304230996;JABON PREMIUM FLORALIS 100GR.HAMURD;
7597304230910;JABON PREMIUM ALMENDRA 100GR.HAMURD;
7597304230934;JABON PREMIUM CON AVENA 100GR.HAMURD;
818449536;JABON PREMIUM ROSAS 100GR.HAMURD;
718445872;JABON AZUL USO DOMESTICO 160GR.HAMURD;
7594072203818;JABON DE LAVAR AZUL 100GR(NACIONAL).HAMU;
705;JABON DE LAVAR AZUL 160 GR(IMPORT).HAMU;
710;JABON DE LAVAR BLANCO 160GR(IMPORT)HAMU;
715;JABON DE HOTEL POSADA 50 GR.HAMURD;
720;JABON DE HOTEL POSADA 30 GR.HAMURD;
725;JABON DE HOTEL POSADA  20GR.HAMURD;
7598484001000;ACETAMINOFEN 500MG 20 TAB QUIM-FAR;LABORATORIO QUIM-FAR
7598484001222;AZITROMICINA 500MG 3 TAB REC  QUIM-FAR;LABORATORIO QUIM-FAR
7598484001239;CEFADROXILO 500MG 10 CAPS QUIM-FAR;LABORATORIO QUIM-FAR
7598484001017;AMOXICILINA 500MG 8CAPS QUIM-FAR;LABORATORIO QUIM-FAR
7598484001154;AMIPINA 5MG 30TAB QUIM-FAR;LABORATORIO QUIM-FAR
7598484001031;CIPROFLOXACINA 500MG 10 TAB QUIM-FAR;LABORATORIO QUIM-FAR
7592236002123;DICLOFENAC SOD 50MG 20 TAB QUIM-FAR;LABORATORIO QUIM-FAR
7598484001055;IBUPROFENO 400MG 20TAB QUINFAR;LABORATORIO QUIM-FAR
7598484001147;OMEPRAZOL OMEFAR 20MG 14CAPS QUIM-FAR;LABORATORIO QUIM-FAR
7592236002307;TRIMETOPRIM SULFA 80MG-400 20 COMP QUIM-;LABORATORIO QUIM-FAR
7598484001215;METFORMINA 500MG 30TAB QUIM-FAR;LABORATORIO QUIM-FAR
7598484000010;ACETAMINOFEN GOTAS 15ML QUIM-FAR;LABORATORIO QUIM-FAR
7598484000218;FANASAL ADULTO GOTAS 15ML NAFAZOLINA;LABORATORIO QUIM-FAR
7598484000232;FANASAL NAFAZOLINA PEDIATRICO GOTAS;LABORATORIO QUIM-FAR
7592236002093;LIBEFOR  SOL GOTAS 15ML QUIM-FAR COMPLEJ;LABORATORIO QUIM-FAR
7598484000713;VITAMINA C GOTAS X 15ML QUIM-FAR;
7592236001997;AZITROMICINA 200MG/5ML 15ML SUSP QUIMFAR;
7592236002130;DICLOFENAC 75MG/3ML X 5 AMP DOLFENAC;LABORATORIO QUIM-FAR
7598484000027;ACETAMINOFEN 120MG/5ML JBE 120ML QUIM-FA;LABORATORIO QUIM-FAR
7598484000034;BROMEXINA 4MG JBE 120 ML QUIM-FAR;LABORATORIO QUIM-FAR
7598484000041;BROMEXINA 8MG/5ML JBE 120ML QUIM-FAR;LABORATORIO QUIM-FAR
7598484000294;DEXTROMETORFANO 15MG/5ML LIBOLAL JARABE;LABORATORIO QUIM-FAR
7598484000379;METILCANFOR 120ML QUIM-FAR;LABORATORIO QUIM-FAR
7598484000829;CLOP 5MG/5ML JARABE 120ML QUIM-FAR METOC;LABORATORIO QUIM-FAR
7598484000843;METOCLOPRAMIDA JARABE 120ML QUIM-FAR;
7598484000881;MUCOFAR JARABE PED 120ML QUIM-FAR;LABORATORIO QUIM-FAR
7598484000867;MUCOFAR JBE AD 120 ML QUIM-FAR;LABORATORIO QUIM-FAR
7592236002086;COMPLEJO B JARABE 120 ML ROBIMEN;LABORATORIO QUIM-FAR
